Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class
A12,9,A31,A40,1437,__NOISE__Attribute6__105986515058,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,2
A14,42,A34,A42,4042,A63,A73,4,A93,A101,4,__NOISE__Attribute12__251799447178,36,A143,A152,15.024314930243582,A173,1,A192,A201,1
A14,9,A32,A46,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,__NOISE__Attribute19__478085738941,A201,1
A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,18,A31,A42,1553,A61,A73,-9.32643513556357,__NOISE__Attribute9__711373541657,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,2
A12,15,A32,A43,1444,A65,A72,4,__NOISE__Attribute9__507211948162,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1
A14,9,A32,A42,1980,A61,A72,2,__NOISE__Attribute9__624039341861,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,2
A12,24,A32,A40,1355,A61,A72,3,__NOISE__Attribute9__330295456025,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2
A14,12,A32,A46,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1
A14,24,A32,A43,1376,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,60,A33,A43,15653,A61,A74,14.80197708230139,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1
A14,12,A32,A43,1493,A61,__NOISE__Attribute7__30725231705,4,A92,A101,3,A123,34,A143,A152,1,A173,2,__NOISE__Attribute19__514133195635,A201,1
A11,42,A33,A43,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2
A11,18,A32,A46,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2
A12,15,A32,A45,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,__NOISE__Attribute19__206387017789,A201,1
A14,15,A32,A46,4623,__NOISE__Attribute6__548760469941,A73,3,A93,A101,2,__NOISE__Attribute12__251799447178,40,A143,A152,1,A174,1,A192,A201,2
A14,24,A34,A43,1851,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,1
A11,18,A34,A43,1880,A61,A74,-1.5097966874317,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,1
A14,36,A33,A49,7980,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,2
A11,30,A30,A42,4583,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1
A14,12,A32,A40,1386,A63,A73,2,__NOISE__Attribute9__558808025121,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2
A13,24,A32,A40,947,A61,A74,4,A93,A101,3,__NOISE__Attribute12__897055187588,38,A141,A153,1,A173,2,A191,A201,2
A11,12,A32,A46,684,A61,A73,4,__NOISE__Attribute9__624039341861,A101,4,__NOISE__Attribute12__288614355697,40,A143,A151,1,A172,2,A191,A201,2
A11,48,A32,A46,7476,A61,A74,4,A93,A101,-3.6078007304803092,A124,50,A143,A153,1,A174,1,A192,A201,1
A12,12,A32,A42,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2
A11,24,A32,A40,2303,A61,__NOISE__Attribute7__880285341987,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,2
A12,36,A33,A40,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,2
A14,24,A34,A41,2346,A61,A74,4,A93,A101,3,A123,35,A143,__NOISE__Attribute15__238800537233,2,A173,1,__NOISE__Attribute19__610535033173,A201,1
A11,14,A32,A40,3973,A61,A71,-4.992218108869284,A93,A101,4,A124,22,A143,__NOISE__Attribute15__711608508588,1,A173,1,A191,A201,1
A12,12,A32,A40,888,A61,__NOISE__Attribute7__355782108005,-9.32643513556357,A93,A101,4,A123,41,A141,A152,12.126065584874027,A172,2,A191,A201,2
A14,48,A32,A43,10222,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,1
A12,30,A30,A49,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1
A12,18,A34,A42,6361,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1
A13,12,A32,A43,1297,__NOISE__Attribute6__617225580300,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,__NOISE__Attribute19__206387017789,A201,1
A11,12,A32,A40,900,A65,A73,4,A94,A101,2,__NOISE__Attribute12__847977549843,23,A143,A152,12.126065584874027,A173,1,__NOISE__Attribute19__610535033173,A201,2
A14,21,A32,A42,2241,__NOISE__Attribute6__8468075020,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1
A12,6,A33,A42,1050,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1
A13,6,A34,A46,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1
A14,24,A34,A410,6314,A61,A71,-9.32643513556357,A93,A102,2,A124,27,A141,A152,8.827919216507993,A174,1,__NOISE__Attribute19__610535033173,A201,1
A12,30,A31,A42,3496,A64,A73,4,A93,A101,2,A123,34,A142,__NOISE__Attribute15__199365213557,1,A173,2,A192,A201,1
A14,48,A31,A49,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,15.44460517968587,A173,1,A191,A201,1
A11,12,A34,A40,4843,A61,A75,3,A93,A102,4,__NOISE__Attribute12__245322142534,43,A143,A151,2,A173,1,A192,A201,2
A13,30,A34,A43,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A49,4139,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1
A14,36,A32,A49,5742,A62,__NOISE__Attribute7__685718040585,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1
A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,__NOISE__Attribute12__295416964311,42,A143,A152,1,A174,1,A192,A201,1
A14,6,A34,A40,2080,A63,A73,1,A94,A101,9.607611274725691,A123,24,A143,A152,1,A173,1,A191,A201,1
A14,21,A33,A49,2580,A63,A72,4,A93,A101,-11.151142748650047,A121,41,A141,A152,1,A172,2,A191,A201,2
A14,30,A34,A43,4530,A61,A74,4,A92,A101,4,A123,26,A143,A151,-8.599968728771882,A174,1,A192,A201,1
A14,24,A34,A42,5150,A61,A75,4,A93,A101,4,__NOISE__Attribute12__245322142534,33,A143,A152,1,A173,1,A192,A201,1
A12,72,A32,A43,5595,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A43,2384,A61,A75,4,__NOISE__Attribute9__92447787142,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,1
A14,18,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,__NOISE__Attribute15__496574155463,1,A173,1,__NOISE__Attribute19__485506503504,A201,1
A14,6,A32,A46,1538,A61,A72,1,A92,A101,2,A124,56,A143,__NOISE__Attribute15__869337991432,1,A173,1,A191,A201,1
A14,12,A32,A43,2279,A65,A73,-4.992218108869284,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1
A14,15,A33,A43,1478,__NOISE__Attribute6__312966420419,A73,-4.865311675053515,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,1
A14,24,A34,A43,5103,__NOISE__Attribute6__105986515058,__NOISE__Attribute7__526818709942,-9.568608054710579,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1
A12,36,A33,A49,9857,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,1
A14,60,A32,A40,6527,A65,A73,-1.3869228171802055,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,1
A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,1
A12,36,A33,A40,2862,A62,A75,4,A93,A101,3,__NOISE__Attribute12__510989986979,30,A143,A153,-10.802202312008312,A173,1,A191,A201,1
A14,9,A32,A43,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1
A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,1
A11,15,A34,A42,975,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1
A12,15,A32,A45,2631,A62,A73,3,__NOISE__Attribute9__624039341861,A101,2,A121,25,A143,A152,-10.802202312008312,A172,1,A191,A201,1
A12,24,A32,A43,2896,A62,A72,2,A93,A101,9.766708882357143,A123,29,A143,A152,1,A173,1,A191,A201,1
A11,6,A34,A40,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,1
A14,24,A32,A43,2284,__NOISE__Attribute6__504595089672,__NOISE__Attribute7__498005306131,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1
A14,6,A32,A41,1236,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,1
A12,12,A32,A43,1103,A61,A74,4,A93,A103,3,__NOISE__Attribute12__658972122208,29,A143,__NOISE__Attribute15__258822457905,2,A173,1,A191,A202,1
A14,12,A34,A40,926,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,1
A14,18,A34,A43,1800,A61,A73,4,__NOISE__Attribute9__752168129596,A101,2,A123,24,A143,__NOISE__Attribute15__821575540791,2,A173,1,A191,A201,1
A13,15,A32,A46,1905,A61,A75,4,A93,A101,4,__NOISE__Attribute12__52264408884,40,A143,A151,1,A174,1,A192,A201,1
A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,2
A11,48,A34,A41,6331,A61,__NOISE__Attribute7__296160335473,-3.5661650329302557,A93,A101,4,A124,46,A143,A153,-3.2536433442094594,A173,1,A192,A201,2
A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,__NOISE__Attribute12__164326126417,47,A143,A153,1,A173,1,A192,A201,1
A12,30,A33,A49,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1
A12,27,A32,A49,2528,A61,A72,4,A92,A101,6.814958053607053,__NOISE__Attribute12__510989986979,32,A143,A152,1,A173,2,A192,A201,1
A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,__NOISE__Attribute12__288614355697,35,A143,A153,5.507864857114411,A173,1,A191,A201,1
A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,2
A12,12,A30,A42,2969,A61,A72,4,__NOISE__Attribute9__745020166385,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,2
A12,9,A32,A43,1206,__NOISE__Attribute6__793906830518,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1
A14,18,A34,A43,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1
A11,6,A31,A46,1198,A61,__NOISE__Attribute7__526818709942,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,2
A14,21,A32,A41,2476,__NOISE__Attribute6__793906830518,A75,4,A93,A101,4,A121,46,A143,A152,-6.879668758511606,A174,1,A192,A201,1
A11,9,A34,A43,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1
A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,__NOISE__Attribute12__510989986979,27,A143,A152,1,A174,1,A192,A201,2
A14,30,A34,A41,7596,A65,__NOISE__Attribute7__30725231705,-9.32643513556357,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1
A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,1
A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1
A13,24,A34,A43,3148,A65,A73,5.55984585894582,A93,A101,2,A123,31,A143,A152,9.539013365056464,A173,1,__NOISE__Attribute19__545148200208,A201,1
A12,20,A30,A41,6148,__NOISE__Attribute6__904128144202,A75,13.964164269175802,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,1
A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,__NOISE__Attribute15__418734263802,2,A174,1,A192,A201,2
A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2
A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,2
A12,9,A32,A43,790,__NOISE__Attribute6__821061575070,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,1
A14,27,A32,A40,2570,A61,A73,3,A92,A101,3,__NOISE__Attribute12__939314764254,21,A143,A151,1,A173,1,A191,A201,2
A14,6,A34,A40,250,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,1,__NOISE__Attribute19__206387017789,A201,1
A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,-1.6306509412427919,A172,1,A191,A201,1
A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,__NOISE__Attribute19__484464666738,A201,2
A12,48,A31,A49,6416,A61,A75,4,A92,A101,3,__NOISE__Attribute12__939314764254,59,A143,A151,1,A173,1,A191,A201,2
A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,__NOISE__Attribute15__238800537233,-8.465197212008784,A173,1,A192,A201,1
A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,2
A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,1
A14,24,A32,A41,2603,A64,A73,2,A92,A101,4,A123,28,A143,__NOISE__Attribute15__906217515591,1,A173,1,A192,A201,1
A14,4,A34,A40,3380,A61,A74,1,__NOISE__Attribute9__605795380096,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1
A12,36,A31,A44,3990,A65,A72,3,__NOISE__Attribute9__784631411342,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1
A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,__NOISE__Attribute15__92162113096,2,A174,1,A191,A201,2
A11,18,A32,A40,4380,A62,A73,3,__NOISE__Attribute9__624039341861,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1
A14,6,A34,A40,6761,A61,__NOISE__Attribute7__689144920939,-9.953428373393033,A93,A101,3,A124,45,A143,A152,-3.2536433442094594,A174,2,A192,A201,1
A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,__NOISE__Attribute12__510989986979,26,A143,A151,2,A172,1,__NOISE__Attribute19__177211312573,A201,2
A11,24,A31,A40,2325,A62,__NOISE__Attribute7__30725231705,2,A93,A101,3,__NOISE__Attribute12__52264408884,32,A141,A152,1,A173,1,A191,A201,1
A12,10,A31,A43,1048,A61,A73,4,A93,A101,4,__NOISE__Attribute12__288614355697,23,A142,A152,1,A172,1,A191,A201,1
A14,21,A32,A43,3160,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1
A11,24,A31,A42,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1
A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,__NOISE__Attribute12__288614355697,30,A143,A152,2,A174,1,A192,A201,1
A11,13,A34,A49,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1
A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,__NOISE__Attribute19__291529221921,A201,1
A11,12,A32,A40,1274,__NOISE__Attribute6__548760469941,A72,3,A92,A101,1,A121,37,A143,__NOISE__Attribute15__274479884767,1,A172,1,A191,A201,2
A14,21,A32,A41,5248,A65,A73,1,__NOISE__Attribute9__711373541657,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A11,6,A32,A42,428,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1
A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,2
A12,12,A32,A49,841,A62,A74,2,__NOISE__Attribute9__470398098540,A101,-11.151142748650047,A121,23,A143,A151,1,A172,1,A191,A201,1
A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A14,12,A33,A45,1555,A64,__NOISE__Attribute7__51409772899,4,A93,A101,4,A124,55,A143,A153,-8.203363414184732,A173,2,A191,A201,2
A11,24,A32,A40,1285,__NOISE__Attribute6__729675835863,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,2
A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,__NOISE__Attribute15__227016241926,3,A171,2,A191,A202,1
A13,15,A34,A43,1271,A65,A73,14.80197708230139,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,2
A14,24,A32,A40,1393,A61,A73,2,A93,A103,-10.169926450099732,A121,31,A143,A152,1,A173,1,A192,A201,1
A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2
A14,15,A34,A40,5045,A65,A75,1,A92,A101,-8.776371087849654,__NOISE__Attribute12__908186759895,59,A143,A152,1,A173,1,A192,A201,1
A11,18,A34,A42,2124,A61,A73,4,A92,A101,4,A121,24,A143,A151,8.827919216507993,A173,1,A191,A201,2
A11,12,A32,A43,2214,__NOISE__Attribute6__122376453993,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1
A14,21,A34,A40,12680,A65,A75,5.813327024074617,A93,A101,4,A124,30,A143,__NOISE__Attribute15__436768210413,1,A174,1,A192,A201,2
A14,24,A34,A40,2463,A62,A74,9.972121823301364,A94,A101,3,__NOISE__Attribute12__164326126417,27,A143,__NOISE__Attribute15__436768210413,2,A173,1,A192,A201,1
A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1
A11,30,A32,A42,3108,A61,__NOISE__Attribute7__360802186693,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,2
A14,10,A32,A41,2901,A65,A72,-3.7164647368989145,A92,A101,-10.169926450099732,A121,31,A143,A151,1,A173,1,A191,A201,1
A12,12,A34,A42,3617,A61,A75,1,__NOISE__Attribute9__605795380096,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,1
A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,__NOISE__Attribute15__418734263802,2,A172,1,A192,A201,1
A11,24,A32,A41,2812,__NOISE__Attribute6__312966420419,A75,2,A92,A101,4,A121,26,A143,__NOISE__Attribute15__958349817847,1,A173,1,A191,A201,1
A11,36,A34,A46,8065,__NOISE__Attribute6__617225580300,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2
A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,__NOISE__Attribute12__295416964311,36,A143,A152,1,A174,1,A192,A201,1
A14,24,A34,A43,2223,A62,A75,4,A93,A101,9.766708882357143,A122,52,A141,A152,2,A173,1,A191,A201,1
A13,12,A34,A40,1480,A63,__NOISE__Attribute7__120049575159,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,1
A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,__NOISE__Attribute12__578611909978,25,A143,A151,1,A173,1,A191,A201,2
A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1
A11,18,A32,A43,3509,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1
A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1
A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1
A12,39,A34,A43,4933,A61,A74,2,A93,A103,2,A121,25,A143,A152,-6.675599463751767,A173,1,A191,A201,2
A14,24,A34,A40,1940,A64,A75,13.964164269175802,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1
A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1
A12,12,A32,A40,836,__NOISE__Attribute6__793906830518,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2
A12,20,A32,A41,6468,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1
A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1
A14,22,A32,A43,2675,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1
A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1
A12,48,A33,A46,6224,__NOISE__Attribute6__793906830518,A75,4,A93,A101,4,A124,50,A143,__NOISE__Attribute15__209066933321,1,A173,1,A191,A201,2
A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,16.132664820258306,A173,1,A192,A201,2
A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2
A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,15.024314930243582,A174,2,A192,A201,1
A14,6,A34,A42,1221,__NOISE__Attribute6__548760469941,A73,5.55984585894582,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1
A13,24,A32,A42,2892,A61,A75,3,__NOISE__Attribute9__577653010530,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1
A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1
A14,9,A32,A42,2301,__NOISE__Attribute6__793906830518,A72,5.813327024074617,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1
A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,15.44460517968587,A173,2,A192,A201,2
A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,-8.203363414184732,A172,1,A191,A201,1
A14,24,A33,A40,717,__NOISE__Attribute6__234443699292,__NOISE__Attribute7__364588468103,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1
A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1
A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1
A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1
A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,__NOISE__Attribute12__578611909978,24,A143,A152,2,A173,1,A191,A201,1
A14,12,A34,A43,976,A65,A75,4,A93,A101,4,__NOISE__Attribute12__939314764254,35,A143,A152,2,A173,1,A191,A201,1
A12,12,A32,A40,7472,A65,A71,5.465038030620119,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1
A11,36,A32,A40,9271,A61,A74,2,A93,A101,15.078485148691984,A123,24,A143,__NOISE__Attribute15__199365213557,1,A173,1,A192,A201,2
A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1
A14,12,A34,A43,930,__NOISE__Attribute6__382783180255,A75,4,A93,A101,4,__NOISE__Attribute12__13388918546,65,A143,A152,4,A173,1,A191,A201,1
A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1
A12,15,A30,A40,1778,A61,A72,2,A92,A101,-3.6078007304803092,A121,26,A143,A151,2,A171,1,A191,A201,2
A12,8,A32,A49,907,A61,A72,3,A94,A101,12.378313881255728,A121,26,A143,A152,1,A173,1,A192,A201,1
A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,2
A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,-0.5233865235868933,A173,1,A191,A201,2
A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2
A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1
A14,6,A32,A44,1338,__NOISE__Attribute6__617225580300,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1
A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,__NOISE__Attribute12__658972122208,24,A143,A151,2,A173,1,A192,A201,1
A11,36,A32,A410,15857,__NOISE__Attribute6__312966420419,A71,-9.953428373393033,A91,A102,13.454479251320382,A123,43,A143,A152,-0.5233865235868933,A174,1,A191,A201,1
A11,18,A32,A43,1345,A61,A73,13.964164269175802,A94,A101,3,__NOISE__Attribute12__164326126417,26,A141,A152,1,A173,1,__NOISE__Attribute19__177211312573,A201,2
A14,12,A32,A40,1101,A61,__NOISE__Attribute7__144178437638,3,A94,A101,2,A121,27,A143,A152,-8.465197212008784,A173,1,A192,A201,1
A13,12,A32,A43,3016,A61,A73,-5.479056396242328,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1
A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,__NOISE__Attribute19__913165587780,A201,2
A11,8,A34,A40,731,A61,__NOISE__Attribute7__360802186693,4,A93,A101,4,__NOISE__Attribute12__226403032206,47,A143,A152,2,A172,1,A191,A201,1
A14,18,A34,A42,3780,A61,A72,-3.7164647368989145,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1
A11,21,A34,A40,1602,A61,A75,4,A94,A101,-10.169926450099732,A123,30,A143,A152,2,A173,1,A192,A201,1
A11,18,A34,A40,3966,__NOISE__Attribute6__617225580300,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2
A14,18,A30,A49,4165,A61,A73,2,__NOISE__Attribute9__605795380096,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2
A11,36,A32,A41,8335,__NOISE__Attribute6__105986515058,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2
A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1
A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1
A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,__NOISE__Attribute12__510989986979,23,A143,A151,1,A173,1,A192,A201,2
A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,2
A12,24,A32,A43,5084,A65,__NOISE__Attribute7__689144920939,2,A92,A101,4,A123,42,A143,A152,-1.6306509412427919,A173,1,A192,A201,1
A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2
