VENTTUBE,INTUBATION,MINVOL,VENTALV,CATECHOL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,LOW,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,LOW,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,ZERO,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
HIGH,ONESIDED,HIGH,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,NORMAL,HIGH,NORMAL
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
NORMAL,ESOPHAGEAL,LOW,LOW,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,NORMAL,NORMAL
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,ESOPHAGEAL,LOW,LOW,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,NORMAL,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,HIGH,LOW,HIGH
ZERO,ESOPHAGEAL,ZERO,LOW,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,ESOPHAGEAL,LOW,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,NORMAL,NORMAL
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
NORMAL,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,HIGH,ZERO,NORMAL
ZERO,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,LOW,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,NORMAL
LOW,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
NORMAL,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
ZERO,NORMAL,ZERO,ZERO,NORMAL
HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ESOPHAGEAL,HIGH,ZERO,HIGH
LOW,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ONESIDED,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,NORMAL,NORMAL,HIGH
ZERO,NORMAL,ZERO,ZERO,HIGH
LOW,ONESIDED,ZERO,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,HIGH,ZERO,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,HIGH,HIGH
LOW,ESOPHAGEAL,LOW,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
