VENTMACH,ANAPHYLAXIS,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,ARTCO2,HR,HYPOVOLEMIA,STROKEVOLUME
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
HIGH,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
LOW,False,False,False,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,NORMAL,LOW,NORMAL,True,NORMAL
NORMAL,True,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,LOW,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,True,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
LOW,True,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,LOW,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,LOW,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
HIGH,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,True,LOW,NORMAL,HIGH,HIGH,False,LOW
LOW,False,True,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,NORMAL,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
ZERO,False,False,True,LOW,NORMAL,NORMAL,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,LOW,LOW,NORMAL,True,NORMAL
NORMAL,True,False,False,HIGH,LOW,NORMAL,LOW,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
LOW,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
HIGH,False,False,True,LOW,NORMAL,HIGH,HIGH,False,LOW
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,True,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
HIGH,False,False,True,LOW,LOW,LOW,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
ZERO,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
ZERO,False,False,False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,False,False,HIGH,LOW,LOW,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,LOW,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,LOW,False,NORMAL
LOW,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
ZERO,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,True,True,LOW,NORMAL,NORMAL,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
LOW,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
ZERO,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
LOW,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,NORMAL,LOW,NORMAL,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
LOW,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
HIGH,False,True,False,HIGH,HIGH,LOW,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,LOW,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,LOW,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
ZERO,False,False,True,LOW,LOW,HIGH,NORMAL,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,True,LOW
LOW,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
ZERO,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,LOW,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,NORMAL,HIGH,HIGH,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,True,LOW,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,False,NORMAL,NORMAL,HIGH,HIGH,False,LOW
NORMAL,False,False,False,HIGH,LOW,HIGH,NORMAL,True,LOW
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,LOW,HIGH,HIGH,HIGH,False,NORMAL
ZERO,False,True,False,NORMAL,HIGH,HIGH,HIGH,False,HIGH
LOW,False,False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,False,False,False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,False,False,False,HIGH,HIGH,HIGH,HIGH,True,NORMAL
