LungFlow,ChestXray,DuctFlow,CardiacMixing,LungParench
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Normal,Normal,Lt_to_Rt,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Mild,Normal
Normal,Normal,,Mild,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Complete,Normal
Low,Normal,Rt_to_Lt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Transp.,Normal
Normal,Normal,Rt_to_Lt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Congested
Low,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
Normal,Plethoric,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
Normal,Normal,,,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,,Complete,Abnormal
High,Normal,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Normal,,Mild,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,Complete,Abnormal
High,Grd_Glass,Lt_to_Rt,Mild,Congested
Normal,Asy/Patch,Rt_to_Lt,Complete,Abnormal
Low,Oligaemic,,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,Rt_to_Lt,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Asy/Patch,Rt_to_Lt,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Grd_Glass,,,Abnormal
High,Grd_Glass,,Complete,Congested
Normal,Normal,,Transp.,Normal
High,Plethoric,,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Transp.,Congested
Normal,Grd_Glass,,Complete,Congested
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Mild,Normal
High,Plethoric,,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,Rt_to_Lt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,,Complete,Abnormal
High,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Mild,Abnormal
High,Asy/Patch,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,,Abnormal
Normal,Grd_Glass,,Complete,Congested
Low,Grd_Glass,Lt_to_Rt,Mild,Normal
Normal,Plethoric,Rt_to_Lt,Mild,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Grd_Glass,,Mild,Congested
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
High,Oligaemic,,,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Complete,Congested
Normal,Normal,Rt_to_Lt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Plethoric,Lt_to_Rt,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Normal,,Transp.,Normal
Normal,Normal,,Transp.,Normal
High,Oligaemic,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Normal,Grd_Glass,Rt_to_Lt,,Congested
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Rt_to_Lt,Mild,Normal
Normal,Normal,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Normal,Rt_to_Lt,Complete,Abnormal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,Mild,Congested
High,Grd_Glass,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Normal,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Congested
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Normal,,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Mild,Congested
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Asy/Patch,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Mild,Normal
Normal,Normal,,Transp.,Normal
High,Grd_Glass,Rt_to_Lt,Transp.,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Congested
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Plethoric,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Abnormal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Rt_to_Lt,,Congested
Low,Normal,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Oligaemic,Rt_to_Lt,Mild,Abnormal
Normal,Normal,,Transp.,Normal
Normal,Plethoric,,Complete,Abnormal
Low,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Asy/Patch,,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Grd_Glass,Lt_to_Rt,Mild,Congested
High,Grd_Glass,,Transp.,Congested
High,Asy/Patch,,,Abnormal
High,Plethoric,,Complete,Congested
Normal,Plethoric,Rt_to_Lt,,Congested
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Plethoric,Rt_to_Lt,Mild,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Asy/Patch,Lt_to_Rt,Complete,Congested
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Congested
High,Plethoric,,Complete,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,,Complete,Normal
Low,Plethoric,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,,Abnormal
Normal,Normal,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
High,Normal,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Rt_to_Lt,,Congested
Normal,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
High,Normal,,Transp.,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Oligaemic,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Plethoric,,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Mild,Normal
Low,Asy/Patch,,Complete,Abnormal
Low,Grd_Glass,Lt_to_Rt,Transp.,Abnormal
High,Normal,,Mild,Normal
High,Normal,Rt_to_Lt,Mild,Abnormal
High,Grd_Glass,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,Rt_to_Lt,Complete,Congested
Normal,Asy/Patch,Rt_to_Lt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,,Transp.,Abnormal
High,Plethoric,,Transp.,Congested
Normal,Normal,,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Mild,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
High,Plethoric,Lt_to_Rt,,Congested
Low,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Normal,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Transp.,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Rt_to_Lt,Mild,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Rt_to_Lt,,Normal
High,Grd_Glass,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
