LungFlow,ChestXray,Grunting,CO2,DuctFlow,Sick,CardiacMixing,LungParench
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,High,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,High,,yes,,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
High,Plethoric,no,High,,no,Complete,Normal
Normal,Grd_Glass,yes,Normal,Rt_to_Lt,no,Mild,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,High,,no,Transp.,Abnormal
Normal,Grd_Glass,yes,High,Rt_to_Lt,yes,Mild,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,yes,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,,no,Complete,Abnormal
Low,Normal,no,Normal,,no,Complete,Normal
Low,Asy/Patch,no,Normal,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,no,Transp.,Congested
High,Grd_Glass,yes,Normal,,no,Transp.,Abnormal
High,Normal,no,Normal,,yes,Transp.,Normal
High,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,no,Normal,,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,High,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,yes,Mild,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Low,,yes,Transp.,Normal
High,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,Low,Rt_to_Lt,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,yes,Normal,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
High,Grd_Glass,no,High,,yes,Complete,Congested
Normal,Normal,yes,Normal,,yes,Mild,Normal
High,Plethoric,no,Low,,no,,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Asy/Patch,yes,Normal,,no,,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Normal,no,High,Lt_to_Rt,yes,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,no,High,,yes,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Grd_Glass,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,no,Normal,,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Low,,no,Transp.,Normal
High,Plethoric,yes,Normal,,yes,Transp.,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,,no,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,,no,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,,no,Mild,Congested
Low,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Transp.,Normal
Normal,Plethoric,yes,High,,yes,Transp.,Abnormal
High,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Low,Rt_to_Lt,no,,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
High,Plethoric,yes,Normal,,yes,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
High,Normal,no,Low,,no,Transp.,Normal
Normal,Asy/Patch,no,Normal,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,High,,no,Transp.,Abnormal
Normal,Normal,no,Low,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Mild,Congested
Normal,Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Normal,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Asy/Patch,yes,High,,yes,,Abnormal
Normal,Normal,yes,Normal,Lt_to_Rt,yes,,Normal
High,Oligaemic,yes,Normal,,yes,Mild,Normal
Normal,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Normal,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,High,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,yes,Complete,Normal
High,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,Low,,yes,Complete,Abnormal
Normal,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Normal,no,Low,Rt_to_Lt,no,Transp.,Normal
High,Plethoric,yes,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,no,Normal,,no,Complete,Normal
High,Grd_Glass,no,High,,yes,Complete,Abnormal
Normal,Asy/Patch,yes,High,,yes,Mild,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,yes,Mild,Abnormal
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Oligaemic,yes,Normal,,yes,Transp.,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Low,,no,Mild,Normal
High,Plethoric,no,Normal,,no,Complete,Congested
Low,Oligaemic,no,Normal,,yes,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Mild,Normal
Normal,Normal,no,Normal,,no,Complete,Congested
High,Plethoric,no,High,,no,Transp.,Abnormal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Mild,Normal
Low,Asy/Patch,yes,Normal,,no,Complete,Abnormal
Low,Normal,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Rt_to_Lt,yes,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,yes,Complete,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,,no,Complete,Abnormal
Normal,Plethoric,yes,High,,yes,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Mild,Normal
Normal,Asy/Patch,yes,High,,yes,Mild,Abnormal
Normal,Normal,yes,Normal,Rt_to_Lt,yes,,Normal
High,Plethoric,yes,Normal,,yes,Mild,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,yes,Normal,,yes,Complete,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,High,,yes,,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Low,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,High,,no,Complete,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,yes,Normal,,yes,Transp.,Congested
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Normal,no,High,,yes,Transp.,Normal
Normal,Asy/Patch,no,Normal,,no,Transp.,Abnormal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Normal,,no,Mild,Congested
High,Grd_Glass,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,no,High,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,Normal,,no,,Abnormal
High,Grd_Glass,no,High,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,High,,no,Complete,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,no,Transp.,Congested
Low,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,yes,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,,Normal
Low,Oligaemic,no,High,Rt_to_Lt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,,no,Mild,Congested
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Mild,Normal
High,Asy/Patch,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,High,Rt_to_Lt,no,Mild,Normal
High,Asy/Patch,no,High,,yes,Complete,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Mild,Normal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,yes,Complete,Congested
High,Oligaemic,no,High,Rt_to_Lt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,Transp.,Abnormal
Low,Asy/Patch,no,High,,yes,Complete,Abnormal
Normal,Asy/Patch,yes,High,,no,Complete,Abnormal
Low,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
High,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,yes,Transp.,Normal
High,Normal,no,Normal,,yes,Transp.,Normal
Normal,Normal,yes,Low,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,yes,Complete,Abnormal
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,High,,no,Complete,Normal
Low,Asy/Patch,yes,High,,no,Mild,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,Normal,,no,Transp.,Normal
Low,Grd_Glass,no,Normal,,yes,Transp.,Congested
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,,yes,Complete,Normal
High,Grd_Glass,yes,Normal,,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Low,,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Congested
High,Asy/Patch,yes,Normal,,no,Mild,Abnormal
High,Oligaemic,yes,High,,no,Mild,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,High,Rt_to_Lt,no,Mild,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,,Normal
Normal,Normal,no,Low,,no,Transp.,Normal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Low,,no,Transp.,Normal
Normal,Normal,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,High,Lt_to_Rt,yes,Complete,Congested
High,Normal,no,Normal,,no,Transp.,Congested
High,Plethoric,no,Normal,,no,Mild,Congested
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Normal,Rt_to_Lt,yes,Mild,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,,no,,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,yes,Transp.,Normal
Normal,Plethoric,yes,Low,Rt_to_Lt,yes,Mild,Abnormal
Normal,Normal,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Normal,Normal,no,High,,yes,Complete,Normal
High,Grd_Glass,no,Low,,no,Transp.,Congested
High,Plethoric,no,High,Rt_to_Lt,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,yes,Mild,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,,no,,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Normal,no,Normal,,no,Mild,Normal
