ANAPHYLAXIS,PULMEMBOLUS,INTUBATION,EXPCO2,PVSAT,PAP,MINVOL,PCWP,VENTALV,SHUNT,TPR,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,BP,ERRLOWOUTPUT
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,ZERO,LOW,NORMAL,ZERO,LOW,ZERO,HIGH,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,HIGH,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,LOW,HIGH,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,ONESIDED,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,HIGH,LOW,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,True
False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,True
False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,NORMAL,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,HIGH,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,NORMAL,False
False,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,NORMAL,False
False,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,ONESIDED,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,LOW,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,HIGH,ZERO,LOW,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,HIGH,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,True
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,HIGH,LOW,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL,LOW,HIGH,LOW,False
False,False,NORMAL,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,False
False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,HIGH,NORMAL,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,LOW,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,NORMAL,False
False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,HIGH,LOW,False
True,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,LOW,NORMAL,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,False
False,False,NORMAL,HIGH,LOW,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,False
False,False,ONESIDED,LOW,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,LOW,False
False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,LOW,False
