VENTMACH,VENTTUBE,INSUFFANESTH,EXPCO2,PVSAT,CO,MINVOL,PCWP,VENTALV,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,DISCONNECT,MINVOLSET
ZERO,ZERO,True,HIGH,LOW,LOW,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
ZERO,ZERO,False,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,LOW,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,True,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
HIGH,HIGH,True,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,False,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,True,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,LOW,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW
LOW,ZERO,True,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,NORMAL,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL
LOW,ZERO,True,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,HIGH,HIGH,ZERO,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,NORMAL,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
LOW,LOW,False,HIGH,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,HIGH,False,HIGH
NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,ZERO,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,False,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,HIGH,HIGH,ZERO,NORMAL,HIGH,ZERO,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,ZERO,False,ZERO,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,True,LOW,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,NORMAL,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,True,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,NORMAL,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,LOW,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,LOW,ZERO,LOW,HIGH,LOW,HIGH,HIGH,True,LOW
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,True,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,True,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
NORMAL,ZERO,False,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,LOW
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,True,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,NORMAL,ZERO,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,False,HIGH,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,HIGH,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,True,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,False,NORMAL
NORMAL,ZERO,False,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
