PULMEMBOLUS,ERRCAUTER,INTUBATION,EXPCO2,PVSAT,PAP,CO,MINVOL,HRSAT,HREKG,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR,SAO2,PRESS,CATECHOL,DISCONNECT
False,False,NORMAL,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,ZERO,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,LOW,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,True,NORMAL,LOW,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,ONESIDED,NORMAL,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,HIGH,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,True,NORMAL,HIGH,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ONESIDED,LOW,LOW,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,True,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,True
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,True,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,LOW,NORMAL,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,ONESIDED,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,LOW,NORMAL,False
False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,LOW,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,LOW,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False
False,True,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,ONESIDED,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,ZERO,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,ZERO,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False
False,False,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,HIGH,False
False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
