PULMEMBOLUS,INTUBATION,PAP,SHUNT,FIO2,CATECHOL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,ONESIDED,LOW,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
True,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,ESOPHAGEAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
True,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
True,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,ESOPHAGEAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,LOW,NORMAL,NORMAL,HIGH
True,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ESOPHAGEAL,LOW,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,ONESIDED,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
