Age,HypoxiaInO2,LungFlow,Disease,XrayReport,CO2Report,ChestXray,Grunting,CO2,DuctFlow,GruntingReport,HypDistrib,LVH,LVHreport,CardiacMixing,LungParench
0-3_days,Severe,High,TGA,Oligaemic,>=7.5,Oligaemic,yes,High,,no,Equal,no,no,Transp.,Abnormal
0-3_days,Moderate,High,TAPVD,Grd_Glass,<7.5,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Congested
0-3_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,High,TGA,Plethoric,<7.5,Plethoric,no,Low,,no,Equal,no,no,Complete,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Low,,yes,Equal,no,no,Transp.,Normal
11-30_days,Mild,Low,Fallot,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
0-3_days,Severe,Low,TGA,Asy/Patchy,<7.5,Oligaemic,no,Low,,no,Equal,no,no,Transp.,Normal
0-3_days,Moderate,High,TAPVD,Grd_Glass,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,no,Unequal,no,no,Complete,Congested
0-3_days,Moderate,Low,PAIVS,Normal,>=7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Normal,>=7.5,Normal,no,High,Rt_to_Lt,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,High,TGA,Plethoric,<7.5,Plethoric,no,High,,no,Equal,no,no,Mild,Normal
0-3_days,Mild,Normal,Lung,Grd_Glass,>=7.5,Grd_Glass,no,High,,no,Equal,no,no,,Congested
0-3_days,Severe,Low,PAIVS,Asy/Patchy,>=7.5,Asy/Patch,yes,High,Lt_to_Rt,yes,Equal,yes,yes,Complete,Abnormal
0-3_days,Severe,High,TGA,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,yes,Transp.,Abnormal
0-3_days,Mild,Normal,Lung,Plethoric,<7.5,Asy/Patch,yes,Normal,,yes,Equal,no,no,,Abnormal
0-3_days,Mild,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,High,TGA,Plethoric,>=7.5,Plethoric,no,Normal,,yes,Equal,no,no,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,>=7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Unequal,no,no,Complete,Normal
0-3_days,Moderate,Normal,PAIVS,Plethoric,<7.5,Normal,no,Low,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
4-10_days,Mild,Low,Fallot,Asy/Patchy,>=7.5,Asy/Patch,yes,High,Lt_to_Rt,no,Equal,no,no,Complete,Abnormal
0-3_days,Mild,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Low,Lt_to_Rt,no,Equal,yes,yes,,Normal
4-10_days,Mild,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,yes,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,no,no,Complete,Normal
4-10_days,Moderate,High,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Complete,Normal
4-10_days,Severe,High,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Severe,Normal,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
4-10_days,Severe,High,TGA,Plethoric,>=7.5,Grd_Glass,yes,Normal,Rt_to_Lt,no,Equal,no,no,Transp.,Abnormal
0-3_days,Moderate,Normal,Lung,Grd_Glass,>=7.5,Grd_Glass,no,High,Rt_to_Lt,no,Equal,no,no,Complete,Congested
4-10_days,Moderate,Normal,TGA,Grd_Glass,>=7.5,Asy/Patch,no,High,Rt_to_Lt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,Normal,,no,Equal,yes,yes,Transp.,Normal
11-30_days,Moderate,Normal,Fallot,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Normal
11-30_days,Moderate,Low,Fallot,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Oligaemic,>=7.5,Oligaemic,yes,High,,yes,Equal,no,no,Transp.,Abnormal
0-3_days,Severe,Normal,TGA,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,no,Transp.,Normal
0-3_days,Severe,Low,PAIVS,Grd_Glass,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Congested
0-3_days,Moderate,Low,PAIVS,Oligaemic,>=7.5,Oligaemic,no,High,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,Normal,,yes,Equal,yes,yes,Transp.,Normal
4-10_days,Moderate,High,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Abnormal
0-3_days,Mild,High,Lung,Asy/Patchy,<7.5,Grd_Glass,yes,Normal,,no,Unequal,no,no,,Abnormal
11-30_days,Moderate,Normal,Fallot,Asy/Patchy,<7.5,Plethoric,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
4-10_days,Severe,Normal,TGA,Plethoric,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
4-10_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,yes,Equal,no,yes,Complete,Normal
0-3_days,Moderate,Low,Fallot,Plethoric,>=7.5,Oligaemic,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,TGA,Normal,>=7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Normal
0-3_days,Severe,Normal,TGA,Plethoric,<7.5,Plethoric,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Transp.,Congested
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,yes,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,PAIVS,Plethoric,>=7.5,Plethoric,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
11-30_days,Mild,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,yes,High,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Severe,Low,PAIVS,Oligaemic,>=7.5,Oligaemic,no,Low,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,no,no,Complete,Normal
11-30_days,Moderate,Low,Fallot,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Mild,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Normal,<7.5,Normal,yes,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Normal,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Complete,Normal
0-3_days,Severe,Low,PAIVS,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,High,TGA,Grd_Glass,<7.5,Plethoric,no,Low,,no,Equal,no,no,Mild,Normal
0-3_days,Moderate,High,PAIVS,Asy/Patchy,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,no,Unequal,yes,yes,Complete,Congested
0-3_days,Severe,Low,Fallot,Oligaemic,>=7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,yes,Complete,Normal
0-3_days,Moderate,Low,Fallot,Grd_Glass,>=7.5,Grd_Glass,yes,High,Lt_to_Rt,yes,Equal,no,no,Complete,Congested
4-10_days,Moderate,Normal,Fallot,Normal,>=7.5,Normal,no,High,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,yes,no,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Asy/Patchy,<7.5,Asy/Patch,yes,Normal,,yes,Equal,no,no,Transp.,Abnormal
0-3_days,Severe,High,TGA,Grd_Glass,<7.5,Plethoric,no,Normal,Lt_to_Rt,yes,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Low,PFC,Grd_Glass,<7.5,Normal,no,Normal,Rt_to_Lt,no,Equal,no,no,Mild,Normal
11-30_days,Severe,High,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
4-10_days,Moderate,Low,Fallot,Asy/Patchy,>=7.5,Asy/Patch,yes,High,Lt_to_Rt,yes,Equal,yes,yes,Complete,Abnormal
0-3_days,Mild,Normal,TAPVD,Asy/Patchy,>=7.5,Asy/Patch,yes,High,,yes,Equal,no,no,Complete,Abnormal
0-3_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Grd_Glass,>=7.5,Grd_Glass,yes,High,Lt_to_Rt,yes,Equal,no,no,Transp.,Abnormal
0-3_days,Severe,Low,PAIVS,Grd_Glass,<7.5,Asy/Patch,no,Low,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
0-3_days,Moderate,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,yes,yes,Mild,Normal
11-30_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Oligaemic,no,Low,,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TAPVD,Plethoric,<7.5,Plethoric,no,Low,Lt_to_Rt,no,Equal,no,no,Complete,Congested
0-3_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Asy/Patchy,<7.5,Oligaemic,no,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Normal
11-30_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,no,no,Mild,Normal
0-3_days,Severe,Normal,PAIVS,Grd_Glass,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,no,Unequal,yes,yes,Complete,Normal
4-10_days,Moderate,Low,Fallot,Asy/Patchy,>=7.5,Asy/Patch,no,Low,Lt_to_Rt,no,Equal,no,no,Mild,Normal
4-10_days,Mild,High,Fallot,Grd_Glass,>=7.5,Grd_Glass,yes,High,Lt_to_Rt,yes,Equal,no,no,Mild,Abnormal
0-3_days,Moderate,Low,Fallot,Oligaemic,>=7.5,Oligaemic,yes,High,,yes,Equal,no,no,Complete,Abnormal
0-3_days,Moderate,Normal,Lung,Normal,>=7.5,Grd_Glass,no,Normal,Rt_to_Lt,no,Equal,no,no,Mild,Congested
0-3_days,Moderate,Low,PAIVS,Plethoric,>=7.5,Plethoric,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
11-30_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,High,TAPVD,Normal,>=7.5,Normal,yes,High,,yes,Equal,no,no,Mild,Abnormal
11-30_days,Moderate,Low,Fallot,Oligaemic,>=7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Normal,TGA,Normal,>=7.5,Normal,no,Normal,,yes,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Oligaemic,>=7.5,Oligaemic,yes,High,,yes,Unequal,no,no,Transp.,Abnormal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,PFC,Plethoric,<7.5,Plethoric,yes,Normal,,yes,Equal,no,no,Mild,Abnormal
0-3_days,Severe,Normal,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
11-30_days,Moderate,High,TGA,Plethoric,>=7.5,Plethoric,no,High,,no,Unequal,no,no,Transp.,Normal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,Normal,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Oligaemic,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
4-10_days,Severe,Low,PAIVS,Asy/Patchy,>=7.5,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Equal,yes,yes,Complete,Abnormal
0-3_days,Severe,Low,TGA,Plethoric,>=7.5,Plethoric,yes,High,,no,Equal,no,no,Transp.,Abnormal
11-30_days,Moderate,Low,Fallot,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Congested
0-3_days,Moderate,Low,PAIVS,Grd_Glass,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,High,TAPVD,Plethoric,>=7.5,Grd_Glass,yes,High,Rt_to_Lt,no,Equal,no,no,Complete,Congested
4-10_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
11-30_days,Moderate,Low,Fallot,Grd_Glass,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Congested
4-10_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
11-30_days,Severe,Low,Fallot,Oligaemic,>=7.5,Oligaemic,no,High,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
4-10_days,Moderate,High,TAPVD,Grd_Glass,<7.5,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Congested
0-3_days,Moderate,Normal,TAPVD,Normal,<7.5,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
0-3_days,Severe,High,TGA,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Normal,<7.5,Normal,yes,Normal,Rt_to_Lt,yes,Equal,no,no,Transp.,Normal
11-30_days,Moderate,Low,Fallot,Normal,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Mild,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,yes,Equal,no,yes,Complete,Normal
0-3_days,Moderate,High,TGA,Plethoric,<7.5,Plethoric,no,Low,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,TAPVD,Asy/Patchy,<7.5,Grd_Glass,yes,Normal,Rt_to_Lt,yes,Equal,no,no,Complete,Congested
0-3_days,Severe,Low,PAIVS,Asy/Patchy,>=7.5,Asy/Patch,no,High,Lt_to_Rt,yes,Equal,yes,yes,Complete,Abnormal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,yes,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Normal,PAIVS,Asy/Patchy,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
4-10_days,Moderate,Low,PAIVS,Plethoric,<7.5,Asy/Patch,yes,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
0-3_days,Moderate,High,TGA,Plethoric,<7.5,Plethoric,no,Low,,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,Lt_to_Rt,no,Equal,no,yes,,Normal
0-3_days,Severe,High,TGA,Normal,<7.5,Normal,no,Low,,no,Equal,yes,yes,Transp.,Normal
11-30_days,Moderate,High,TGA,Normal,<7.5,Normal,no,Normal,Rt_to_Lt,no,Unequal,no,no,Mild,Normal
0-3_days,Moderate,High,TGA,Asy/Patchy,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Congested
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
11-30_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Low,,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,Low,PFC,Normal,<7.5,Oligaemic,no,Normal,Rt_to_Lt,no,Unequal,no,no,,Normal
0-3_days,Severe,Low,Fallot,Asy/Patchy,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,no,Equal,no,yes,Mild,Normal
0-3_days,Moderate,Low,PAIVS,Plethoric,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,yes,yes,Complete,Abnormal
11-30_days,Moderate,Normal,Fallot,Normal,<7.5,Normal,no,Normal,,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Grd_Glass,<7.5,Grd_Glass,yes,Normal,,yes,Equal,no,no,Transp.,Abnormal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Unequal,no,no,Complete,Normal
11-30_days,Mild,Low,Fallot,Asy/Patchy,>=7.5,Asy/Patch,no,High,Lt_to_Rt,no,Equal,no,no,Mild,Abnormal
11-30_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Low,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Oligaemic,>=7.5,Oligaemic,yes,High,Lt_to_Rt,yes,Equal,yes,no,Complete,Normal
4-10_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Unequal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Mild,Normal,Lung,Asy/Patchy,>=7.5,Asy/Patch,yes,High,,yes,Equal,no,no,,Abnormal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Low,,no,Equal,no,no,Transp.,Normal
11-30_days,Moderate,High,Fallot,Grd_Glass,>=7.5,Grd_Glass,yes,High,Lt_to_Rt,yes,Equal,no,no,Mild,Abnormal
11-30_days,Mild,Low,Fallot,Asy/Patchy,>=7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
0-3_days,Mild,Normal,Lung,Asy/Patchy,<7.5,Asy/Patch,yes,Normal,,yes,Equal,no,yes,,Abnormal
0-3_days,Severe,Normal,PFC,Grd_Glass,<7.5,Grd_Glass,yes,Low,Lt_to_Rt,yes,Equal,no,no,Mild,Abnormal
0-3_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Plethoric,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
4-10_days,Moderate,Low,PAIVS,Asy/Patchy,<7.5,Asy/Patch,no,High,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
0-3_days,Moderate,Low,PAIVS,Asy/Patchy,>=7.5,Asy/Patch,no,High,Lt_to_Rt,no,Equal,yes,yes,Complete,Abnormal
0-3_days,Severe,Low,PAIVS,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,High,TGA,Asy/Patchy,<7.5,Asy/Patch,yes,Normal,,yes,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Low,PAIVS,Asy/Patchy,>=7.5,Grd_Glass,no,High,Lt_to_Rt,no,Equal,yes,yes,Complete,Congested
4-10_days,Moderate,Low,Fallot,Normal,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,Low,TGA,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Severe,High,TGA,Normal,<7.5,Plethoric,no,Low,,no,Equal,no,no,Transp.,Normal
4-10_days,Moderate,Normal,Fallot,Oligaemic,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Moderate,Low,PFC,Normal,<7.5,Oligaemic,yes,Normal,Rt_to_Lt,yes,Equal,no,no,Mild,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,High,Lt_to_Rt,no,Equal,no,yes,Complete,Normal
0-3_days,Mild,Normal,PFC,Normal,<7.5,Normal,no,Normal,Rt_to_Lt,no,Unequal,no,no,,Normal
0-3_days,Moderate,Low,TGA,Oligaemic,<7.5,Oligaemic,no,High,Rt_to_Lt,no,Equal,no,no,Mild,Normal
0-3_days,Severe,Normal,TGA,Oligaemic,<7.5,Normal,no,Normal,Rt_to_Lt,no,Equal,no,no,Transp.,Normal
4-10_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,High,,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TAPVD,Plethoric,<7.5,Asy/Patch,no,Normal,,no,Equal,no,no,Complete,Congested
0-3_days,Mild,Low,PFC,Grd_Glass,<7.5,Grd_Glass,no,Normal,Rt_to_Lt,yes,Equal,no,no,Mild,Congested
0-3_days,Moderate,Low,PAIVS,Plethoric,<7.5,Plethoric,no,Low,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,Low,PAIVS,Normal,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Severe,Normal,Lung,Plethoric,<7.5,Asy/Patch,no,Normal,,no,Equal,no,no,Mild,Abnormal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Plethoric,no,High,,yes,Equal,yes,yes,Transp.,Normal
4-10_days,Moderate,Low,Fallot,Oligaemic,<7.5,Oligaemic,yes,Normal,Lt_to_Rt,yes,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Oligaemic,<7.5,Oligaemic,no,Normal,,no,Equal,no,no,Transp.,Normal
0-3_days,Moderate,Normal,TAPVD,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Rt_to_Lt,no,Equal,no,no,Complete,Congested
0-3_days,Mild,Low,Lung,Grd_Glass,>=7.5,Asy/Patch,yes,High,,yes,Equal,no,no,,Abnormal
0-3_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
11-30_days,Moderate,Low,Fallot,Oligaemic,<7.5,Normal,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,Low,Fallot,Grd_Glass,>=7.5,Grd_Glass,yes,High,Lt_to_Rt,yes,Equal,no,no,Complete,Abnormal
11-30_days,Moderate,Low,Fallot,Asy/Patchy,<7.5,Asy/Patch,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Abnormal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,yes,Normal,,yes,Unequal,no,no,Transp.,Normal
0-3_days,Severe,High,TGA,Normal,>=7.5,Normal,no,High,,no,Equal,no,no,Transp.,Abnormal
4-10_days,Moderate,Low,PAIVS,Oligaemic,<7.5,Oligaemic,yes,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Moderate,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,no,Complete,Normal
11-30_days,Moderate,Normal,Fallot,Plethoric,<7.5,Plethoric,yes,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,>=7.5,Grd_Glass,no,High,,no,Equal,no,no,Transp.,Abnormal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,Rt_to_Lt,no,Equal,yes,yes,Transp.,Normal
0-3_days,Mild,Low,PAIVS,Oligaemic,>=7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
4-10_days,Severe,High,TGA,Asy/Patchy,>=7.5,Grd_Glass,no,High,,no,Equal,no,yes,Complete,Abnormal
0-3_days,Severe,Low,TAPVD,Asy/Patchy,<7.5,Grd_Glass,no,Normal,Lt_to_Rt,no,Equal,no,no,Complete,Congested
0-3_days,Mild,Low,PFC,Normal,<7.5,Normal,no,Normal,Rt_to_Lt,no,Unequal,yes,yes,,Normal
0-3_days,Severe,Low,Fallot,Oligaemic,<7.5,Oligaemic,no,Normal,Lt_to_Rt,no,Equal,yes,yes,Complete,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,no,Equal,no,yes,Transp.,Normal
0-3_days,Severe,High,TGA,Plethoric,<7.5,Plethoric,no,Normal,,yes,Equal,no,no,Transp.,Normal
