Facility Type,Risk,City,State,Inspection Type,Results
Grocery Store,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
LIVE POULTRY,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Catering,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Bakery,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass w/ Conditions
Catering,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Bakery,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass w/ Conditions
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,License,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,License,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
CHARTER SCHOOL,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
CHARTER,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,License,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Hospital,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
NURSING HOME,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare (Under 2 Years),Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass w/ Conditions
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Recent Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Night,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
DAYCARE,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Fail
1023-CHILDREN'S SERVICES FACILITY,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License Re-Inspection,No Entry
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass w/ Conditions
CHILDRENS SERVICES FACILITY,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (Under 2 Years),Risk 1 (High),CHICAGO,IL,License,Fail
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (Under 2 Years),Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass w/ Conditions
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
Daycare Combo 1586,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License Re-Inspection,Pass
1023 CHILDERN'S SERVICES FACILITY,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,License,Pass
Children's Services Facility,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare (2 - 6 Years),Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,No Entry
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Daycare Above and Under 2 Years,Risk 1 (High),CHICAGO,IL,License,Pass
