temp_4,temp_3,lai_1
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,5_5___6_5
____17_0_C,13_0___14_9_C,2_5___3_5
13_0___14_9_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,0_5___1_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,____17_0_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,2_5___3_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
____17_0_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,13_0___14_9_C,___6_5
____17_0_C,13_0___14_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
____17_0_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,0_5___1_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,____17_0_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,____17_0_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,2_5___3_5
15_0___16_9_C,____17_0_C,2_5___3_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,0_0___0_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,____17_0_C,1_5___2_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,0_0___0_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,0_0___0_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,0_0___0_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,13_0___14_9_C,0_0___0_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,0_5___1_5
____17_0_C,____17_0_C,___6_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,0_5___1_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,0_0___0_5
15_0___16_9_C,____17_0_C,1_5___2_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,3_5___4_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,0_5___1_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,____17_0_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,1_5___2_5
13_0___14_9_C,____17_0_C,0_0___0_5
15_0___16_9_C,____17_0_C,5_5___6_5
____17_0_C,13_0___14_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,2_5___3_5
15_0___16_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,____17_0_C,0_0___0_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,____17_0_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,15_0___16_9_C,5_5___6_5
____17_0_C,____17_0_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,13_0___14_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,0_0___0_5
15_0___16_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,0_0___0_5
15_0___16_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,___6_5
13_0___14_9_C,____17_0_C,4_5___5_5
____17_0_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,4_5___5_5
____17_0_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,____17_0_C,___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,0_5___1_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,4_5___5_5
____17_0_C,____17_0_C,___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,1_5___2_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
____17_0_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,1_5___2_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,____17_0_C,2_5___3_5
____17_0_C,____17_0_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
13_0___14_9_C,____17_0_C,5_5___6_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
____17_0_C,____17_0_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,___6_5
13_0___14_9_C,____17_0_C,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,____17_0_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
____17_0_C,____17_0_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,___6_5
13_0___14_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
____17_0_C,13_0___14_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,____17_0_C,0_0___0_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,0_0___0_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
13_0___14_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,____17_0_C,___6_5
15_0___16_9_C,13_0___14_9_C,1_5___2_5
____17_0_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,____17_0_C,4_5___5_5
13_0___14_9_C,____17_0_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,1_5___2_5
15_0___16_9_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,1_5___2_5
____17_0_C,13_0___14_9_C,1_5___2_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,1_5___2_5
____17_0_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,____17_0_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,0_0___0_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5
____17_0_C,15_0___16_9_C,___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,0_5___1_5
____17_0_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5
15_0___16_9_C,15_0___16_9_C,0_5___1_5
13_0___14_9_C,____17_0_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
15_0___16_9_C,____17_0_C,___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5
13_0___14_9_C,15_0___16_9_C,___6_5
13_0___14_9_C,15_0___16_9_C,0_5___1_5
15_0___16_9_C,15_0___16_9_C,0_0___0_5
____17_0_C,13_0___14_9_C,3_5___4_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
____17_0_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,____17_0_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5
13_0___14_9_C,____17_0_C,0_0___0_5
13_0___14_9_C,15_0___16_9_C,2_5___3_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5
____17_0_C,____17_0_C,3_5___4_5
____17_0_C,13_0___14_9_C,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5
