HRBP,VENTMACH,VENTTUBE,ANAPHYLAXIS,PULMEMBOLUS,ERRCAUTER,INSUFFANESTH,LVFAILURE,LVEDVOLUME,INTUBATION,EXPCO2,PVSAT,PAP,CO,MINVOL,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,SHUNT,TPR,VENTLUNG,ARTCO2,HR,FIO2,CVP
NORMAL,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,True,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,NORMAL,False,False,False,True,False,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,False,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,NORMAL,LOW,NORMAL
LOW,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,NORMAL,LOW,False,False,False,False,False,HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,NORMAL,False,False,False,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,LOW,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,ESOPHAGEAL,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,True,LOW,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,LOW,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,HIGH,False,False,False,False,True,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,LOW,LOW,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,LOW,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,ZERO,False,False,False,True,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,True,False,False,False,NORMAL,NORMAL,ZERO,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,ZERO,False,False,False,False,False,LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,LOW,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,True,False,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,ESOPHAGEAL,NORMAL,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
LOW,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,LOW,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH
LOW,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,LOW
HIGH,NORMAL,ZERO,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,ESOPHAGEAL,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,HIGH,False,False,False,True,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW
LOW,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,NORMAL,ZERO,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,True,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,HIGH,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,False,LOW,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,True,False,False,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,False,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,False,False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
