VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,ZERO,True,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,ZERO,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH
NORMAL,ZERO,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,LOW
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,ONESIDED,NORMAL,LOW,NORMAL,ZERO,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,NORMAL,False,False,NORMAL,ZERO,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,LOW
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,HIGH,LOW,LOW,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,True,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,LOW,LOW,HIGH,LOW,HIGH,LOW
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH
LOW,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,HIGH,False,False,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,HIGH,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,True,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,ESOPHAGEAL,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,HIGH,LOW,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,ONESIDED,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,False,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,HIGH,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,ZERO,True,False,ONESIDED,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,ZERO,False,False,NORMAL,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
