HRBP,VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,INTUBATION,EXPCO2,PVSAT,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,True,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,LOW
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL,ZERO,LOW,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL,HIGH,HIGH,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,ZERO,LOW,LOW,LOW,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,ZERO,False,False,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,HIGH,HIGH,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,ZERO,NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,HIGH,True,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,HIGH,HIGH,False,False,ESOPHAGEAL,NORMAL,HIGH,LOW,LOW,LOW,False,HIGH,NORMAL,NORMAL,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,NORMAL,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,HIGH,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH,LOW,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH,LOW,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,True,False,ONESIDED,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,NORMAL,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,LOW,LOW,LOW,LOW,False,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,True,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,True,ZERO,NORMAL,ZERO,HIGH,LOW
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,LOW,LOW,False,LOW,HIGH,LOW,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,ZERO,True,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,HIGH,False,True,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,True,False,ESOPHAGEAL,NORMAL,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,LOW,HIGH,NORMAL
NORMAL,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,LOW,ZERO,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL,ZERO,LOW,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL,ZERO,LOW,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,True,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,False,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,LOW,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,True,False,ONESIDED,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,LOW,HIGH,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,NORMAL,LOW,LOW,LOW,False,LOW,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH,LOW,LOW,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
