ERRCAUTER,LVEDVOLUME,HRSAT,HREKG,PCWP,KINKEDTUBE,FIO2,CVP
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,True,NORMAL,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,HIGH
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,HIGH,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,HIGH,LOW,LOW,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,True,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,LOW
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
True,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,LOW,LOW
True,HIGH,NORMAL,NORMAL,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,LOW
True,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
