A,B,E,F,G,H,I,K,N,P,Q,S,U,V,W,X,Y
MS,F,LE3,A,1,4,at_home,course,2,no,no,no,yes,no,yes,4,3
MS,M,LE3,T,1,1,at_home,other,2,no,no,yes,no,no,no,4,4
MS,F,GT3,T,3,3,services,other,2,no,yes,no,yes,yes,yes,4,3
MS,F,LE3,T,4,4,at_home,course,2,no,yes,yes,yes,yes,yes,2,3
MS,F,GT3,T,1,2,other,course,2,no,no,no,yes,no,no,3,2
MS,M,GT3,T,1,3,at_home,course,2,no,yes,no,yes,no,no,3,3
MS,M,LE3,T,4,4,teacher,other,3,no,no,no,yes,yes,yes,4,2
MS,F,GT3,T,1,1,other,reputation,1,no,yes,no,yes,yes,yes,5,2
MS,F,GT3,T,2,3,at_home,course,1,no,yes,no,yes,yes,yes,5,2
MS,F,GT3,T,4,4,other,other,2,no,yes,no,yes,yes,yes,3,2
MS,F,LE3,T,3,2,services,home,2,no,no,yes,yes,no,yes,3,2
MS,M,LE3,T,1,2,at_home,other,1,no,yes,yes,no,yes,yes,4,3
MS,F,GT3,T,2,2,other,home,3,no,no,yes,yes,no,yes,3,4
MS,F,GT3,T,1,2,other,course,1,no,no,yes,yes,yes,no,3,5
MS,F,LE3,T,4,4,other,reputation,3,no,no,no,yes,yes,no,5,4
MS,F,GT3,T,1,1,other,home,3,no,no,no,yes,yes,no,4,3
MS,F,GT3,T,4,2,health,course,3,no,yes,no,yes,yes,yes,5,4
MS,F,LE3,T,4,4,teacher,course,2,no,no,yes,yes,yes,no,5,4
MS,F,GT3,T,3,3,other,home,2,no,no,no,yes,yes,yes,4,1
MS,F,GT3,T,3,1,at_home,reputation,2,no,yes,yes,yes,yes,no,4,5
MS,M,GT3,T,4,4,teacher,home,2,no,no,yes,yes,yes,no,3,2
MS,M,GT3,T,2,1,other,other,1,no,no,yes,yes,yes,yes,4,4
MS,M,GT3,T,2,3,other,home,2,no,no,yes,yes,yes,no,4,4
MS,M,GT3,T,1,1,other,other,1,no,no,no,yes,no,no,4,3
MS,M,GT3,T,4,2,other,home,1,no,no,no,yes,no,no,5,4
MS,F,GT3,T,2,2,at_home,other,3,no,no,no,yes,no,no,5,3
MS,F,GT3,T,4,4,teacher,reputation,1,no,yes,yes,yes,yes,yes,4,4
MS,F,GT3,T,2,3,services,course,3,no,no,yes,yes,yes,no,5,4
MS,F,LE3,T,3,1,teacher,course,2,no,yes,no,yes,yes,no,4,3
MS,F,GT3,T,1,1,other,course,2,no,no,yes,yes,no,no,1,1
MS,M,LE3,A,2,2,services,course,2,no,yes,no,yes,no,no,5,5
MS,M,LE3,T,3,1,services,course,1,no,no,no,yes,yes,no,2,4
MS,M,GT3,T,1,1,other,course,1,no,no,no,yes,no,no,5,5
MS,M,LE3,T,3,2,services,course,1,no,no,no,yes,yes,no,4,4
MS,M,LE3,T,1,1,other,course,1,no,no,no,yes,yes,no,3,2
