I,K,O
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,114,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,2829,<=50K
White,15024,>50K
White,6849,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,15024,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2176,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,594,<=50K
White,9386,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,8614,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,2580,<=50K
Black,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,13550,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,2036,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,7298,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,3418,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Other,594,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Black,10520,>50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,7298,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3325,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,7688,>50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
Black,1506,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,2009,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,594,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,2964,<=50K
White,0,<=50K
White,0,>50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,>50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,99999,>50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,8614,>50K
White,99999,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,27828,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,8614,>50K
White,0,>50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,4386,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2964,<=50K
White,0,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,2907,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2463,<=50K
White,0,<=50K
White,1831,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3325,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5013,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,99999,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,7298,>50K
Black,15024,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,6849,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,15020,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,15024,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,6497,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,99999,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,14084,>50K
White,0,<=50K
White,2346,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,3137,<=50K
White,0,<=50K
Black,5455,<=50K
Asian-Pac-Islander,0,<=50K
Black,594,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5013,<=50K
White,0,<=50K
White,9386,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,7298,>50K
White,0,<=50K
White,6418,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,10605,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
Black,2580,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,99999,>50K
Black,0,<=50K
White,25236,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2597,<=50K
White,7688,>50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,7688,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,8614,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,3325,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,3464,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,14344,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,>50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,4934,>50K
White,13550,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,5178,>50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,5178,>50K
Black,2174,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,10520,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,4064,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,4650,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,>50K
White,7298,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2635,<=50K
White,0,<=50K
White,0,<=50K
White,914,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,0,<=50K
Other,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,3464,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,3942,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,20051,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2597,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,3103,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,991,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,3325,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3887,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,14344,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,991,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,7298,>50K
White,0,<=50K
White,6418,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,7688,>50K
White,1471,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,2597,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,2354,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Asian-Pac-Islander,0,<=50K
White,1055,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
White,2907,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,3137,<=50K
White,5013,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,3781,<=50K
White,0,>50K
White,0,<=50K
White,5178,>50K
