I,N
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Hong
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,Portugal
Black,United-States
White,United-States
White,United-States
Other,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
Black,Jamaica
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
Asian-Pac-Islander,noValueSetHere123156456
White,noValueSetHere123156456
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
Black,United-States
White,United-States
Black,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
Black,United-States
Black,United-States
White,United-States
White,Portugal
White,United-States
White,United-States
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,Mexico
White,United-States
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
Black,United-States
Black,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Other,India
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
Black,United-States
White,United-States
White,Puerto-Rico
White,United-States
Black,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Laos
White,El-Salvador
Amer-Indian-Eskimo,United-States
White,United-States
White,Canada
White,United-States
White,Cuba
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Puerto-Rico
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Dominican-Republic
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
White,United-States
Asian-Pac-Islander,India
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Portugal
White,United-States
White,El-Salvador
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,Nicaragua
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,Mexico
Black,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
White,Columbia
White,United-States
White,noValueSetHere123156456
White,El-Salvador
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,Yugoslavia
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Outlying-US(Guam-USVI-etc)
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Taiwan
White,United-States
White,United-States
White,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
Black,United-States
White,Canada
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Outlying-US(Guam-USVI-etc)
White,United-States
White,United-States
White,United-States
Black,Haiti
White,United-States
Asian-Pac-Islander,United-States
White,Canada
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
Black,noValueSetHere123156456
White,Columbia
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
Other,Mexico
White,United-States
White,United-States
White,Poland
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Other,United-States
White,United-States
White,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,Greece
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,Ireland
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Dominican-Republic
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,Germany
Black,United-States
White,United-States
White,United-States
White,United-States
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Ecuador
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,Vietnam
Asian-Pac-Islander,India
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
Black,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
Asian-Pac-Islander,Hong
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,United-States
White,United-States
White,Poland
White,United-States
White,Mexico
Asian-Pac-Islander,noValueSetHere123156456
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
Black,England
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,Cuba
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
Black,United-States
Asian-Pac-Islander,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
Asian-Pac-Islander,Philippines
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Haiti
White,United-States
White,United-States
White,United-States
Other,United-States
White,United-States
White,El-Salvador
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Cambodia
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Cuba
White,Mexico
White,United-States
White,United-States
White,United-States
Other,Puerto-Rico
White,Mexico
White,United-States
White,United-States
White,El-Salvador
White,Canada
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,Columbia
Asian-Pac-Islander,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,Cuba
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,Mexico
White,United-States
White,United-States
Black,United-States
White,Scotland
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Other,Ecuador
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,Dominican-Republic
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
Black,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,noValueSetHere123156456
White,United-States
White,France
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
Black,United-States
Other,Mexico
Black,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Greece
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
White,United-States
White,United-States
White,Ecuador
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Japan
Black,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
Black,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Yugoslavia
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,England
White,United-States
White,United-States
Black,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,France
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Black,Jamaica
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
White,United-States
White,Philippines
White,El-Salvador
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,Philippines
Asian-Pac-Islander,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
Black,noValueSetHere123156456
Black,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,Guatemala
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
Black,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Columbia
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,United-States
White,Cuba
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Outlying-US(Guam-USVI-etc)
Black,Philippines
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,El-Salvador
Black,United-States
White,Columbia
White,United-States
White,United-States
White,Dominican-Republic
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Nicaragua
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,Trinadad&Tobago
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Greece
White,El-Salvador
White,United-States
White,United-States
Black,United-States
Black,Jamaica
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
