HRBP,LVFAILURE,LVEDVOLUME,PVSAT,CO,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,TPR
HIGH,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,False,NORMAL,LOW,LOW,LOW,LOW,NORMAL,True,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,NORMAL,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
LOW,True,LOW,LOW,LOW,NORMAL,LOW,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,HIGH
LOW,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,True,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL,HIGH
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,True,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,True,LOW,LOW,LOW,LOW,LOW,LOW,False,ZERO,NORMAL
HIGH,True,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,True,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,True,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,True,LOW,HIGH,LOW,LOW,LOW,LOW,False,HIGH,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,LOW
LOW,False,NORMAL,HIGH,NORMAL,HIGH,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,NORMAL
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,HIGH
NORMAL,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,NORMAL
HIGH,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
LOW,False,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,NORMAL,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,LOW
LOW,False,LOW,HIGH,LOW,LOW,LOW,LOW,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,True,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,False,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,True,LOW,LOW,LOW,LOW,LOW,LOW,False,NORMAL,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,False,HIGH,LOW,LOW,LOW,NORMAL,HIGH,False,LOW,NORMAL
NORMAL,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH,HIGH
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,True,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,False,HIGH,LOW,NORMAL,NORMAL,LOW,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,False,LOW,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
NORMAL,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,LOW,NORMAL,True,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,True,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,True,LOW,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,LOW
LOW,False,HIGH,LOW,NORMAL,LOW,LOW,HIGH,False,ZERO,NORMAL
NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,True,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,False,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
LOW,False,HIGH,LOW,NORMAL,LOW,LOW,HIGH,False,NORMAL,HIGH
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,False,NORMAL,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,False,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,NORMAL
LOW,True,LOW,LOW,LOW,LOW,LOW,LOW,False,NORMAL,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,True,LOW,LOW,LOW,HIGH,HIGH,LOW,False,NORMAL,NORMAL
HIGH,False,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,False,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,LOW
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
HIGH,False,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
