HRBP,VENTMACH,VENTTUBE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT
HIGH,ZERO,ZERO,NORMAL,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,False,NORMAL,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,True,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,LOW,False,NORMAL,HIGH
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,ZERO,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,ONESIDED,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,LOW,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,ONESIDED,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,LOW,HIGH
LOW,NORMAL,ZERO,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,LOW,False,HIGH,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,LOW,LOW,True,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,True,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,NORMAL,LOW,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,HIGH,HIGH,ONESIDED,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True,NORMAL,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,NORMAL,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,NORMAL,LOW,ONESIDED,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,NORMAL,False,HIGH,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,True,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ESOPHAGEAL,ZERO,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
