HRBP,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,TPR
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,LOW
NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,HIGH,HIGH,LOW,False,LOW,NORMAL
HIGH,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,LOW,False,HIGH,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,NORMAL,ZERO,NORMAL,NORMAL,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,NORMAL,LOW,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,True,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,LOW,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,True,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,NORMAL,LOW
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,HIGH,True,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,True,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,True,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,HIGH,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,True,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,True,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
LOW,HIGH,False,HIGH,HIGH,HIGH,LOW,LOW,LOW,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,ZERO,True,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
NORMAL,HIGH,True,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,False,ZERO,LOW
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,NORMAL,LOW,LOW,LOW,LOW,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,True,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,True,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,LOW,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,LOW,NORMAL,HIGH,HIGH,LOW,False,NORMAL,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,HIGH,False,HIGH,LOW,HIGH,LOW,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,LOW
NORMAL,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,ZERO,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,LOW,HIGH
NORMAL,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,HIGH,LOW,HIGH,LOW,LOW,LOW,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
NORMAL,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
LOW,LOW,False,HIGH,LOW,HIGH,LOW,LOW,HIGH,False,HIGH,LOW
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,True,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
NORMAL,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,HIGH,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,LOW,False,LOW,LOW,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,HIGH
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,LOW,NORMAL
HIGH,ZERO,True,LOW,HIGH,LOW,NORMAL,NORMAL,HIGH,False,LOW,LOW
NORMAL,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,HIGH
