ANAPHYLAXIS,EXPCO2,TPR
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,HIGH,HIGH
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,HIGH,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,HIGH,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
True,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,NORMAL,HIGH
False,NORMAL,NORMAL
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,LOW
False,LOW,LOW
False,NORMAL,NORMAL
False,HIGH,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,NORMAL,NORMAL
False,ZERO,HIGH
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,NORMAL,HIGH
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,NORMAL,LOW
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,ZERO,HIGH
False,LOW,HIGH
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,LOW
False,LOW,NORMAL
False,HIGH,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
True,NORMAL,LOW
False,LOW,LOW
True,ZERO,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,NORMAL
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,ZERO,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
True,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,ZERO,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,HIGH,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,ZERO,HIGH
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,NORMAL,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
True,LOW,LOW
True,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,HIGH,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,LOW
False,LOW,HIGH
False,ZERO,NORMAL
False,HIGH,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,HIGH,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,HIGH,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,LOW
False,ZERO,HIGH
False,LOW,HIGH
False,LOW,NORMAL
True,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,HIGH
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,ZERO,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,HIGH,NORMAL
False,LOW,NORMAL
False,HIGH,NORMAL
False,ZERO,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,HIGH,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,LOW
False,LOW,HIGH
False,HIGH,LOW
False,LOW,LOW
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,NORMAL
False,HIGH,NORMAL
False,LOW,HIGH
False,HIGH,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,HIGH,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,ZERO,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,HIGH,HIGH
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,ZERO,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,NORMAL,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
True,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,LOW
False,LOW,LOW
False,LOW,LOW
False,ZERO,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,NORMAL,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,LOW
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,LOW
False,LOW,LOW
False,HIGH,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
True,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,LOW
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,HIGH,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,HIGH,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,HIGH,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,HIGH
False,ZERO,LOW
False,LOW,HIGH
False,LOW,LOW
False,ZERO,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,LOW,LOW
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,HIGH,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,ZERO,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,ZERO,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,NORMAL,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,HIGH,LOW
False,LOW,NORMAL
False,HIGH,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,ZERO,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,HIGH
False,NORMAL,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,ZERO,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,HIGH,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,LOW
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,HIGH
False,LOW,LOW
False,LOW,LOW
False,NORMAL,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
True,HIGH,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,HIGH,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,NORMAL
False,NORMAL,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,NORMAL,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,LOW,HIGH
False,ZERO,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,NORMAL,HIGH
False,LOW,NORMAL
False,ZERO,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,HIGH,LOW
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,LOW
False,LOW,HIGH
False,LOW,NORMAL
False,LOW,HIGH
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,LOW
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
False,LOW,NORMAL
False,LOW,LOW
False,LOW,NORMAL
