lai_0,lai_1
3_5___4_5,3_5___4_5
5_5___6_5,0_0___0_5
3_5___4_5,3_5___4_5
4_5___5_5,2_5___3_5
4_5___5_5,4_5___5_5
___6_5,___6_5
5_5___6_5,___6_5
___6_5,5_5___6_5
4_5___5_5,1_5___2_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
2_5___3_5,1_5___2_5
5_5___6_5,5_5___6_5
3_5___4_5,4_5___5_5
5_5___6_5,3_5___4_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,1_5___2_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
___6_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
3_5___4_5,2_5___3_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
2_5___3_5,1_5___2_5
3_5___4_5,3_5___4_5
4_5___5_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,0_5___1_5
2_5___3_5,1_5___2_5
5_5___6_5,0_5___1_5
4_5___5_5,3_5___4_5
4_5___5_5,5_5___6_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
3_5___4_5,3_5___4_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,3_5___4_5
3_5___4_5,3_5___4_5
5_5___6_5,3_5___4_5
4_5___5_5,5_5___6_5
4_5___5_5,1_5___2_5
2_5___3_5,2_5___3_5
5_5___6_5,___6_5
4_5___5_5,3_5___4_5
4_5___5_5,0_5___1_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
4_5___5_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
2_5___3_5,2_5___3_5
4_5___5_5,4_5___5_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,3_5___4_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,0_0___0_5
5_5___6_5,___6_5
2_5___3_5,0_5___1_5
3_5___4_5,1_5___2_5
3_5___4_5,3_5___4_5
5_5___6_5,3_5___4_5
5_5___6_5,4_5___5_5
3_5___4_5,1_5___2_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,0_0___0_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,0_5___1_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
___6_5,___6_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
4_5___5_5,0_0___0_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
___6_5,2_5___3_5
5_5___6_5,3_5___4_5
2_5___3_5,0_5___1_5
4_5___5_5,4_5___5_5
3_5___4_5,1_5___2_5
3_5___4_5,3_5___4_5
4_5___5_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
2_5___3_5,1_5___2_5
___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
3_5___4_5,1_5___2_5
5_5___6_5,3_5___4_5
2_5___3_5,1_5___2_5
2_5___3_5,3_5___4_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
3_5___4_5,0_0___0_5
5_5___6_5,4_5___5_5
2_5___3_5,0_5___1_5
3_5___4_5,3_5___4_5
5_5___6_5,3_5___4_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,5_5___6_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
3_5___4_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
2_5___3_5,0_0___0_5
___6_5,5_5___6_5
3_5___4_5,2_5___3_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,___6_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
2_5___3_5,2_5___3_5
4_5___5_5,3_5___4_5
___6_5,___6_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,2_5___3_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
___6_5,___6_5
4_5___5_5,4_5___5_5
3_5___4_5,2_5___3_5
4_5___5_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,2_5___3_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
3_5___4_5,4_5___5_5
___6_5,___6_5
4_5___5_5,0_5___1_5
___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,___6_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,___6_5
3_5___4_5,3_5___4_5
4_5___5_5,0_5___1_5
2_5___3_5,2_5___3_5
3_5___4_5,2_5___3_5
4_5___5_5,4_5___5_5
5_5___6_5,___6_5
___6_5,5_5___6_5
5_5___6_5,1_5___2_5
5_5___6_5,0_5___1_5
5_5___6_5,3_5___4_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,___6_5
2_5___3_5,0_0___0_5
5_5___6_5,0_0___0_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
3_5___4_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,___6_5
5_5___6_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
3_5___4_5,1_5___2_5
4_5___5_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,___6_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,2_5___3_5
2_5___3_5,2_5___3_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,0_0___0_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
4_5___5_5,3_5___4_5
3_5___4_5,2_5___3_5
4_5___5_5,2_5___3_5
3_5___4_5,1_5___2_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
3_5___4_5,1_5___2_5
3_5___4_5,3_5___4_5
5_5___6_5,2_5___3_5
5_5___6_5,0_5___1_5
3_5___4_5,1_5___2_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,___6_5
5_5___6_5,0_5___1_5
5_5___6_5,4_5___5_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,3_5___4_5
3_5___4_5,0_5___1_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
___6_5,___6_5
5_5___6_5,5_5___6_5
4_5___5_5,0_5___1_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,2_5___3_5
3_5___4_5,2_5___3_5
4_5___5_5,4_5___5_5
___6_5,2_5___3_5
2_5___3_5,3_5___4_5
4_5___5_5,0_0___0_5
3_5___4_5,2_5___3_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,___6_5
5_5___6_5,3_5___4_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
3_5___4_5,3_5___4_5
___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
3_5___4_5,0_0___0_5
4_5___5_5,1_5___2_5
___6_5,4_5___5_5
5_5___6_5,2_5___3_5
5_5___6_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
2_5___3_5,2_5___3_5
2_5___3_5,0_5___1_5
4_5___5_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
2_5___3_5,1_5___2_5
2_5___3_5,1_5___2_5
4_5___5_5,3_5___4_5
5_5___6_5,___6_5
___6_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,0_5___1_5
3_5___4_5,3_5___4_5
4_5___5_5,5_5___6_5
3_5___4_5,2_5___3_5
4_5___5_5,3_5___4_5
5_5___6_5,1_5___2_5
5_5___6_5,___6_5
5_5___6_5,___6_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
3_5___4_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
2_5___3_5,0_5___1_5
3_5___4_5,1_5___2_5
4_5___5_5,2_5___3_5
4_5___5_5,2_5___3_5
4_5___5_5,4_5___5_5
4_5___5_5,5_5___6_5
___6_5,___6_5
5_5___6_5,4_5___5_5
3_5___4_5,1_5___2_5
5_5___6_5,0_0___0_5
5_5___6_5,3_5___4_5
___6_5,___6_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
___6_5,___6_5
4_5___5_5,4_5___5_5
4_5___5_5,2_5___3_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,3_5___4_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
2_5___3_5,1_5___2_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
3_5___4_5,2_5___3_5
3_5___4_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,0_5___1_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
2_5___3_5,0_5___1_5
5_5___6_5,4_5___5_5
3_5___4_5,0_5___1_5
5_5___6_5,___6_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
3_5___4_5,0_5___1_5
3_5___4_5,3_5___4_5
5_5___6_5,___6_5
2_5___3_5,1_5___2_5
___6_5,1_5___2_5
5_5___6_5,2_5___3_5
5_5___6_5,0_5___1_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
___6_5,___6_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,0_0___0_5
5_5___6_5,2_5___3_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,5_5___6_5
2_5___3_5,1_5___2_5
4_5___5_5,4_5___5_5
4_5___5_5,0_5___1_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,0_0___0_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,2_5___3_5
3_5___4_5,2_5___3_5
3_5___4_5,3_5___4_5
___6_5,___6_5
2_5___3_5,2_5___3_5
4_5___5_5,3_5___4_5
___6_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,3_5___4_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
5_5___6_5,3_5___4_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,1_5___2_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
2_5___3_5,2_5___3_5
___6_5,___6_5
5_5___6_5,1_5___2_5
5_5___6_5,5_5___6_5
___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,1_5___2_5
___6_5,4_5___5_5
5_5___6_5,4_5___5_5
4_5___5_5,5_5___6_5
2_5___3_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
___6_5,___6_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,4_5___5_5
5_5___6_5,5_5___6_5
2_5___3_5,1_5___2_5
3_5___4_5,3_5___4_5
2_5___3_5,2_5___3_5
4_5___5_5,3_5___4_5
4_5___5_5,3_5___4_5
2_5___3_5,3_5___4_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
4_5___5_5,1_5___2_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,2_5___3_5
3_5___4_5,3_5___4_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,5_5___6_5
___6_5,4_5___5_5
3_5___4_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
___6_5,___6_5
2_5___3_5,3_5___4_5
2_5___3_5,1_5___2_5
4_5___5_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,2_5___3_5
2_5___3_5,0_5___1_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
3_5___4_5,4_5___5_5
3_5___4_5,3_5___4_5
3_5___4_5,3_5___4_5
3_5___4_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,___6_5
5_5___6_5,3_5___4_5
5_5___6_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
5_5___6_5,___6_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,___6_5
3_5___4_5,4_5___5_5
2_5___3_5,0_5___1_5
4_5___5_5,4_5___5_5
5_5___6_5,3_5___4_5
4_5___5_5,4_5___5_5
5_5___6_5,2_5___3_5
3_5___4_5,0_5___1_5
2_5___3_5,1_5___2_5
3_5___4_5,0_5___1_5
5_5___6_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,3_5___4_5
3_5___4_5,2_5___3_5
4_5___5_5,3_5___4_5
3_5___4_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,3_5___4_5
4_5___5_5,4_5___5_5
___6_5,___6_5
3_5___4_5,0_5___1_5
5_5___6_5,5_5___6_5
3_5___4_5,1_5___2_5
4_5___5_5,3_5___4_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
3_5___4_5,0_5___1_5
4_5___5_5,5_5___6_5
4_5___5_5,4_5___5_5
2_5___3_5,0_5___1_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
___6_5,___6_5
5_5___6_5,4_5___5_5
3_5___4_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
___6_5,___6_5
5_5___6_5,4_5___5_5
3_5___4_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,2_5___3_5
4_5___5_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,2_5___3_5
5_5___6_5,5_5___6_5
3_5___4_5,1_5___2_5
___6_5,1_5___2_5
3_5___4_5,3_5___4_5
5_5___6_5,0_0___0_5
4_5___5_5,3_5___4_5
5_5___6_5,1_5___2_5
___6_5,5_5___6_5
___6_5,5_5___6_5
4_5___5_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
2_5___3_5,2_5___3_5
5_5___6_5,1_5___2_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
3_5___4_5,3_5___4_5
___6_5,0_5___1_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
4_5___5_5,3_5___4_5
4_5___5_5,0_5___1_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,3_5___4_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
2_5___3_5,0_0___0_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
3_5___4_5,3_5___4_5
3_5___4_5,0_0___0_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,0_0___0_5
3_5___4_5,0_5___1_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,0_5___1_5
2_5___3_5,0_0___0_5
5_5___6_5,2_5___3_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,2_5___3_5
5_5___6_5,3_5___4_5
___6_5,___6_5
___6_5,___6_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
___6_5,4_5___5_5
5_5___6_5,4_5___5_5
2_5___3_5,1_5___2_5
___6_5,5_5___6_5
5_5___6_5,3_5___4_5
2_5___3_5,2_5___3_5
5_5___6_5,0_5___1_5
5_5___6_5,___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
4_5___5_5,4_5___5_5
2_5___3_5,3_5___4_5
2_5___3_5,0_5___1_5
5_5___6_5,4_5___5_5
5_5___6_5,0_0___0_5
3_5___4_5,1_5___2_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
5_5___6_5,5_5___6_5
___6_5,___6_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
___6_5,5_5___6_5
4_5___5_5,0_5___1_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,1_5___2_5
5_5___6_5,0_0___0_5
5_5___6_5,5_5___6_5
3_5___4_5,1_5___2_5
5_5___6_5,5_5___6_5
5_5___6_5,0_5___1_5
___6_5,___6_5
2_5___3_5,2_5___3_5
2_5___3_5,1_5___2_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
4_5___5_5,5_5___6_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
2_5___3_5,1_5___2_5
3_5___4_5,4_5___5_5
3_5___4_5,3_5___4_5
5_5___6_5,___6_5
5_5___6_5,___6_5
3_5___4_5,2_5___3_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
2_5___3_5,3_5___4_5
5_5___6_5,0_5___1_5
5_5___6_5,4_5___5_5
3_5___4_5,1_5___2_5
5_5___6_5,4_5___5_5
___6_5,___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,2_5___3_5
3_5___4_5,3_5___4_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,0_0___0_5
4_5___5_5,5_5___6_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
3_5___4_5,3_5___4_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,0_5___1_5
___6_5,___6_5
4_5___5_5,2_5___3_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
3_5___4_5,2_5___3_5
3_5___4_5,2_5___3_5
___6_5,5_5___6_5
4_5___5_5,5_5___6_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
3_5___4_5,3_5___4_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,4_5___5_5
5_5___6_5,5_5___6_5
2_5___3_5,1_5___2_5
5_5___6_5,5_5___6_5
___6_5,5_5___6_5
5_5___6_5,0_0___0_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,5_5___6_5
5_5___6_5,0_0___0_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
___6_5,___6_5
___6_5,5_5___6_5
5_5___6_5,4_5___5_5
3_5___4_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
3_5___4_5,3_5___4_5
4_5___5_5,4_5___5_5
___6_5,___6_5
4_5___5_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
___6_5,2_5___3_5
___6_5,4_5___5_5
___6_5,___6_5
5_5___6_5,1_5___2_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
5_5___6_5,3_5___4_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
3_5___4_5,3_5___4_5
5_5___6_5,5_5___6_5
___6_5,___6_5
4_5___5_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,4_5___5_5
5_5___6_5,2_5___3_5
5_5___6_5,5_5___6_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
5_5___6_5,4_5___5_5
2_5___3_5,2_5___3_5
3_5___4_5,0_5___1_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
5_5___6_5,___6_5
2_5___3_5,1_5___2_5
5_5___6_5,3_5___4_5
___6_5,5_5___6_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,5_5___6_5
4_5___5_5,4_5___5_5
2_5___3_5,1_5___2_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
2_5___3_5,2_5___3_5
3_5___4_5,4_5___5_5
3_5___4_5,0_5___1_5
5_5___6_5,4_5___5_5
4_5___5_5,0_5___1_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
___6_5,5_5___6_5
5_5___6_5,4_5___5_5
___6_5,5_5___6_5
___6_5,3_5___4_5
4_5___5_5,4_5___5_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
5_5___6_5,3_5___4_5
5_5___6_5,5_5___6_5
2_5___3_5,1_5___2_5
___6_5,5_5___6_5
5_5___6_5,5_5___6_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
4_5___5_5,0_5___1_5
3_5___4_5,3_5___4_5
3_5___4_5,2_5___3_5
4_5___5_5,5_5___6_5
5_5___6_5,4_5___5_5
4_5___5_5,4_5___5_5
4_5___5_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,4_5___5_5
4_5___5_5,3_5___4_5
5_5___6_5,5_5___6_5
___6_5,2_5___3_5
___6_5,5_5___6_5
5_5___6_5,1_5___2_5
5_5___6_5,4_5___5_5
___6_5,___6_5
2_5___3_5,2_5___3_5
4_5___5_5,4_5___5_5
5_5___6_5,3_5___4_5
3_5___4_5,2_5___3_5
4_5___5_5,3_5___4_5
3_5___4_5,3_5___4_5
