foto_1,dm_1
0_50_kg_m2,0_30_kg_m2
0_70_kg_m2,0_40_kg_m2
0_30_kg_m2,0_14_kg_m2
0_60_kg_m2,0_32_kg_m2
0_40_kg_m2,0_20_kg_m2
0_15_kg_m2,0_02_kg_m2
0_45_kg_m2,0_22_kg_m2
0_60_kg_m2,0_32_kg_m2
0_35_kg_m2,0_14_kg_m2
0_55_kg_m2,0_32_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_32_kg_m2
0_40_kg_m2,0_16_kg_m2
0_35_kg_m2,0_16_kg_m2
0_45_kg_m2,0_22_kg_m2
0_15_kg_m2,0_04_kg_m2
0_30_kg_m2,0_14_kg_m2
0_35_kg_m2,0_18_kg_m2
0_65_kg_m2,0_38_kg_m2
0_55_kg_m2,0_32_kg_m2
0_30_kg_m2,0_14_kg_m2
0_60_kg_m2,0_32_kg_m2
0_45_kg_m2,0_20_kg_m2
0_45_kg_m2,0_22_kg_m2
0_55_kg_m2,0_32_kg_m2
0_55_kg_m2,0_30_kg_m2
0_45_kg_m2,0_22_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_30_kg_m2
0_70_kg_m2,0_40_kg_m2
0_65_kg_m2,0_34_kg_m2
0_45_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_25_kg_m2,0_08_kg_m2
0_35_kg_m2,0_16_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_30_kg_m2
0_45_kg_m2,0_22_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_28_kg_m2
0_35_kg_m2,0_16_kg_m2
0_80_kg_m2,0_48_kg_m2
0_40_kg_m2,0_24_kg_m2
0_50_kg_m2,0_24_kg_m2
0_55_kg_m2,0_30_kg_m2
0_55_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_70_kg_m2,0_42_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_22_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_26_kg_m2
0_55_kg_m2,0_30_kg_m2
0_45_kg_m2,0_26_kg_m2
0_55_kg_m2,0_30_kg_m2
0_30_kg_m2,0_10_kg_m2
0_25_kg_m2,0_08_kg_m2
0_05_kg_m2,0_00_kg_m2
0_65_kg_m2,0_36_kg_m2
0_50_kg_m2,0_28_kg_m2
0_55_kg_m2,0_28_kg_m2
0_55_kg_m2,0_32_kg_m2
0_55_kg_m2,0_30_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_26_kg_m2
0_35_kg_m2,0_16_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_30_kg_m2
0_70_kg_m2,0_38_kg_m2
0_30_kg_m2,0_14_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_28_kg_m2
0_50_kg_m2,0_26_kg_m2
0_60_kg_m2,0_34_kg_m2
0_45_kg_m2,0_24_kg_m2
0_60_kg_m2,0_34_kg_m2
0_60_kg_m2,0_34_kg_m2
0_30_kg_m2,0_16_kg_m2
0_55_kg_m2,0_32_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_32_kg_m2
0_30_kg_m2,0_10_kg_m2
0_50_kg_m2,0_30_kg_m2
0_55_kg_m2,0_32_kg_m2
0_30_kg_m2,0_12_kg_m2
0_30_kg_m2,0_14_kg_m2
0_50_kg_m2,0_30_kg_m2
0_15_kg_m2,0_00_kg_m2
0_60_kg_m2,0_32_kg_m2
0_65_kg_m2,0_36_kg_m2
0_50_kg_m2,0_26_kg_m2
0_35_kg_m2,0_20_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_30_kg_m2
0_65_kg_m2,0_38_kg_m2
0_20_kg_m2,0_08_kg_m2
0_45_kg_m2,0_20_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_18_kg_m2
0_45_kg_m2,0_24_kg_m2
0_20_kg_m2,0_06_kg_m2
0_45_kg_m2,0_26_kg_m2
0_55_kg_m2,0_28_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_60_kg_m2,0_32_kg_m2
0_20_kg_m2,0_04_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_26_kg_m2
0_45_kg_m2,0_26_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_60_kg_m2,0_30_kg_m2
0_35_kg_m2,0_20_kg_m2
0_60_kg_m2,0_34_kg_m2
0_30_kg_m2,0_16_kg_m2
0_30_kg_m2,0_14_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_00_kg_m2,0_00_kg_m2
0_70_kg_m2,0_40_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_22_kg_m2
0_35_kg_m2,0_16_kg_m2
0_65_kg_m2,0_40_kg_m2
0_60_kg_m2,0_36_kg_m2
0_55_kg_m2,0_32_kg_m2
0_50_kg_m2,0_28_kg_m2
0_70_kg_m2,0_42_kg_m2
0_40_kg_m2,0_22_kg_m2
0_65_kg_m2,0_40_kg_m2
0_55_kg_m2,0_32_kg_m2
0_65_kg_m2,0_36_kg_m2
0_55_kg_m2,0_32_kg_m2
0_50_kg_m2,0_28_kg_m2
0_50_kg_m2,0_30_kg_m2
0_55_kg_m2,0_30_kg_m2
0_35_kg_m2,0_14_kg_m2
0_60_kg_m2,0_32_kg_m2
0_55_kg_m2,0_28_kg_m2
0_55_kg_m2,0_30_kg_m2
0_65_kg_m2,0_36_kg_m2
0_45_kg_m2,0_20_kg_m2
0_30_kg_m2,0_12_kg_m2
0_50_kg_m2,0_28_kg_m2
0_25_kg_m2,0_10_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_26_kg_m2
0_30_kg_m2,0_12_kg_m2
0_55_kg_m2,0_30_kg_m2
0_75_kg_m2,0_44_kg_m2
0_55_kg_m2,0_32_kg_m2
0_40_kg_m2,0_22_kg_m2
0_35_kg_m2,0_18_kg_m2
0_70_kg_m2,0_40_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_28_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_28_kg_m2
0_70_kg_m2,0_44_kg_m2
0_70_kg_m2,0_44_kg_m2
0_70_kg_m2,0_44_kg_m2
0_55_kg_m2,0_30_kg_m2
0_55_kg_m2,0_34_kg_m2
0_50_kg_m2,0_24_kg_m2
0_30_kg_m2,0_12_kg_m2
0_55_kg_m2,0_32_kg_m2
0_60_kg_m2,0_36_kg_m2
0_35_kg_m2,0_16_kg_m2
0_40_kg_m2,0_22_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_28_kg_m2
0_50_kg_m2,0_28_kg_m2
0_75_kg_m2,0_44_kg_m2
0_35_kg_m2,0_18_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_26_kg_m2
0_60_kg_m2,0_32_kg_m2
0_60_kg_m2,0_36_kg_m2
0_65_kg_m2,0_38_kg_m2
0_55_kg_m2,0_30_kg_m2
0_70_kg_m2,0_40_kg_m2
0_30_kg_m2,0_14_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_28_kg_m2
0_60_kg_m2,0_32_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_60_kg_m2,0_34_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_22_kg_m2
0_65_kg_m2,0_36_kg_m2
0_40_kg_m2,0_18_kg_m2
0_60_kg_m2,0_36_kg_m2
0_30_kg_m2,0_14_kg_m2
0_60_kg_m2,0_38_kg_m2
0_55_kg_m2,0_30_kg_m2
0_35_kg_m2,0_18_kg_m2
0_15_kg_m2,0_02_kg_m2
0_75_kg_m2,0_42_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_24_kg_m2
0_35_kg_m2,0_16_kg_m2
0_30_kg_m2,0_12_kg_m2
0_55_kg_m2,0_32_kg_m2
0_35_kg_m2,0_14_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_65_kg_m2,0_36_kg_m2
0_35_kg_m2,0_18_kg_m2
0_50_kg_m2,0_28_kg_m2
0_60_kg_m2,0_36_kg_m2
0_65_kg_m2,0_36_kg_m2
0_70_kg_m2,0_40_kg_m2
0_65_kg_m2,0_38_kg_m2
0_60_kg_m2,0_32_kg_m2
0_40_kg_m2,0_22_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_26_kg_m2
0_65_kg_m2,0_38_kg_m2
0_50_kg_m2,0_26_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_70_kg_m2,0_40_kg_m2
0_40_kg_m2,0_20_kg_m2
0_60_kg_m2,0_36_kg_m2
0_25_kg_m2,0_10_kg_m2
0_45_kg_m2,0_26_kg_m2
0_55_kg_m2,0_32_kg_m2
0_65_kg_m2,0_36_kg_m2
0_40_kg_m2,0_18_kg_m2
0_25_kg_m2,0_08_kg_m2
0_30_kg_m2,0_14_kg_m2
0_20_kg_m2,0_04_kg_m2
0_70_kg_m2,0_40_kg_m2
0_55_kg_m2,0_28_kg_m2
0_55_kg_m2,0_32_kg_m2
0_60_kg_m2,0_36_kg_m2
0_55_kg_m2,0_32_kg_m2
0_50_kg_m2,0_28_kg_m2
0_40_kg_m2,0_22_kg_m2
0_50_kg_m2,0_26_kg_m2
0_60_kg_m2,0_34_kg_m2
0_40_kg_m2,0_24_kg_m2
0_75_kg_m2,0_46_kg_m2
0_50_kg_m2,0_26_kg_m2
0_35_kg_m2,0_16_kg_m2
0_45_kg_m2,0_20_kg_m2
0_60_kg_m2,0_36_kg_m2
0_45_kg_m2,0_22_kg_m2
0_45_kg_m2,0_24_kg_m2
0_70_kg_m2,0_40_kg_m2
0_25_kg_m2,0_10_kg_m2
0_65_kg_m2,0_40_kg_m2
0_40_kg_m2,0_20_kg_m2
0_45_kg_m2,0_26_kg_m2
0_40_kg_m2,0_18_kg_m2
0_70_kg_m2,0_42_kg_m2
0_50_kg_m2,0_24_kg_m2
0_30_kg_m2,0_14_kg_m2
0_50_kg_m2,0_24_kg_m2
0_50_kg_m2,0_26_kg_m2
0_30_kg_m2,0_12_kg_m2
0_60_kg_m2,0_36_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_22_kg_m2
0_35_kg_m2,0_18_kg_m2
0_55_kg_m2,0_30_kg_m2
0_65_kg_m2,0_40_kg_m2
0_40_kg_m2,0_22_kg_m2
0_40_kg_m2,0_18_kg_m2
0_55_kg_m2,0_30_kg_m2
0_60_kg_m2,0_32_kg_m2
0_50_kg_m2,0_28_kg_m2
0_45_kg_m2,0_24_kg_m2
0_65_kg_m2,0_36_kg_m2
0_35_kg_m2,0_16_kg_m2
0_55_kg_m2,0_32_kg_m2
0_60_kg_m2,0_34_kg_m2
0_35_kg_m2,0_18_kg_m2
0_50_kg_m2,0_24_kg_m2
0_50_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_26_kg_m2
0_00_kg_m2,0_00_kg_m2
0_50_kg_m2,0_22_kg_m2
0_45_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_85_kg_m2,0_50_kg_m2
0_50_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_65_kg_m2,0_38_kg_m2
0_60_kg_m2,0_34_kg_m2
0_30_kg_m2,0_14_kg_m2
0_55_kg_m2,0_32_kg_m2
0_55_kg_m2,0_30_kg_m2
0_70_kg_m2,0_40_kg_m2
0_55_kg_m2,0_28_kg_m2
0_60_kg_m2,0_34_kg_m2
0_35_kg_m2,0_18_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_30_kg_m2
0_65_kg_m2,0_40_kg_m2
0_40_kg_m2,0_20_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_28_kg_m2
0_20_kg_m2,0_08_kg_m2
0_55_kg_m2,0_30_kg_m2
0_30_kg_m2,0_10_kg_m2
0_60_kg_m2,0_32_kg_m2
0_20_kg_m2,0_08_kg_m2
0_40_kg_m2,0_20_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_28_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_34_kg_m2
0_20_kg_m2,0_08_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_25_kg_m2,0_12_kg_m2
0_50_kg_m2,0_26_kg_m2
0_15_kg_m2,0_04_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_60_kg_m2,0_36_kg_m2
0_10_kg_m2,0_00_kg_m2
0_20_kg_m2,0_04_kg_m2
0_55_kg_m2,0_32_kg_m2
0_50_kg_m2,0_30_kg_m2
0_45_kg_m2,0_24_kg_m2
0_35_kg_m2,0_16_kg_m2
0_00_kg_m2,0_00_kg_m2
0_70_kg_m2,0_40_kg_m2
0_75_kg_m2,0_42_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_24_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_30_kg_m2,0_14_kg_m2
0_40_kg_m2,0_22_kg_m2
0_45_kg_m2,0_22_kg_m2
0_60_kg_m2,0_32_kg_m2
0_55_kg_m2,0_32_kg_m2
0_35_kg_m2,0_18_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_24_kg_m2
0_40_kg_m2,0_18_kg_m2
0_20_kg_m2,0_04_kg_m2
0_40_kg_m2,0_18_kg_m2
0_55_kg_m2,0_30_kg_m2
0_75_kg_m2,0_44_kg_m2
0_50_kg_m2,0_28_kg_m2
0_55_kg_m2,0_32_kg_m2
0_50_kg_m2,0_30_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_45_kg_m2,0_22_kg_m2
0_40_kg_m2,0_20_kg_m2
0_30_kg_m2,0_12_kg_m2
0_65_kg_m2,0_36_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_20_kg_m2
0_35_kg_m2,0_14_kg_m2
0_50_kg_m2,0_30_kg_m2
0_00_kg_m2,0_00_kg_m2
0_40_kg_m2,0_20_kg_m2
0_65_kg_m2,0_40_kg_m2
0_50_kg_m2,0_26_kg_m2
0_30_kg_m2,0_14_kg_m2
0_45_kg_m2,0_24_kg_m2
0_90_kg_m2,0_56_kg_m2
0_50_kg_m2,0_24_kg_m2
0_40_kg_m2,0_18_kg_m2
0_35_kg_m2,0_14_kg_m2
0_70_kg_m2,0_40_kg_m2
0_20_kg_m2,0_06_kg_m2
0_40_kg_m2,0_22_kg_m2
0_60_kg_m2,0_32_kg_m2
0_60_kg_m2,0_32_kg_m2
0_55_kg_m2,0_32_kg_m2
0_65_kg_m2,0_42_kg_m2
0_30_kg_m2,0_14_kg_m2
0_15_kg_m2,0_00_kg_m2
0_55_kg_m2,0_28_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_28_kg_m2
0_20_kg_m2,0_04_kg_m2
0_70_kg_m2,0_40_kg_m2
0_40_kg_m2,0_18_kg_m2
0_30_kg_m2,0_10_kg_m2
0_70_kg_m2,0_44_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_22_kg_m2
0_65_kg_m2,0_40_kg_m2
0_65_kg_m2,0_38_kg_m2
0_70_kg_m2,0_40_kg_m2
0_50_kg_m2,0_28_kg_m2
0_55_kg_m2,0_30_kg_m2
0_30_kg_m2,0_14_kg_m2
0_35_kg_m2,0_16_kg_m2
0_60_kg_m2,0_32_kg_m2
0_50_kg_m2,0_28_kg_m2
0_65_kg_m2,0_40_kg_m2
0_40_kg_m2,0_22_kg_m2
0_40_kg_m2,0_20_kg_m2
0_60_kg_m2,0_34_kg_m2
0_75_kg_m2,0_44_kg_m2
0_30_kg_m2,0_14_kg_m2
0_30_kg_m2,0_12_kg_m2
0_30_kg_m2,0_14_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_18_kg_m2
0_65_kg_m2,0_38_kg_m2
0_55_kg_m2,0_28_kg_m2
0_55_kg_m2,0_30_kg_m2
0_65_kg_m2,0_40_kg_m2
0_60_kg_m2,0_32_kg_m2
0_65_kg_m2,0_38_kg_m2
0_60_kg_m2,0_36_kg_m2
0_85_kg_m2,0_48_kg_m2
0_70_kg_m2,0_42_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_65_kg_m2,0_36_kg_m2
0_40_kg_m2,0_20_kg_m2
0_45_kg_m2,0_24_kg_m2
0_15_kg_m2,0_04_kg_m2
0_65_kg_m2,0_38_kg_m2
0_70_kg_m2,0_40_kg_m2
0_45_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_32_kg_m2
0_55_kg_m2,0_26_kg_m2
0_35_kg_m2,0_20_kg_m2
0_60_kg_m2,0_32_kg_m2
0_45_kg_m2,0_26_kg_m2
0_45_kg_m2,0_22_kg_m2
0_65_kg_m2,0_38_kg_m2
0_35_kg_m2,0_14_kg_m2
0_40_kg_m2,0_24_kg_m2
0_60_kg_m2,0_34_kg_m2
0_40_kg_m2,0_18_kg_m2
0_60_kg_m2,0_38_kg_m2
0_45_kg_m2,0_26_kg_m2
0_40_kg_m2,0_18_kg_m2
0_60_kg_m2,0_32_kg_m2
0_60_kg_m2,0_36_kg_m2
0_55_kg_m2,0_32_kg_m2
0_65_kg_m2,0_36_kg_m2
0_55_kg_m2,0_28_kg_m2
0_50_kg_m2,0_28_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_22_kg_m2
0_60_kg_m2,0_34_kg_m2
0_60_kg_m2,0_34_kg_m2
0_40_kg_m2,0_18_kg_m2
0_70_kg_m2,0_40_kg_m2
0_45_kg_m2,0_20_kg_m2
0_00_kg_m2,0_00_kg_m2
0_45_kg_m2,0_24_kg_m2
0_60_kg_m2,0_36_kg_m2
0_35_kg_m2,0_20_kg_m2
0_15_kg_m2,0_04_kg_m2
0_40_kg_m2,0_24_kg_m2
0_75_kg_m2,0_44_kg_m2
0_60_kg_m2,0_34_kg_m2
0_70_kg_m2,0_42_kg_m2
0_55_kg_m2,0_28_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_60_kg_m2,0_30_kg_m2
0_85_kg_m2,0_52_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_24_kg_m2
0_55_kg_m2,0_26_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_24_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_26_kg_m2
0_60_kg_m2,0_32_kg_m2
0_60_kg_m2,0_34_kg_m2
0_35_kg_m2,0_16_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_24_kg_m2
0_35_kg_m2,0_16_kg_m2
0_40_kg_m2,0_20_kg_m2
0_45_kg_m2,0_22_kg_m2
0_75_kg_m2,0_42_kg_m2
0_50_kg_m2,0_26_kg_m2
0_60_kg_m2,0_38_kg_m2
0_40_kg_m2,0_22_kg_m2
0_75_kg_m2,0_40_kg_m2
0_50_kg_m2,0_26_kg_m2
0_65_kg_m2,0_38_kg_m2
0_60_kg_m2,0_36_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_28_kg_m2
0_40_kg_m2,0_22_kg_m2
0_60_kg_m2,0_32_kg_m2
0_50_kg_m2,0_24_kg_m2
0_60_kg_m2,0_32_kg_m2
0_40_kg_m2,0_24_kg_m2
0_60_kg_m2,0_32_kg_m2
0_45_kg_m2,0_22_kg_m2
0_55_kg_m2,0_30_kg_m2
0_45_kg_m2,0_26_kg_m2
0_30_kg_m2,0_10_kg_m2
0_65_kg_m2,0_38_kg_m2
0_55_kg_m2,0_28_kg_m2
0_50_kg_m2,0_26_kg_m2
0_30_kg_m2,0_12_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_22_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_20_kg_m2
0_30_kg_m2,0_16_kg_m2
0_40_kg_m2,0_20_kg_m2
0_70_kg_m2,0_42_kg_m2
0_30_kg_m2,0_16_kg_m2
0_45_kg_m2,0_24_kg_m2
0_35_kg_m2,0_16_kg_m2
0_55_kg_m2,0_30_kg_m2
0_30_kg_m2,0_12_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_34_kg_m2
0_30_kg_m2,0_16_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_30_kg_m2
0_55_kg_m2,0_30_kg_m2
0_40_kg_m2,0_22_kg_m2
0_35_kg_m2,0_20_kg_m2
0_65_kg_m2,0_38_kg_m2
0_60_kg_m2,0_32_kg_m2
0_25_kg_m2,0_12_kg_m2
0_70_kg_m2,0_42_kg_m2
0_30_kg_m2,0_14_kg_m2
0_65_kg_m2,0_36_kg_m2
0_50_kg_m2,0_24_kg_m2
0_45_kg_m2,0_24_kg_m2
0_30_kg_m2,0_14_kg_m2
0_30_kg_m2,0_10_kg_m2
0_55_kg_m2,0_32_kg_m2
0_40_kg_m2,0_20_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_55_kg_m2,0_28_kg_m2
0_60_kg_m2,0_34_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_28_kg_m2
0_50_kg_m2,0_26_kg_m2
0_70_kg_m2,0_40_kg_m2
0_35_kg_m2,0_18_kg_m2
0_35_kg_m2,0_16_kg_m2
0_70_kg_m2,0_42_kg_m2
0_40_kg_m2,0_18_kg_m2
0_55_kg_m2,0_32_kg_m2
0_55_kg_m2,0_34_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_30_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_26_kg_m2
0_55_kg_m2,0_28_kg_m2
0_35_kg_m2,0_18_kg_m2
0_35_kg_m2,0_18_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_22_kg_m2
0_55_kg_m2,0_28_kg_m2
0_40_kg_m2,0_20_kg_m2
0_70_kg_m2,0_44_kg_m2
0_45_kg_m2,0_22_kg_m2
0_30_kg_m2,0_14_kg_m2
0_65_kg_m2,0_34_kg_m2
0_45_kg_m2,0_26_kg_m2
0_35_kg_m2,0_12_kg_m2
0_20_kg_m2,0_08_kg_m2
0_45_kg_m2,0_26_kg_m2
0_65_kg_m2,0_38_kg_m2
0_45_kg_m2,0_26_kg_m2
0_60_kg_m2,0_36_kg_m2
0_60_kg_m2,0_34_kg_m2
0_55_kg_m2,0_28_kg_m2
0_60_kg_m2,0_34_kg_m2
0_35_kg_m2,0_18_kg_m2
0_65_kg_m2,0_38_kg_m2
0_10_kg_m2,0_02_kg_m2
0_30_kg_m2,0_12_kg_m2
0_30_kg_m2,0_16_kg_m2
0_40_kg_m2,0_20_kg_m2
0_15_kg_m2,0_04_kg_m2
0_30_kg_m2,0_16_kg_m2
0_55_kg_m2,0_28_kg_m2
0_65_kg_m2,0_36_kg_m2
0_50_kg_m2,0_28_kg_m2
0_35_kg_m2,0_18_kg_m2
0_65_kg_m2,0_38_kg_m2
0_45_kg_m2,0_22_kg_m2
0_35_kg_m2,0_18_kg_m2
0_55_kg_m2,0_32_kg_m2
0_45_kg_m2,0_24_kg_m2
0_35_kg_m2,0_16_kg_m2
0_35_kg_m2,0_14_kg_m2
0_75_kg_m2,0_44_kg_m2
0_70_kg_m2,0_38_kg_m2
0_40_kg_m2,0_20_kg_m2
0_50_kg_m2,0_30_kg_m2
0_40_kg_m2,0_22_kg_m2
0_30_kg_m2,0_14_kg_m2
0_30_kg_m2,0_12_kg_m2
0_75_kg_m2,0_42_kg_m2
0_55_kg_m2,0_32_kg_m2
0_40_kg_m2,0_18_kg_m2
0_65_kg_m2,0_34_kg_m2
0_65_kg_m2,0_38_kg_m2
0_30_kg_m2,0_12_kg_m2
0_35_kg_m2,0_16_kg_m2
0_50_kg_m2,0_28_kg_m2
0_70_kg_m2,0_42_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_45_kg_m2,0_24_kg_m2
0_50_kg_m2,0_30_kg_m2
0_60_kg_m2,0_34_kg_m2
0_45_kg_m2,0_26_kg_m2
0_40_kg_m2,0_20_kg_m2
0_15_kg_m2,0_02_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_28_kg_m2
0_55_kg_m2,0_30_kg_m2
0_45_kg_m2,0_24_kg_m2
0_30_kg_m2,0_12_kg_m2
0_30_kg_m2,0_12_kg_m2
0_60_kg_m2,0_34_kg_m2
0_45_kg_m2,0_22_kg_m2
0_50_kg_m2,0_28_kg_m2
0_60_kg_m2,0_34_kg_m2
0_50_kg_m2,0_28_kg_m2
0_30_kg_m2,0_14_kg_m2
0_60_kg_m2,0_34_kg_m2
0_40_kg_m2,0_16_kg_m2
0_65_kg_m2,0_38_kg_m2
0_55_kg_m2,0_30_kg_m2
0_50_kg_m2,0_26_kg_m2
0_50_kg_m2,0_28_kg_m2
0_65_kg_m2,0_40_kg_m2
0_55_kg_m2,0_26_kg_m2
0_55_kg_m2,0_28_kg_m2
0_20_kg_m2,0_06_kg_m2
0_55_kg_m2,0_28_kg_m2
0_75_kg_m2,0_46_kg_m2
0_50_kg_m2,0_28_kg_m2
0_40_kg_m2,0_20_kg_m2
0_40_kg_m2,0_24_kg_m2
0_60_kg_m2,0_36_kg_m2
0_60_kg_m2,0_32_kg_m2
0_55_kg_m2,0_28_kg_m2
0_45_kg_m2,0_22_kg_m2
0_65_kg_m2,0_38_kg_m2
0_45_kg_m2,0_24_kg_m2
0_30_kg_m2,0_14_kg_m2
0_00_kg_m2,0_00_kg_m2
0_60_kg_m2,0_36_kg_m2
