LVH,LVHreport,LungParench
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Congested
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Abnormal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
yes,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Congested
yes,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,yes,Normal
no,no,Normal
no,no,Congested
no,no,Congested
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,yes,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,yes,Abnormal
yes,yes,Normal
yes,yes,Congested
no,no,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Congested
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Congested
no,yes,Congested
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,yes,Congested
yes,yes,Abnormal
no,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,yes,Abnormal
no,no,Abnormal
no,no,Congested
no,no,Congested
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,yes,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Congested
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Congested
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Congested
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Congested
yes,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
no,yes,Normal
yes,yes,Normal
no,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Congested
no,no,Congested
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Abnormal
no,yes,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,yes,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
yes,yes,Normal
no,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Abnormal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
yes,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,yes,Congested
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
yes,yes,Normal
no,yes,Normal
yes,yes,Normal
no,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,yes,Normal
no,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
yes,yes,Normal
yes,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Abnormal
no,no,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Congested
no,yes,Normal
no,no,Congested
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,yes,Congested
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,no,Normal
yes,yes,Normal
no,yes,Congested
yes,yes,Normal
no,no,Normal
yes,yes,Congested
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,no,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,yes,Normal
no,no,Congested
yes,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,yes,Congested
yes,yes,Normal
no,no,Congested
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,yes,Abnormal
no,no,Abnormal
yes,yes,Congested
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,yes,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
yes,no,Normal
yes,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
no,no,Congested
yes,yes,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Congested
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,no,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Congested
no,no,Normal
no,no,Abnormal
no,no,Normal
no,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,yes,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,yes,Congested
no,no,Congested
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Congested
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,yes,Normal
yes,yes,Normal
yes,yes,Abnormal
no,no,Congested
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
yes,yes,Congested
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Abnormal
yes,no,Normal
no,no,Congested
yes,yes,Abnormal
no,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
yes,yes,Abnormal
no,no,Abnormal
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
no,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
yes,yes,Abnormal
no,no,Congested
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Congested
no,yes,Normal
no,no,Congested
no,no,Congested
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,no,Normal
yes,yes,Normal
yes,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
yes,yes,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,yes,Normal
yes,yes,Abnormal
no,no,Normal
no,yes,Abnormal
no,no,Congested
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
yes,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,yes,Congested
yes,no,Normal
no,no,Normal
yes,yes,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
no,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
yes,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,yes,Congested
no,yes,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Abnormal
yes,yes,Normal
no,no,Congested
yes,yes,Abnormal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
yes,yes,Abnormal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Normal
no,yes,Normal
no,no,Congested
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
no,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Congested
no,no,Normal
yes,yes,Congested
no,no,Normal
no,no,Normal
no,yes,Abnormal
yes,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
no,no,Congested
yes,yes,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,no,Abnormal
no,no,Abnormal
yes,yes,Normal
yes,yes,Normal
no,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Abnormal
no,no,Normal
yes,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Abnormal
no,no,Normal
no,yes,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
yes,yes,Abnormal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,yes,Normal
no,no,Abnormal
no,no,Normal
no,no,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Congested
no,no,Normal
yes,no,Normal
yes,yes,Congested
no,no,Abnormal
no,no,Congested
yes,yes,Normal
yes,yes,Normal
no,no,Normal
yes,yes,Normal
no,yes,Normal
yes,yes,Normal
yes,yes,Normal
no,no,Congested
no,no,Normal
no,no,Normal
no,no,Abnormal
no,no,Normal
yes,yes,Abnormal
no,no,Normal
yes,yes,Normal
