ChestXray,Grunting,CO2,DuctFlow,GruntingReport,CardiacMixing,LungParench
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Rt_to_Lt,no,,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,,yes,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,no,Normal,Rt_to_Lt,no,Complete,Congested
Oligaemic,yes,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Normal,no,Low,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Low,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Low,,no,Transp.,Normal
Grd_Glass,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,,no,Complete,Normal
Plethoric,yes,Normal,Rt_to_Lt,yes,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Normal,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Rt_to_Lt,no,Transp.,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Low,,no,Complete,Normal
Plethoric,no,Normal,,no,,Normal
Normal,yes,Normal,Rt_to_Lt,yes,Transp.,Congested
Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,,Normal
Oligaemic,no,High,,no,Transp.,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Rt_to_Lt,no,,Normal
Plethoric,yes,High,,yes,Complete,Congested
Normal,yes,Normal,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,Normal,,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,High,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,,no,Mild,Normal
Asy/Patch,yes,Low,Lt_to_Rt,yes,Mild,Abnormal
Oligaemic,yes,Normal,,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,yes,High,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,no,Normal,,no,Transp.,Abnormal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,Transp.,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,High,Rt_to_Lt,yes,Mild,Abnormal
Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
Normal,no,Low,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,Rt_to_Lt,no,,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,Rt_to_Lt,no,,Abnormal
Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Grd_Glass,yes,High,,yes,Complete,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,,Normal
Plethoric,yes,Normal,,yes,Transp.,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
Grd_Glass,yes,Normal,,yes,Transp.,Congested
Normal,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,Normal,,yes,Complete,Congested
Normal,no,Normal,,no,Transp.,Normal
Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Grd_Glass,no,Normal,,no,Transp.,Congested
Plethoric,yes,Normal,,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,no,,Abnormal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,yes,High,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Mild,Normal
Grd_Glass,no,High,Lt_to_Rt,no,Mild,Congested
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,High,Rt_to_Lt,no,Mild,Abnormal
Normal,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,High,Rt_to_Lt,no,Complete,Abnormal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Rt_to_Lt,no,Mild,Abnormal
Normal,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Mild,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Plethoric,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,yes,Normal,,no,Transp.,Normal
Normal,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Asy/Patch,no,Normal,,no,Mild,Abnormal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Plethoric,no,Normal,,no,Transp.,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
Normal,no,Normal,Rt_to_Lt,no,Mild,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,yes,Normal,,yes,,Congested
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Oligaemic,yes,High,Rt_to_Lt,no,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,yes,Mild,Congested
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,,Abnormal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Grd_Glass,yes,High,Lt_to_Rt,yes,Transp.,Abnormal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,Rt_to_Lt,no,Mild,Abnormal
Asy/Patch,no,High,Lt_to_Rt,no,Mild,Abnormal
Plethoric,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Oligaemic,no,Normal,Rt_to_Lt,yes,,Normal
Normal,no,Normal,Rt_to_Lt,no,,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,,yes,,Abnormal
Grd_Glass,yes,Normal,,yes,,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,no,High,Lt_to_Rt,no,Mild,Abnormal
Plethoric,no,Normal,,no,Complete,Normal
Asy/Patch,no,High,Lt_to_Rt,no,Mild,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,,no,Mild,Abnormal
Plethoric,no,Low,,no,Transp.,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,High,Lt_to_Rt,no,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,High,Rt_to_Lt,no,Complete,Congested
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,High,,yes,Mild,Abnormal
Oligaemic,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Congested
Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,yes,Normal,Rt_to_Lt,yes,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,Rt_to_Lt,yes,Transp.,Normal
Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Grd_Glass,no,Normal,,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Rt_to_Lt,yes,,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Complete,Congested
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,,no,Transp.,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,,Normal
Normal,no,Low,Lt_to_Rt,no,Mild,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,,no,Transp.,Normal
Normal,no,Normal,,yes,Transp.,Normal
Plethoric,yes,Low,Rt_to_Lt,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Normal,Lt_to_Rt,no,Transp.,Abnormal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,yes,Normal,,yes,Transp.,Abnormal
Normal,no,Low,,no,Complete,Normal
Normal,no,High,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,Normal,,no,,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,yes,High,,yes,,Abnormal
Plethoric,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Mild,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Complete,Congested
Oligaemic,yes,High,,yes,,Abnormal
Plethoric,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Normal,yes,High,,no,Transp.,Normal
Normal,no,Normal,,no,Transp.,Normal
Normal,no,Normal,,yes,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Asy/Patch,no,Normal,,no,Mild,Abnormal
Normal,no,High,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,,Abnormal
Oligaemic,no,Normal,,no,Transp.,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,High,,yes,Transp.,Abnormal
Asy/Patch,yes,High,Lt_to_Rt,yes,,Abnormal
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,yes,Normal,,yes,Transp.,Normal
Normal,no,High,,no,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,no,Normal,,no,Transp.,Congested
Plethoric,no,Normal,,yes,Complete,Congested
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,yes,Mild,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,High,,yes,Complete,Normal
Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,,no,Transp.,Normal
Grd_Glass,no,High,,no,,Congested
Oligaemic,no,Low,,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Plethoric,yes,Normal,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,,no,Mild,Normal
Normal,no,Normal,,yes,Complete,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,High,,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,High,Lt_to_Rt,yes,Mild,Abnormal
Normal,no,High,,no,Transp.,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Congested
Oligaemic,no,High,,no,Complete,Normal
Oligaemic,yes,Low,,yes,Mild,Normal
Oligaemic,no,Low,,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,Rt_to_Lt,no,Mild,Normal
Grd_Glass,no,Normal,,no,Transp.,Congested
Asy/Patch,no,Normal,Rt_to_Lt,no,,Abnormal
Grd_Glass,no,High,Rt_to_Lt,no,,Congested
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Grd_Glass,no,High,Rt_to_Lt,no,Complete,Abnormal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Congested
Plethoric,no,Normal,,no,Mild,Normal
Asy/Patch,yes,Low,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,yes,Normal,,yes,Transp.,Abnormal
Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,yes,High,Lt_to_Rt,yes,Complete,Normal
Normal,no,Normal,,yes,Transp.,Normal
Plethoric,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Oligaemic,no,High,,no,Transp.,Normal
Grd_Glass,yes,Normal,,no,Complete,Congested
Plethoric,no,Low,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Normal,Lt_to_Rt,no,Mild,Abnormal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,,no,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,High,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Grd_Glass,yes,Normal,Lt_to_Rt,yes,Mild,Abnormal
Plethoric,no,Low,,yes,Transp.,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,yes,High,Lt_to_Rt,yes,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,yes,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Rt_to_Lt,no,Mild,Normal
Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Low,,no,Transp.,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,High,Rt_to_Lt,no,Transp.,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
Plethoric,yes,Normal,,yes,Transp.,Normal
Oligaemic,no,Normal,,no,Complete,Normal
Asy/Patch,yes,High,Rt_to_Lt,yes,Transp.,Abnormal
Oligaemic,no,High,,no,Complete,Normal
Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Congested
Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Plethoric,no,Normal,,no,Transp.,Normal
Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Oligaemic,no,Normal,,no,Transp.,Normal
Plethoric,no,Low,,no,Transp.,Normal
Oligaemic,no,Normal,,no,Transp.,Normal
Grd_Glass,yes,High,,yes,Mild,Abnormal
Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
