Grunting,DuctFlow,GruntingReport,CardiacMixing,LungParench
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Abnormal
no,Lt_to_Rt,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
no,,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,,Normal
yes,Lt_to_Rt,yes,,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
yes,,yes,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Congested
yes,,yes,Transp.,Abnormal
no,,no,Complete,Normal
no,,yes,,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Rt_to_Lt,no,Mild,Abnormal
yes,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,,no,Transp.,Abnormal
yes,,yes,Transp.,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,yes,,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,,Congested
no,Lt_to_Rt,no,Transp.,Normal
no,Rt_to_Lt,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
no,,no,Transp.,Abnormal
yes,Lt_to_Rt,yes,Mild,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,yes,Complete,Abnormal
no,Rt_to_Lt,no,Complete,Congested
yes,,yes,Transp.,Normal
yes,Lt_to_Rt,yes,Mild,Congested
no,Lt_to_Rt,no,Mild,Normal
no,,yes,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
yes,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,Rt_to_Lt,no,Transp.,Normal
yes,Lt_to_Rt,no,,Normal
no,Rt_to_Lt,no,,Normal
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Abnormal
yes,,yes,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Abnormal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,no,,Abnormal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Congested
yes,Lt_to_Rt,yes,,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,Rt_to_Lt,yes,,Normal
no,Rt_to_Lt,yes,Mild,Normal
no,,yes,Transp.,Normal
no,,no,Transp.,Congested
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Complete,Congested
no,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Congested
no,Rt_to_Lt,no,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,yes,Complete,Normal
yes,Rt_to_Lt,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,yes,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
yes,,yes,Complete,Abnormal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
yes,Rt_to_Lt,yes,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,yes,Transp.,Normal
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Congested
no,,no,Mild,Normal
yes,Rt_to_Lt,no,Complete,Abnormal
yes,Lt_to_Rt,yes,Transp.,Normal
no,Rt_to_Lt,no,Complete,Congested
no,,no,Transp.,Normal
no,,yes,Transp.,Congested
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,yes,Transp.,Congested
yes,Lt_to_Rt,no,,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Congested
no,Rt_to_Lt,no,,Normal
yes,,yes,Transp.,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Rt_to_Lt,no,Complete,Congested
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,yes,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,Rt_to_Lt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
yes,,no,Transp.,Congested
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,,Normal
no,Rt_to_Lt,no,Complete,Congested
no,Rt_to_Lt,no,Mild,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,yes,Complete,Normal
no,Rt_to_Lt,no,,Normal
no,Rt_to_Lt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
no,,yes,Transp.,Normal
yes,Rt_to_Lt,no,Complete,Abnormal
yes,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,,Congested
no,Rt_to_Lt,no,,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
no,,no,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Abnormal
yes,Lt_to_Rt,no,Complete,Congested
no,,yes,Transp.,Normal
no,,no,Transp.,Normal
yes,,no,Complete,Normal
yes,Rt_to_Lt,no,,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,yes,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Transp.,Normal
no,Rt_to_Lt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
no,Rt_to_Lt,no,Complete,Abnormal
no,Lt_to_Rt,no,,Congested
yes,Lt_to_Rt,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Congested
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,,no,Transp.,Normal
yes,,yes,Complete,Congested
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Mild,Normal
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Mild,Abnormal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Complete,Congested
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
yes,,yes,Transp.,Abnormal
yes,,yes,Transp.,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
yes,,yes,Mild,Abnormal
no,,yes,Mild,Congested
no,Lt_to_Rt,no,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,Mild,Congested
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Mild,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,no,,Abnormal
yes,Rt_to_Lt,yes,Transp.,Normal
yes,,yes,Complete,Abnormal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Mild,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,,Abnormal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Rt_to_Lt,no,Complete,Abnormal
no,,yes,,Normal
yes,,yes,Transp.,Normal
yes,Rt_to_Lt,no,Mild,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,,no,,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Abnormal
yes,Rt_to_Lt,yes,,Abnormal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Rt_to_Lt,no,,Abnormal
no,Rt_to_Lt,no,Complete,Congested
no,Rt_to_Lt,no,Mild,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Abnormal
no,Rt_to_Lt,no,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Mild,Abnormal
yes,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,,yes,Complete,Abnormal
no,Rt_to_Lt,no,Transp.,Congested
yes,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Congested
yes,Lt_to_Rt,yes,Transp.,Normal
no,,yes,Complete,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Mild,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Mild,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Abnormal
no,Lt_to_Rt,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,Rt_to_Lt,no,,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,,yes,Mild,Congested
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Rt_to_Lt,yes,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,,Abnormal
yes,,yes,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Abnormal
yes,Rt_to_Lt,yes,,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Mild,Normal
no,,yes,Transp.,Normal
no,Rt_to_Lt,no,Complete,Congested
no,Lt_to_Rt,yes,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,,Abnormal
yes,,yes,Transp.,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,yes,Transp.,Normal
no,,no,,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Mild,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
yes,Rt_to_Lt,no,Mild,Abnormal
no,,no,Complete,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Mild,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Congested
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Mild,Normal
yes,Rt_to_Lt,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Congested
no,Lt_to_Rt,no,Complete,Normal
no,,yes,,Congested
no,,no,Mild,Normal
no,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Rt_to_Lt,yes,Transp.,Abnormal
no,,no,,Abnormal
no,Lt_to_Rt,no,Mild,Normal
yes,,no,Transp.,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
yes,Rt_to_Lt,yes,Mild,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Congested
yes,Rt_to_Lt,yes,Mild,Abnormal
no,,no,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,,yes,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,,no,Complete,Congested
no,Rt_to_Lt,no,Complete,Congested
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Mild,Abnormal
yes,Lt_to_Rt,yes,,Abnormal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,yes,Complete,Normal
yes,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Rt_to_Lt,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
yes,,yes,Complete,Normal
no,Lt_to_Rt,no,Mild,Normal
no,Lt_to_Rt,no,,Normal
no,Rt_to_Lt,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,Lt_to_Rt,no,Complete,Congested
no,,no,Transp.,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Transp.,Normal
no,,no,Mild,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,yes,,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,no,Complete,Congested
yes,,yes,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Congested
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Congested
yes,,no,Complete,Abnormal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Normal
no,Rt_to_Lt,no,,Abnormal
yes,,yes,Transp.,Abnormal
no,Rt_to_Lt,no,Complete,Normal
yes,Rt_to_Lt,no,Transp.,Abnormal
no,,no,Complete,Normal
no,,yes,Transp.,Normal
yes,Lt_to_Rt,yes,Complete,Abnormal
no,,no,Complete,Normal
no,,no,,Normal
no,Lt_to_Rt,no,Complete,Normal
yes,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,,Normal
no,Rt_to_Lt,yes,Complete,Normal
yes,,yes,Mild,Normal
no,,no,Transp.,Normal
no,,no,Complete,Abnormal
no,Lt_to_Rt,no,Complete,Normal
no,Lt_to_Rt,no,Complete,Abnormal
yes,Lt_to_Rt,yes,Complete,Normal
no,Lt_to_Rt,yes,Complete,Normal
no,,no,Transp.,Normal
no,Lt_to_Rt,no,Complete,Normal
no,,no,Transp.,Normal
yes,,yes,Transp.,Abnormal
no,,yes,Transp.,Normal
no,,no,Transp.,Normal
