HRBP,PULMEMBOLUS,INSUFFANESTH,INTUBATION,EXPCO2,MINVOL,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,LOW,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
NORMAL,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
NORMAL,False,True,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,True,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,NORMAL,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,True,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
LOW,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW
LOW,False,True,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH
NORMAL,False,False,ESOPHAGEAL,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL
HIGH,False,False,ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH
LOW,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
NORMAL,False,False,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH
NORMAL,False,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL
HIGH,False,False,NORMAL,ZERO,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,ESOPHAGEAL,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,LOW,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,NORMAL,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH
