PULMEMBOLUS,PAP,KINKEDTUBE,SHUNT,HR,SAO2,CATECHOL
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,LOW,NORMAL
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,NORMAL
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL
False,LOW,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,HIGH,LOW,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,HIGH,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
