HRBP,INTUBATION,EXPCO2,PVSAT,PAP,MINVOL,KINKEDTUBE,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS,HYPOVOLEMIA
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,LOW,HIGH,True
HIGH,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,LOW,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,NORMAL,HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,ZERO,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,True
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,NORMAL,LOW,LOW,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,ZERO,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,ONESIDED,NORMAL,LOW,NORMAL,LOW,False,LOW,NORMAL,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,ONESIDED,LOW,LOW,LOW,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,False
LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,NORMAL,LOW,NORMAL,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,LOW,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,ZERO,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,NORMAL,LOW,NORMAL,ZERO,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,ONESIDED,NORMAL,LOW,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,ONESIDED,NORMAL,LOW,NORMAL,ZERO,False,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,NORMAL,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,NORMAL,NORMAL,NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,ZERO,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,NORMAL,ZERO,False,HIGH,HIGH,ZERO,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
HIGH,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL,ZERO,NORMAL,LOW,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,ONESIDED,NORMAL,LOW,NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
LOW,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,LOW,HIGH,NORMAL,LOW,False,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ONESIDED,LOW,LOW,NORMAL,ZERO,False,LOW,NORMAL,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,True
LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,LOW,HIGH,ZERO,True,ZERO,NORMAL,ZERO,LOW,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,ZERO,False,HIGH,NORMAL,ZERO,NORMAL,HIGH,LOW,True
HIGH,NORMAL,ZERO,HIGH,NORMAL,ZERO,False,HIGH,HIGH,ZERO,LOW,NORMAL,NORMAL,False
