meldug_1,lai_0,foto_2,lai_3,meldug_2,straaling_3,lai_1,foto_1,dm_2,lai_4,foto_3,dm_1,lai_2
1___2__,4_5___5_5,0_50_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_50_kg_m2,0_48_kg_m2,0_5___1_5,0_90_kg_m2,0_22_kg_m2,3_5___4_5
0_01___0_5__,5_5___6_5,0_70_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_55_kg_m2,0_68_kg_m2,0_5___1_5,0_90_kg_m2,0_30_kg_m2,4_5___5_5
6___10__,4_5___5_5,0_75_kg_m2,2_5___3_5,2___6__,300___349_MJ_m2,4_5___5_5,0_45_kg_m2,0_68_kg_m2,0_5___1_5,0_80_kg_m2,0_24_kg_m2,4_5___5_5
1___2__,5_5___6_5,0_65_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_55_kg_m2,0_68_kg_m2,0_5___1_5,0_65_kg_m2,0_30_kg_m2,4_5___5_5
25___50__,3_5___4_5,0_40_kg_m2,1_5___2_5,0_01___0_5__,300___349_MJ_m2,1_5___2_5,0_35_kg_m2,0_34_kg_m2,0_5___1_5,0_70_kg_m2,0_14_kg_m2,2_5___3_5
0_01___0_5__,4_5___5_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_45_kg_m2,0_62_kg_m2,0_5___1_5,0_85_kg_m2,0_28_kg_m2,4_5___5_5
1___2__,3_5___4_5,0_55_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_45_kg_m2,0_50_kg_m2,0_5___1_5,0_70_kg_m2,0_22_kg_m2,3_5___4_5
25___50__,5_5___6_5,0_50_kg_m2,1_5___2_5,0_5___1__,300___349_MJ_m2,2_5___3_5,0_45_kg_m2,0_54_kg_m2,0_5___1_5,0_70_kg_m2,0_28_kg_m2,2_5___3_5
0_01___0_5__,5_5___6_5,0_50_kg_m2,4_5___5_5,0_00___0_01__,350___399_MJ_m2,___6_5,0_50_kg_m2,0_52_kg_m2,1_5___2_5,0_85_kg_m2,0_26_kg_m2,5_5___6_5
2___6__,5_5___6_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_65_kg_m2,0_68_kg_m2,0_5___1_5,0_75_kg_m2,0_38_kg_m2,4_5___5_5
25___50__,4_5___5_5,0_55_kg_m2,1_5___2_5,0_01___0_5__,300___349_MJ_m2,2_5___3_5,0_40_kg_m2,0_52_kg_m2,0_5___1_5,0_65_kg_m2,0_20_kg_m2,2_5___3_5
0_00___0_01__,5_5___6_5,0_35_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_55_kg_m2,0_42_kg_m2,0_5___1_5,0_80_kg_m2,0_30_kg_m2,5_5___6_5
1___2__,3_5___4_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_55_kg_m2,0_62_kg_m2,0_5___1_5,0_65_kg_m2,0_34_kg_m2,3_5___4_5
6___10__,2_5___3_5,0_35_kg_m2,1_5___2_5,0_5___1__,350___399_MJ_m2,1_5___2_5,0_40_kg_m2,0_34_kg_m2,0_5___1_5,0_85_kg_m2,0_20_kg_m2,1_5___2_5
6___10__,___6_5,0_45_kg_m2,3_5___4_5,6___10__,____400_MJ_m2,5_5___6_5,0_45_kg_m2,0_46_kg_m2,0_5___1_5,0_95_kg_m2,0_24_kg_m2,4_5___5_5
0_00___0_01__,4_5___5_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_50_kg_m2,0_58_kg_m2,0_5___1_5,0_90_kg_m2,0_30_kg_m2,3_5___4_5
0_01___0_5__,3_5___4_5,0_50_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_45_kg_m2,0_52_kg_m2,0_5___1_5,0_75_kg_m2,0_26_kg_m2,3_5___4_5
6___10__,5_5___6_5,0_65_kg_m2,2_5___3_5,0_01___0_5__,350___399_MJ_m2,5_5___6_5,0_60_kg_m2,0_68_kg_m2,0_5___1_5,0_85_kg_m2,0_32_kg_m2,4_5___5_5
2___6__,2_5___3_5,0_50_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,2_5___3_5,0_30_kg_m2,0_38_kg_m2,0_0___0_5,0_80_kg_m2,0_14_kg_m2,2_5___3_5
10___25__,4_5___5_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_65_kg_m2,0_62_kg_m2,0_5___1_5,0_95_kg_m2,0_36_kg_m2,3_5___4_5
50___100__,5_5___6_5,0_00_kg_m2,0_0___0_5,0_01___0_5__,___300_MJ_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5,0_20_kg_m2,0_00_kg_m2,0_0___0_5
50___100__,5_5___6_5,0_15_kg_m2,0_0___0_5,50___100__,300___349_MJ_m2,0_5___1_5,0_30_kg_m2,0_10_kg_m2,0_0___0_5,0_00_kg_m2,0_12_kg_m2,0_0___0_5
6___10__,5_5___6_5,0_45_kg_m2,2_5___3_5,10___25__,350___399_MJ_m2,4_5___5_5,0_45_kg_m2,0_44_kg_m2,0_5___1_5,1_00_kg_m2,0_22_kg_m2,3_5___4_5
50___100__,4_5___5_5,0_30_kg_m2,0_5___1_5,25___50__,300___349_MJ_m2,0_5___1_5,0_30_kg_m2,0_22_kg_m2,0_0___0_5,0_40_kg_m2,0_14_kg_m2,0_5___1_5
50___100__,5_5___6_5,0_30_kg_m2,0_5___1_5,6___10__,____400_MJ_m2,1_5___2_5,0_35_kg_m2,0_26_kg_m2,0_0___0_5,0_55_kg_m2,0_16_kg_m2,1_5___2_5
2___6__,3_5___4_5,0_40_kg_m2,1_5___2_5,2___6__,350___399_MJ_m2,4_5___5_5,0_50_kg_m2,0_48_kg_m2,0_0___0_5,0_85_kg_m2,0_30_kg_m2,4_5___5_5
25___50__,2_5___3_5,0_30_kg_m2,0_0___0_5,0_01___0_5__,350___399_MJ_m2,0_5___1_5,0_20_kg_m2,0_18_kg_m2,0_0___0_5,0_30_kg_m2,0_06_kg_m2,0_5___1_5
0_01___0_5__,5_5___6_5,0_45_kg_m2,2_5___3_5,0_00___0_01__,___300_MJ_m2,5_5___6_5,0_65_kg_m2,0_56_kg_m2,0_5___1_5,0_85_kg_m2,0_36_kg_m2,5_5___6_5
1___2__,5_5___6_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_65_kg_m2,0_64_kg_m2,0_5___1_5,0_95_kg_m2,0_38_kg_m2,4_5___5_5
0_5___1__,___6_5,0_50_kg_m2,3_5___4_5,1___2__,300___349_MJ_m2,___6_5,0_50_kg_m2,0_56_kg_m2,0_5___1_5,0_75_kg_m2,0_30_kg_m2,5_5___6_5
0_01___0_5__,4_5___5_5,0_55_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_35_kg_m2,0_42_kg_m2,0_5___1_5,1_10_kg_m2,0_18_kg_m2,5_5___6_5
10___25__,3_5___4_5,0_55_kg_m2,1_5___2_5,1___2__,350___399_MJ_m2,2_5___3_5,0_40_kg_m2,0_52_kg_m2,0_5___1_5,0_65_kg_m2,0_20_kg_m2,2_5___3_5
25___50__,5_5___6_5,0_40_kg_m2,2_5___3_5,1___2__,300___349_MJ_m2,3_5___4_5,0_35_kg_m2,0_40_kg_m2,0_5___1_5,0_80_kg_m2,0_20_kg_m2,3_5___4_5
1___2__,4_5___5_5,0_65_kg_m2,3_5___4_5,0_00___0_01__,____400_MJ_m2,4_5___5_5,0_60_kg_m2,0_70_kg_m2,0_5___1_5,1_15_kg_m2,0_32_kg_m2,4_5___5_5
50___100__,3_5___4_5,0_30_kg_m2,0_0___0_5,2___6__,350___399_MJ_m2,0_5___1_5,0_30_kg_m2,0_30_kg_m2,0_0___0_5,0_25_kg_m2,0_16_kg_m2,0_5___1_5
0_00___0_01__,5_5___6_5,0_75_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_70_kg_m2,0_80_kg_m2,0_5___1_5,0_75_kg_m2,0_40_kg_m2,4_5___5_5
2___6__,4_5___5_5,0_50_kg_m2,1_5___2_5,10___25__,350___399_MJ_m2,3_5___4_5,0_50_kg_m2,0_50_kg_m2,0_5___1_5,0_70_kg_m2,0_26_kg_m2,2_5___3_5
0_00___0_01__,5_5___6_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_65_kg_m2,0_68_kg_m2,0_5___1_5,0_70_kg_m2,0_38_kg_m2,4_5___5_5
10___25__,2_5___3_5,0_40_kg_m2,1_5___2_5,0_5___1__,300___349_MJ_m2,2_5___3_5,0_60_kg_m2,0_48_kg_m2,0_5___1_5,0_60_kg_m2,0_32_kg_m2,2_5___3_5
0_5___1__,3_5___4_5,0_45_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_60_kg_m2,0_52_kg_m2,0_5___1_5,0_80_kg_m2,0_34_kg_m2,3_5___4_5
2___6__,3_5___4_5,0_35_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,2_5___3_5,0_40_kg_m2,0_34_kg_m2,0_5___1_5,0_70_kg_m2,0_20_kg_m2,2_5___3_5
0_01___0_5__,4_5___5_5,0_40_kg_m2,2_5___3_5,6___10__,300___349_MJ_m2,5_5___6_5,0_35_kg_m2,0_36_kg_m2,0_5___1_5,0_80_kg_m2,0_16_kg_m2,4_5___5_5
10___25__,5_5___6_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,4_5___5_5,0_55_kg_m2,0_58_kg_m2,0_5___1_5,0_80_kg_m2,0_28_kg_m2,3_5___4_5
0_5___1__,3_5___4_5,0_50_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_50_kg_m2,0_52_kg_m2,0_5___1_5,0_85_kg_m2,0_28_kg_m2,3_5___4_5
25___50__,5_5___6_5,0_40_kg_m2,2_5___3_5,0_01___0_5__,350___399_MJ_m2,2_5___3_5,0_45_kg_m2,0_44_kg_m2,0_5___1_5,0_90_kg_m2,0_24_kg_m2,2_5___3_5
1___2__,___6_5,0_45_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,___6_5,0_60_kg_m2,0_60_kg_m2,0_5___1_5,0_85_kg_m2,0_38_kg_m2,5_5___6_5
25___50__,5_5___6_5,0_45_kg_m2,1_5___2_5,1___2__,300___349_MJ_m2,2_5___3_5,0_35_kg_m2,0_38_kg_m2,0_5___1_5,0_75_kg_m2,0_14_kg_m2,2_5___3_5
0_01___0_5__,___6_5,0_45_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,___6_5,0_55_kg_m2,0_56_kg_m2,0_5___1_5,0_95_kg_m2,0_30_kg_m2,5_5___6_5
50___100__,5_5___6_5,0_00_kg_m2,0_0___0_5,50___100__,300___349_MJ_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5
10___25__,4_5___5_5,0_60_kg_m2,2_5___3_5,0_01___0_5__,____400_MJ_m2,3_5___4_5,0_35_kg_m2,0_48_kg_m2,0_5___1_5,0_80_kg_m2,0_18_kg_m2,3_5___4_5
0_00___0_01__,___6_5,0_50_kg_m2,5_5___6_5,0_00___0_01__,300___349_MJ_m2,___6_5,0_45_kg_m2,0_48_kg_m2,1_5___2_5,0_95_kg_m2,0_22_kg_m2,___6_5
0_00___0_01__,3_5___4_5,0_50_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_30_kg_m2,0_38_kg_m2,0_5___1_5,0_90_kg_m2,0_14_kg_m2,3_5___4_5
50___100__,5_5___6_5,0_20_kg_m2,0_5___1_5,1___2__,300___349_MJ_m2,0_5___1_5,0_15_kg_m2,0_12_kg_m2,0_0___0_5,0_40_kg_m2,0_04_kg_m2,0_5___1_5
2___6__,4_5___5_5,0_55_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_40_kg_m2,0_50_kg_m2,1_5___2_5,0_90_kg_m2,0_20_kg_m2,5_5___6_5
6___10__,5_5___6_5,0_65_kg_m2,3_5___4_5,1___2__,300___349_MJ_m2,5_5___6_5,0_45_kg_m2,0_60_kg_m2,0_5___1_5,0_80_kg_m2,0_22_kg_m2,5_5___6_5
0_01___0_5__,3_5___4_5,0_55_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_75_kg_m2,0_74_kg_m2,0_5___1_5,0_60_kg_m2,0_46_kg_m2,3_5___4_5
0_00___0_01__,5_5___6_5,0_50_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_55_kg_m2,0_58_kg_m2,0_5___1_5,0_90_kg_m2,0_32_kg_m2,5_5___6_5
50___100__,___6_5,0_25_kg_m2,0_5___1_5,1___2__,350___399_MJ_m2,0_5___1_5,0_25_kg_m2,0_16_kg_m2,0_0___0_5,0_30_kg_m2,0_10_kg_m2,0_5___1_5
0_00___0_01__,5_5___6_5,0_60_kg_m2,3_5___4_5,0_00___0_01__,___300_MJ_m2,5_5___6_5,0_60_kg_m2,0_64_kg_m2,0_5___1_5,0_85_kg_m2,0_30_kg_m2,___6_5
0_00___0_01__,5_5___6_5,0_70_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_75_kg_m2,0_86_kg_m2,0_5___1_5,0_95_kg_m2,0_46_kg_m2,5_5___6_5
50___100__,5_5___6_5,0_00_kg_m2,0_0___0_5,1___2__,300___349_MJ_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5
1___2__,5_5___6_5,0_40_kg_m2,4_5___5_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_40_kg_m2,0_36_kg_m2,1_5___2_5,0_90_kg_m2,0_18_kg_m2,5_5___6_5
0_00___0_01__,5_5___6_5,0_65_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_55_kg_m2,0_66_kg_m2,0_5___1_5,0_95_kg_m2,0_32_kg_m2,5_5___6_5
1___2__,___6_5,0_65_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,___6_5,0_45_kg_m2,0_58_kg_m2,0_5___1_5,1_00_kg_m2,0_22_kg_m2,5_5___6_5
6___10__,5_5___6_5,0_65_kg_m2,3_5___4_5,0_01___0_5__,___300_MJ_m2,4_5___5_5,0_55_kg_m2,0_70_kg_m2,0_5___1_5,0_75_kg_m2,0_30_kg_m2,4_5___5_5
6___10__,3_5___4_5,0_30_kg_m2,0_5___1_5,50___100__,300___349_MJ_m2,3_5___4_5,0_65_kg_m2,0_48_kg_m2,0_0___0_5,0_55_kg_m2,0_38_kg_m2,0_5___1_5
2___6__,5_5___6_5,0_65_kg_m2,3_5___4_5,0_00___0_01__,____400_MJ_m2,4_5___5_5,0_30_kg_m2,0_48_kg_m2,0_5___1_5,1_15_kg_m2,0_14_kg_m2,4_5___5_5
0_5___1__,5_5___6_5,0_45_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_50_kg_m2,0_46_kg_m2,0_5___1_5,0_85_kg_m2,0_24_kg_m2,5_5___6_5
0_5___1__,5_5___6_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,___6_5,0_60_kg_m2,0_64_kg_m2,0_5___1_5,0_85_kg_m2,0_30_kg_m2,5_5___6_5
50___100__,5_5___6_5,0_20_kg_m2,0_5___1_5,1___2__,350___399_MJ_m2,0_5___1_5,0_15_kg_m2,0_10_kg_m2,0_0___0_5,0_70_kg_m2,0_04_kg_m2,0_5___1_5
25___50__,5_5___6_5,0_45_kg_m2,1_5___2_5,2___6__,300___349_MJ_m2,2_5___3_5,0_45_kg_m2,0_42_kg_m2,0_5___1_5,0_80_kg_m2,0_22_kg_m2,2_5___3_5
2___6__,4_5___5_5,0_45_kg_m2,2_5___3_5,0_5___1__,300___349_MJ_m2,4_5___5_5,0_55_kg_m2,0_50_kg_m2,0_5___1_5,0_70_kg_m2,0_28_kg_m2,4_5___5_5
0_00___0_01__,2_5___3_5,0_45_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,2_5___3_5,0_45_kg_m2,0_46_kg_m2,0_5___1_5,0_65_kg_m2,0_26_kg_m2,2_5___3_5
0_00___0_01__,3_5___4_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,4_5___5_5,0_45_kg_m2,0_54_kg_m2,0_5___1_5,0_75_kg_m2,0_24_kg_m2,4_5___5_5
0_5___1__,5_5___6_5,0_45_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_50_kg_m2,0_48_kg_m2,0_5___1_5,0_75_kg_m2,0_28_kg_m2,5_5___6_5
2___6__,5_5___6_5,0_50_kg_m2,1_5___2_5,25___50__,350___399_MJ_m2,5_5___6_5,0_55_kg_m2,0_60_kg_m2,0_5___1_5,0_85_kg_m2,0_32_kg_m2,2_5___3_5
6___10__,3_5___4_5,0_35_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_50_kg_m2,0_40_kg_m2,0_5___1_5,0_80_kg_m2,0_28_kg_m2,2_5___3_5
0_5___1__,5_5___6_5,0_55_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_55_kg_m2,0_60_kg_m2,0_5___1_5,0_90_kg_m2,0_30_kg_m2,5_5___6_5
25___50__,4_5___5_5,0_35_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,2_5___3_5,0_35_kg_m2,0_32_kg_m2,0_5___1_5,0_60_kg_m2,0_16_kg_m2,2_5___3_5
50___100__,2_5___3_5,0_20_kg_m2,0_5___1_5,0_00___0_01__,300___349_MJ_m2,0_5___1_5,0_15_kg_m2,0_08_kg_m2,0_0___0_5,0_60_kg_m2,0_00_kg_m2,0_5___1_5
50___100__,5_5___6_5,0_20_kg_m2,0_5___1_5,0_5___1__,300___349_MJ_m2,0_5___1_5,0_30_kg_m2,0_20_kg_m2,0_0___0_5,0_65_kg_m2,0_14_kg_m2,0_5___1_5
2___6__,3_5___4_5,0_60_kg_m2,2_5___3_5,0_01___0_5__,300___349_MJ_m2,3_5___4_5,0_55_kg_m2,0_68_kg_m2,0_5___1_5,0_80_kg_m2,0_34_kg_m2,3_5___4_5
1___2__,2_5___3_5,0_35_kg_m2,0_5___1_5,2___6__,350___399_MJ_m2,1_5___2_5,0_35_kg_m2,0_32_kg_m2,0_0___0_5,0_45_kg_m2,0_14_kg_m2,1_5___2_5
0_00___0_01__,5_5___6_5,0_45_kg_m2,4_5___5_5,0_00___0_01__,____400_MJ_m2,5_5___6_5,0_55_kg_m2,0_52_kg_m2,0_5___1_5,1_20_kg_m2,0_28_kg_m2,___6_5
0_01___0_5__,5_5___6_5,0_65_kg_m2,4_5___5_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_45_kg_m2,0_60_kg_m2,1_5___2_5,1_10_kg_m2,0_22_kg_m2,5_5___6_5
0_00___0_01__,___6_5,0_70_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,___6_5,0_50_kg_m2,0_70_kg_m2,0_5___1_5,0_90_kg_m2,0_30_kg_m2,5_5___6_5
1___2__,3_5___4_5,0_60_kg_m2,2_5___3_5,2___6__,350___399_MJ_m2,3_5___4_5,0_30_kg_m2,0_46_kg_m2,0_5___1_5,0_95_kg_m2,0_12_kg_m2,3_5___4_5
50___100__,3_5___4_5,0_25_kg_m2,0_5___1_5,2___6__,350___399_MJ_m2,0_5___1_5,0_20_kg_m2,0_18_kg_m2,0_0___0_5,0_35_kg_m2,0_10_kg_m2,0_5___1_5
0_01___0_5__,4_5___5_5,0_60_kg_m2,3_5___4_5,0_00___0_01__,____400_MJ_m2,4_5___5_5,0_55_kg_m2,0_60_kg_m2,0_5___1_5,1_20_kg_m2,0_28_kg_m2,4_5___5_5
1___2__,___6_5,0_55_kg_m2,4_5___5_5,0_00___0_01__,___300_MJ_m2,___6_5,0_50_kg_m2,0_54_kg_m2,1_5___2_5,0_70_kg_m2,0_28_kg_m2,___6_5
0_00___0_01__,3_5___4_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,3_5___4_5,0_40_kg_m2,0_48_kg_m2,0_5___1_5,0_80_kg_m2,0_20_kg_m2,3_5___4_5
6___10__,___6_5,0_60_kg_m2,3_5___4_5,0_5___1__,350___399_MJ_m2,___6_5,0_65_kg_m2,0_72_kg_m2,0_5___1_5,1_05_kg_m2,0_40_kg_m2,___6_5
1___2__,5_5___6_5,0_60_kg_m2,3_5___4_5,0_5___1__,____400_MJ_m2,___6_5,0_65_kg_m2,0_68_kg_m2,0_5___1_5,0_95_kg_m2,0_38_kg_m2,5_5___6_5
0_01___0_5__,2_5___3_5,0_45_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,2_5___3_5,0_25_kg_m2,0_34_kg_m2,0_5___1_5,0_80_kg_m2,0_12_kg_m2,2_5___3_5
0_00___0_01__,3_5___4_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_45_kg_m2,0_52_kg_m2,0_5___1_5,0_85_kg_m2,0_24_kg_m2,3_5___4_5
25___50__,5_5___6_5,0_45_kg_m2,1_5___2_5,0_01___0_5__,300___349_MJ_m2,2_5___3_5,0_50_kg_m2,0_50_kg_m2,0_5___1_5,0_60_kg_m2,0_30_kg_m2,2_5___3_5
0_00___0_01__,4_5___5_5,0_60_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,4_5___5_5,0_60_kg_m2,0_64_kg_m2,0_5___1_5,0_85_kg_m2,0_32_kg_m2,4_5___5_5
25___50__,3_5___4_5,0_45_kg_m2,1_5___2_5,2___6__,350___399_MJ_m2,2_5___3_5,0_35_kg_m2,0_36_kg_m2,0_5___1_5,0_80_kg_m2,0_14_kg_m2,2_5___3_5
50___100__,3_5___4_5,0_30_kg_m2,0_0___0_5,2___6__,350___399_MJ_m2,0_5___1_5,0_40_kg_m2,0_34_kg_m2,0_0___0_5,0_00_kg_m2,0_18_kg_m2,0_5___1_5
50___100__,5_5___6_5,0_45_kg_m2,0_5___1_5,10___25__,300___349_MJ_m2,0_5___1_5,0_20_kg_m2,0_26_kg_m2,0_0___0_5,0_50_kg_m2,0_06_kg_m2,0_5___1_5
10___25__,5_5___6_5,0_50_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,5_5___6_5,0_40_kg_m2,0_48_kg_m2,1_5___2_5,1_05_kg_m2,0_22_kg_m2,5_5___6_5
0_5___1__,5_5___6_5,0_50_kg_m2,2_5___3_5,0_5___1__,300___349_MJ_m2,5_5___6_5,0_45_kg_m2,0_44_kg_m2,0_5___1_5,0_75_kg_m2,0_22_kg_m2,4_5___5_5
25___50__,4_5___5_5,0_40_kg_m2,2_5___3_5,6___10__,300___349_MJ_m2,3_5___4_5,0_55_kg_m2,0_48_kg_m2,0_5___1_5,0_70_kg_m2,0_32_kg_m2,3_5___4_5
0_00___0_01__,4_5___5_5,0_50_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_55_kg_m2,0_60_kg_m2,0_5___1_5,1_05_kg_m2,0_32_kg_m2,4_5___5_5
50___100__,5_5___6_5,0_35_kg_m2,0_5___1_5,6___10__,300___349_MJ_m2,1_5___2_5,0_30_kg_m2,0_28_kg_m2,0_0___0_5,0_35_kg_m2,0_12_kg_m2,1_5___2_5
10___25__,4_5___5_5,0_60_kg_m2,2_5___3_5,0_5___1__,300___349_MJ_m2,3_5___4_5,0_60_kg_m2,0_70_kg_m2,0_5___1_5,0_80_kg_m2,0_36_kg_m2,3_5___4_5
6___10__,5_5___6_5,0_55_kg_m2,3_5___4_5,0_5___1__,350___399_MJ_m2,4_5___5_5,0_60_kg_m2,0_68_kg_m2,0_5___1_5,1_10_kg_m2,0_38_kg_m2,5_5___6_5
10___25__,4_5___5_5,0_60_kg_m2,2_5___3_5,2___6__,300___349_MJ_m2,3_5___4_5,0_40_kg_m2,0_54_kg_m2,0_5___1_5,0_70_kg_m2,0_22_kg_m2,3_5___4_5
0_00___0_01__,5_5___6_5,0_50_kg_m2,3_5___4_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_65_kg_m2,0_64_kg_m2,0_5___1_5,0_95_kg_m2,0_38_kg_m2,5_5___6_5
6___10__,___6_5,0_45_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,5_5___6_5,0_80_kg_m2,0_66_kg_m2,0_5___1_5,0_75_kg_m2,0_48_kg_m2,4_5___5_5
0_01___0_5__,5_5___6_5,0_50_kg_m2,2_5___3_5,0_00___0_01__,300___349_MJ_m2,4_5___5_5,0_45_kg_m2,0_46_kg_m2,0_5___1_5,0_95_kg_m2,0_22_kg_m2,3_5___4_5
0_00___0_01__,3_5___4_5,0_75_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_45_kg_m2,0_62_kg_m2,0_5___1_5,0_80_kg_m2,0_22_kg_m2,4_5___5_5
0_00___0_01__,4_5___5_5,0_50_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_45_kg_m2,0_46_kg_m2,0_5___1_5,0_75_kg_m2,0_22_kg_m2,3_5___4_5
0_5___1__,2_5___3_5,0_55_kg_m2,1_5___2_5,0_00___0_01__,350___399_MJ_m2,2_5___3_5,0_45_kg_m2,0_50_kg_m2,0_5___1_5,0_80_kg_m2,0_20_kg_m2,2_5___3_5
0_00___0_01__,___6_5,0_60_kg_m2,3_5___4_5,0_00___0_01__,350___399_MJ_m2,___6_5,0_65_kg_m2,0_66_kg_m2,0_5___1_5,0_95_kg_m2,0_38_kg_m2,___6_5
25___50__,3_5___4_5,0_50_kg_m2,0_5___1_5,2___6__,300___349_MJ_m2,1_5___2_5,0_35_kg_m2,0_44_kg_m2,0_5___1_5,0_40_kg_m2,0_18_kg_m2,1_5___2_5
2___6__,5_5___6_5,0_60_kg_m2,2_5___3_5,2___6__,300___349_MJ_m2,4_5___5_5,0_40_kg_m2,0_54_kg_m2,0_5___1_5,0_65_kg_m2,0_22_kg_m2,4_5___5_5
0_00___0_01__,3_5___4_5,0_55_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,3_5___4_5,0_55_kg_m2,0_60_kg_m2,0_5___1_5,0_75_kg_m2,0_32_kg_m2,4_5___5_5
2___6__,5_5___6_5,0_40_kg_m2,2_5___3_5,0_00___0_01__,350___399_MJ_m2,4_5___5_5,0_70_kg_m2,0_56_kg_m2,0_5___1_5,0_75_kg_m2,0_42_kg_m2,3_5___4_5
2___6__,4_5___5_5,0_40_kg_m2,1_5___2_5,2___6__,300___349_MJ_m2,3_5___4_5,0_40_kg_m2,0_38_kg_m2,0_5___1_5,0_75_kg_m2,0_22_kg_m2,2_5___3_5
50___100__,3_5___4_5,0_25_kg_m2,0_0___0_5,0_5___1__,300___349_MJ_m2,0_5___1_5,0_15_kg_m2,0_12_kg_m2,0_0___0_5,0_00_kg_m2,0_02_kg_m2,0_5___1_5
0_00___0_01__,2_5___3_5,0_40_kg_m2,1_5___2_5,0_00___0_01__,300___349_MJ_m2,2_5___3_5,0_55_kg_m2,0_46_kg_m2,0_5___1_5,0_60_kg_m2,0_30_kg_m2,2_5___3_5
