XrayReport,Grunting,GruntingReport,Sick
Normal,no,no,no
Normal,no,no,no
Normal,yes,no,yes
Oligaemic,no,no,no
Normal,no,no,yes
Normal,no,no,no
Oligaemic,no,yes,no
Oligaemic,no,no,no
Oligaemic,yes,yes,yes
Asy/Patchy,yes,yes,yes
Asy/Patchy,no,no,no
Oligaemic,yes,yes,no
Plethoric,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Plethoric,no,no,no
Plethoric,no,no,no
Normal,no,no,yes
Normal,no,yes,yes
Oligaemic,yes,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,yes,no
Normal,yes,yes,yes
Oligaemic,yes,yes,no
Asy/Patchy,no,yes,no
Normal,no,no,yes
Plethoric,no,no,no
Oligaemic,yes,yes,no
Oligaemic,no,yes,no
Plethoric,no,no,yes
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,yes,yes,no
Asy/Patchy,no,no,yes
Plethoric,no,no,yes
Plethoric,no,no,no
Asy/Patchy,no,yes,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Oligaemic,yes,yes,yes
Normal,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,no,no,no
Normal,no,yes,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Oligaemic,yes,yes,no
Grd_Glass,no,no,no
Normal,no,no,yes
Normal,yes,yes,no
Oligaemic,no,yes,no
Oligaemic,no,yes,yes
Asy/Patchy,yes,yes,no
Oligaemic,no,no,yes
Asy/Patchy,no,no,yes
Grd_Glass,no,no,yes
Grd_Glass,yes,yes,yes
Plethoric,no,yes,no
Grd_Glass,no,no,no
Oligaemic,no,no,yes
Grd_Glass,no,no,yes
Normal,no,no,no
Normal,yes,yes,no
Plethoric,yes,yes,yes
Plethoric,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Oligaemic,no,no,no
Plethoric,yes,yes,yes
Normal,yes,yes,yes
Grd_Glass,no,no,no
Oligaemic,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,no,no,no
Plethoric,yes,no,yes
Oligaemic,yes,yes,no
Oligaemic,no,no,no
Plethoric,no,no,no
Plethoric,no,yes,no
Oligaemic,yes,yes,no
Oligaemic,no,no,no
Grd_Glass,yes,no,yes
Asy/Patchy,yes,yes,no
Asy/Patchy,no,no,yes
Plethoric,no,no,no
Plethoric,no,no,no
Asy/Patchy,yes,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,no,yes,yes
Normal,no,no,yes
Plethoric,no,no,no
Grd_Glass,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,no
Plethoric,yes,yes,yes
Asy/Patchy,no,no,no
Asy/Patchy,yes,yes,yes
Oligaemic,no,yes,no
Normal,no,no,no
Normal,yes,yes,yes
Plethoric,no,yes,no
Normal,yes,yes,no
Asy/Patchy,yes,no,no
Normal,no,no,yes
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Grd_Glass,yes,yes,yes
Oligaemic,yes,yes,yes
Normal,yes,yes,yes
Asy/Patchy,no,no,no
Normal,yes,yes,yes
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Plethoric,yes,no,no
Normal,no,no,no
Asy/Patchy,yes,yes,yes
Grd_Glass,yes,no,yes
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,yes,yes,yes
Plethoric,no,no,no
Grd_Glass,yes,yes,no
Grd_Glass,no,no,yes
Plethoric,no,no,no
Asy/Patchy,no,no,no
Normal,yes,yes,yes
Normal,no,no,no
Asy/Patchy,no,no,yes
Plethoric,no,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Grd_Glass,no,no,no
Asy/Patchy,no,yes,yes
Normal,no,no,no
Oligaemic,no,yes,no
Asy/Patchy,yes,no,yes
Plethoric,yes,yes,yes
Normal,no,no,no
Normal,no,no,yes
Plethoric,no,no,no
Oligaemic,no,yes,no
Oligaemic,yes,yes,yes
Normal,no,no,no
Oligaemic,yes,no,no
Oligaemic,no,no,yes
Asy/Patchy,yes,yes,yes
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Plethoric,yes,yes,no
Plethoric,no,no,no
Plethoric,no,no,yes
Grd_Glass,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,yes
Oligaemic,no,no,yes
Plethoric,no,no,no
Plethoric,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,yes,yes,yes
Grd_Glass,no,no,no
Oligaemic,no,yes,yes
Oligaemic,yes,no,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Grd_Glass,no,no,no
Normal,no,no,no
Normal,yes,yes,yes
Normal,yes,yes,no
Plethoric,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,yes,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Normal,yes,yes,no
Asy/Patchy,yes,no,no
Oligaemic,no,no,yes
Asy/Patchy,yes,yes,yes
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Grd_Glass,no,no,no
Oligaemic,no,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,yes,no,yes
Normal,no,no,no
Asy/Patchy,yes,yes,yes
Oligaemic,no,no,yes
Plethoric,no,yes,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Plethoric,yes,yes,no
Grd_Glass,yes,yes,yes
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Grd_Glass,no,no,no
Normal,no,no,yes
Oligaemic,yes,no,yes
Oligaemic,yes,no,yes
Plethoric,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Plethoric,no,no,no
Normal,no,yes,yes
Oligaemic,no,no,no
Normal,yes,yes,no
Plethoric,no,no,no
Plethoric,no,no,yes
Asy/Patchy,yes,no,yes
Normal,no,no,no
Normal,yes,yes,no
Oligaemic,no,no,no
Asy/Patchy,yes,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,yes
Grd_Glass,yes,yes,no
Plethoric,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,no
Asy/Patchy,no,no,yes
Normal,no,no,yes
Plethoric,yes,yes,yes
Oligaemic,yes,no,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Oligaemic,no,no,yes
Plethoric,no,no,yes
Plethoric,yes,yes,no
Plethoric,no,no,no
Oligaemic,yes,yes,yes
Grd_Glass,yes,yes,no
Oligaemic,no,no,no
Plethoric,no,no,no
Plethoric,yes,yes,no
Oligaemic,no,no,no
Oligaemic,yes,yes,no
Asy/Patchy,yes,yes,no
Normal,no,no,no
Normal,no,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,no,yes
Plethoric,no,no,yes
Plethoric,no,no,no
Oligaemic,yes,no,yes
Grd_Glass,no,yes,no
Asy/Patchy,yes,no,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Plethoric,no,no,no
Normal,no,no,no
Normal,no,no,yes
Plethoric,no,no,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,yes
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,yes
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,yes
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,yes,yes
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Normal,no,no,yes
Grd_Glass,no,no,yes
Grd_Glass,yes,yes,yes
Oligaemic,yes,no,yes
Normal,yes,yes,no
Asy/Patchy,yes,no,yes
Asy/Patchy,no,no,no
Plethoric,no,no,no
Asy/Patchy,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Normal,no,no,yes
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,yes
Oligaemic,no,no,yes
Oligaemic,no,yes,yes
Plethoric,yes,yes,no
Oligaemic,no,no,no
Plethoric,no,yes,no
Oligaemic,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,no
Asy/Patchy,no,no,yes
Plethoric,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,yes
Asy/Patchy,yes,yes,yes
Plethoric,no,no,no
Normal,no,no,no
Grd_Glass,yes,yes,yes
Plethoric,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,yes,yes,no
Asy/Patchy,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Grd_Glass,no,no,yes
Plethoric,no,no,no
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,yes
Normal,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,no
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Plethoric,yes,yes,no
Oligaemic,no,no,no
Plethoric,no,no,no
Asy/Patchy,yes,no,no
Plethoric,no,no,yes
Asy/Patchy,no,no,no
Asy/Patchy,no,no,yes
Asy/Patchy,yes,yes,no
Plethoric,no,no,no
Normal,no,no,yes
Normal,no,no,yes
Normal,no,no,no
Asy/Patchy,yes,yes,no
Asy/Patchy,no,no,no
Plethoric,yes,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Plethoric,no,no,yes
Plethoric,no,yes,no
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,no,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Normal,yes,yes,yes
Normal,no,no,no
Normal,no,no,no
Grd_Glass,no,no,yes
Asy/Patchy,no,no,no
Normal,no,no,no
Asy/Patchy,yes,no,yes
Asy/Patchy,no,no,yes
Grd_Glass,yes,yes,no
Normal,yes,yes,no
Oligaemic,no,no,yes
Oligaemic,yes,yes,no
Normal,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Normal,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Oligaemic,no,yes,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Asy/Patchy,no,no,no
Normal,no,no,no
Grd_Glass,no,no,no
Plethoric,no,no,no
Normal,yes,yes,no
Normal,no,no,no
Grd_Glass,no,no,yes
Normal,yes,yes,yes
Grd_Glass,yes,yes,yes
Plethoric,yes,yes,no
Oligaemic,yes,yes,no
Plethoric,no,no,yes
Plethoric,yes,no,no
Plethoric,no,no,yes
Oligaemic,yes,yes,yes
Plethoric,yes,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Oligaemic,yes,no,no
Oligaemic,no,no,no
Normal,no,no,no
Grd_Glass,no,no,yes
Normal,no,yes,no
Normal,yes,yes,no
Normal,no,no,no
Grd_Glass,no,no,no
Oligaemic,no,yes,no
Oligaemic,no,no,no
Normal,no,no,no
Asy/Patchy,no,yes,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Normal,no,yes,yes
Oligaemic,no,no,no
Grd_Glass,yes,yes,yes
Plethoric,no,no,no
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Plethoric,no,no,no
Plethoric,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Normal,yes,yes,no
Grd_Glass,no,no,yes
Plethoric,no,no,no
Asy/Patchy,yes,yes,yes
Oligaemic,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Plethoric,yes,yes,no
Grd_Glass,yes,yes,yes
Plethoric,no,no,yes
Normal,yes,yes,yes
Oligaemic,no,no,no
Asy/Patchy,yes,yes,yes
Asy/Patchy,yes,yes,no
Asy/Patchy,yes,yes,yes
Normal,yes,yes,yes
Plethoric,no,yes,yes
Oligaemic,yes,yes,no
Oligaemic,no,yes,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Plethoric,no,no,no
Normal,yes,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,yes
Normal,no,no,yes
Normal,no,no,no
Oligaemic,yes,yes,yes
Normal,no,yes,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Normal,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Asy/Patchy,yes,yes,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Grd_Glass,no,no,no
Normal,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,yes,yes,yes
Oligaemic,yes,yes,no
Plethoric,no,no,no
Normal,no,no,no
Normal,yes,yes,yes
Oligaemic,yes,no,no
Grd_Glass,yes,no,yes
Oligaemic,no,no,no
Normal,no,yes,yes
Plethoric,no,no,no
Normal,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,no,yes,no
Plethoric,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,no
Grd_Glass,no,no,no
Normal,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Plethoric,no,no,no
Asy/Patchy,yes,yes,yes
Grd_Glass,no,no,yes
Grd_Glass,no,no,no
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,no
Oligaemic,no,yes,no
Normal,yes,yes,no
Plethoric,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,no,no,yes
Oligaemic,no,no,yes
Normal,no,no,yes
Oligaemic,yes,yes,yes
Normal,no,no,yes
Oligaemic,no,no,no
Grd_Glass,no,no,no
Normal,no,no,no
Oligaemic,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,no,yes
Normal,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,yes
Asy/Patchy,yes,no,no
Oligaemic,yes,no,no
Normal,no,no,yes
Grd_Glass,no,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,yes,no,yes
Plethoric,yes,no,no
Plethoric,no,no,no
Normal,no,yes,yes
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Grd_Glass,no,yes,no
Oligaemic,no,no,no
Plethoric,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,yes
Normal,no,no,no
Asy/Patchy,no,no,no
Normal,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Normal,yes,no,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Grd_Glass,yes,yes,yes
Plethoric,no,no,no
Normal,no,no,no
Normal,no,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,yes
Oligaemic,yes,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,yes
Normal,yes,no,yes
Oligaemic,no,no,no
Normal,no,yes,yes
Oligaemic,no,no,no
Asy/Patchy,no,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Asy/Patchy,yes,yes,no
Normal,no,yes,yes
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Normal,yes,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Grd_Glass,no,no,yes
Normal,no,no,no
Normal,no,no,no
Plethoric,no,no,no
Normal,no,yes,no
Plethoric,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,yes,no
Grd_Glass,no,no,no
Grd_Glass,no,yes,yes
Plethoric,no,no,no
Grd_Glass,no,no,no
Plethoric,no,no,yes
Oligaemic,yes,yes,no
Plethoric,yes,no,no
Normal,no,no,no
Grd_Glass,yes,yes,no
Plethoric,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Normal,no,yes,yes
Normal,no,yes,yes
Plethoric,yes,yes,yes
Plethoric,no,no,no
Oligaemic,yes,yes,no
Normal,no,no,no
Normal,no,no,yes
Oligaemic,no,no,no
Plethoric,no,yes,yes
Oligaemic,no,no,no
Oligaemic,no,yes,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Plethoric,no,no,no
Oligaemic,no,yes,yes
Asy/Patchy,no,no,yes
Grd_Glass,no,no,no
Normal,no,yes,no
Asy/Patchy,no,no,no
Normal,no,no,yes
Oligaemic,no,no,yes
Oligaemic,no,no,yes
Asy/Patchy,no,no,yes
Plethoric,no,no,no
Oligaemic,no,yes,no
Normal,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,yes
Normal,yes,yes,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,yes
Normal,no,no,no
Normal,no,yes,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Grd_Glass,no,no,yes
Normal,no,no,no
Oligaemic,yes,yes,yes
Asy/Patchy,no,no,yes
Plethoric,no,no,no
Normal,no,no,yes
Normal,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Normal,no,yes,no
Normal,no,no,no
Normal,yes,yes,no
Plethoric,no,no,no
Oligaemic,yes,yes,yes
Normal,yes,yes,yes
Asy/Patchy,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,no
Plethoric,no,no,no
Grd_Glass,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,no
Grd_Glass,no,no,no
Oligaemic,no,no,yes
Asy/Patchy,yes,no,no
Asy/Patchy,yes,no,no
Normal,yes,yes,yes
Plethoric,no,no,yes
Asy/Patchy,no,yes,no
Plethoric,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Normal,no,no,no
Asy/Patchy,no,no,no
Oligaemic,yes,no,yes
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Plethoric,no,yes,yes
Grd_Glass,no,no,no
Normal,no,no,no
Grd_Glass,no,no,no
Normal,no,no,no
Oligaemic,no,yes,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Normal,no,yes,no
Plethoric,no,no,no
Plethoric,yes,yes,yes
Oligaemic,no,no,no
Oligaemic,no,no,yes
Plethoric,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Grd_Glass,no,no,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,no,yes,no
Oligaemic,yes,yes,no
Plethoric,no,no,no
Normal,no,no,yes
Asy/Patchy,yes,yes,yes
Plethoric,no,yes,no
Plethoric,yes,yes,yes
Normal,no,no,yes
Plethoric,yes,yes,yes
Oligaemic,no,no,no
Normal,no,no,no
Oligaemic,yes,yes,no
Grd_Glass,no,yes,yes
Normal,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,no
Asy/Patchy,no,no,yes
Normal,yes,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Plethoric,no,no,no
Plethoric,no,no,no
Asy/Patchy,yes,yes,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,yes
Oligaemic,no,no,no
Oligaemic,no,no,yes
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,no
Normal,yes,yes,no
Oligaemic,no,yes,no
Plethoric,no,no,no
Oligaemic,no,no,no
Normal,yes,yes,no
Normal,no,yes,yes
Plethoric,no,no,no
Plethoric,no,no,yes
Normal,no,no,no
Asy/Patchy,no,no,no
Normal,no,no,no
Normal,no,no,no
Asy/Patchy,no,no,no
Grd_Glass,no,no,no
Asy/Patchy,no,no,no
Asy/Patchy,no,yes,no
Oligaemic,no,no,no
Normal,no,no,yes
Plethoric,no,no,yes
Grd_Glass,no,no,yes
Asy/Patchy,no,no,yes
Oligaemic,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,yes
Asy/Patchy,yes,no,yes
Plethoric,no,no,yes
Grd_Glass,yes,yes,yes
Normal,yes,no,yes
Asy/Patchy,no,no,no
Normal,yes,no,yes
Normal,no,no,yes
Asy/Patchy,yes,yes,no
Normal,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Asy/Patchy,yes,yes,no
Plethoric,no,no,no
Grd_Glass,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,yes,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Grd_Glass,no,no,no
Oligaemic,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,yes,no,yes
Asy/Patchy,yes,no,yes
Asy/Patchy,yes,yes,no
Normal,no,no,no
Normal,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Normal,no,no,no
Oligaemic,yes,yes,yes
Normal,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,yes
Oligaemic,no,no,no
Normal,yes,yes,yes
Plethoric,no,no,yes
Plethoric,no,no,yes
Normal,no,no,no
Oligaemic,no,no,yes
Grd_Glass,no,no,no
Normal,no,no,yes
Plethoric,no,no,no
Normal,yes,yes,no
Oligaemic,no,no,no
Normal,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,yes
Normal,yes,no,no
Asy/Patchy,yes,yes,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Plethoric,yes,yes,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Oligaemic,no,no,no
Grd_Glass,yes,yes,yes
Normal,no,yes,no
Normal,no,no,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Plethoric,no,no,no
Normal,yes,yes,no
Oligaemic,yes,yes,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Plethoric,yes,no,yes
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,no
Normal,no,no,no
Normal,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,yes,no,yes
Plethoric,no,yes,yes
Normal,yes,yes,yes
Grd_Glass,yes,yes,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,no
Asy/Patchy,yes,yes,yes
Oligaemic,no,no,no
Plethoric,no,no,yes
Oligaemic,yes,no,yes
Normal,no,no,no
Oligaemic,yes,yes,yes
Plethoric,yes,no,yes
Asy/Patchy,yes,yes,yes
Plethoric,no,no,yes
Normal,yes,yes,no
Oligaemic,no,no,yes
Normal,yes,yes,no
Plethoric,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,yes,yes
Plethoric,yes,no,no
Oligaemic,yes,yes,no
Normal,yes,yes,yes
Oligaemic,no,no,no
Asy/Patchy,no,no,yes
Normal,no,no,no
Oligaemic,yes,yes,no
Asy/Patchy,no,no,no
Asy/Patchy,no,no,no
Oligaemic,yes,yes,yes
Plethoric,no,no,yes
Asy/Patchy,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,yes,yes,yes
Plethoric,yes,yes,yes
Normal,no,no,no
Oligaemic,no,no,no
Grd_Glass,no,no,no
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Plethoric,no,no,no
Oligaemic,no,no,no
Plethoric,yes,yes,yes
Asy/Patchy,no,no,yes
Grd_Glass,no,no,no
Asy/Patchy,yes,yes,no
Oligaemic,no,no,no
Normal,no,no,no
Normal,no,no,yes
Plethoric,no,no,no
Oligaemic,yes,no,no
Normal,no,no,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Asy/Patchy,no,no,yes
Normal,no,no,no
Normal,no,no,no
Oligaemic,yes,yes,yes
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Normal,no,no,no
Asy/Patchy,yes,yes,no
Plethoric,no,no,no
Oligaemic,no,yes,no
Normal,no,yes,yes
Asy/Patchy,yes,no,no
Normal,no,yes,no
Oligaemic,no,no,no
Oligaemic,yes,yes,no
Normal,no,no,no
Normal,no,no,no
Normal,no,no,no
Grd_Glass,no,no,no
Plethoric,no,no,yes
Normal,no,no,yes
Normal,no,no,no
Normal,yes,yes,yes
Oligaemic,no,no,yes
Oligaemic,no,no,yes
Oligaemic,yes,yes,yes
Normal,yes,yes,no
Normal,no,yes,yes
Asy/Patchy,no,no,no
Asy/Patchy,no,no,no
Oligaemic,no,no,no
Plethoric,no,no,yes
Plethoric,yes,yes,yes
Oligaemic,no,yes,no
Oligaemic,no,no,no
Oligaemic,no,no,no
Normal,no,no,yes
Oligaemic,no,yes,no
Asy/Patchy,no,no,no
Grd_Glass,no,no,yes
Oligaemic,no,no,no
Normal,yes,yes,yes
Plethoric,no,no,no
Normal,no,no,yes
Asy/Patchy,yes,no,no
Normal,no,no,no
Normal,no,no,yes
Asy/Patchy,yes,yes,yes
Plethoric,no,no,no
Oligaemic,yes,yes,yes
Plethoric,no,no,no
Normal,no,no,no
Plethoric,no,no,no
