OriginState,OriginStateFips
NC,37
GA,13
CA,6
HI,15
IL,17
CA,6
FL,12
NC,37
NJ,34
FL,12
MO,29
MI,26
FL,12
VA,51
WA,53
AZ,4
UT,49
PA,42
MO,29
NY,36
NH,33
NJ,34
TX,48
CA,6
CA,6
GA,13
MO,29
CO,8
CA,6
CA,6
FL,12
FL,12
NV,32
IN,18
CO,8
IL,17
GA,13
TX,48
IL,17
NM,35
OR,41
PA,42
TX,48
TX,48
TX,48
IL,17
TX,48
TX,48
OR,41
TX,48
WI,55
TX,48
FL,12
CA,6
MA,25
AZ,4
PA,42
GA,13
CA,6
CA,6
MO,29
FL,12
MD,24
IL,17
PR,72
NV,32
TX,48
OK,40
CA,6
AZ,4
OH,39
AZ,4
CA,6
WA,53
LA,22
MN,27
WA,53
LA,22
CA,6
AZ,4
MN,27
CA,6
GA,13
TX,48
NC,37
GA,13
FL,12
KY,21
AK,2
TX,48
TX,48
IL,17
VA,51
NC,37
NV,32
TX,48
CO,8
GA,13
TX,48
CO,8
FL,12
FL,12
MO,29
NC,37
VA,51
MN,27
IN,18
AZ,4
MN,27
FL,12
TX,48
MO,29
VA,51
FL,12
CA,6
NC,37
MA,25
VA,51
CO,8
IL,17
CA,6
IL,17
VA,51
GA,13
OH,39
MN,27
IL,17
TX,48
GA,13
WA,53
UT,49
TX,48
MD,24
CO,8
AZ,4
NJ,34
MA,25
TX,48
CA,6
VA,51
NC,37
CA,6
IL,17
IN,18
TX,48
NV,32
AZ,4
NM,35
WA,53
OR,41
NV,32
AZ,4
CA,6
AZ,4
IL,17
CA,6
UT,49
NY,36
TX,48
TX,48
WA,53
WA,53
IL,17
CA,6
NY,36
GA,13
TX,48
NC,37
MA,25
TX,48
CA,6
MI,26
NM,35
GA,13
FL,12
CO,8
GA,13
CO,8
TX,48
MA,25
CA,6
CA,6
GA,13
NC,37
FL,12
AZ,4
AR,5
WA,53
AZ,4
WA,53
MD,24
WI,55
MD,24
UT,49
CA,6
OR,41
WA,53
GA,13
NV,32
NE,31
CA,6
IL,17
MS,28
CA,6
PR,72
RI,44
UT,49
NC,37
MN,27
MI,26
TX,48
NJ,34
CA,6
TX,48
CA,6
AZ,4
NY,36
CA,6
VA,51
VA,51
LA,22
WA,53
CA,6
CA,6
MN,27
CA,6
OK,40
PA,42
MN,27
NC,37
CA,6
MN,27
CA,6
NY,36
CA,6
UT,49
MO,29
GA,13
AL,1
OK,40
CA,6
OH,39
VA,51
TX,48
GA,13
CA,6
TX,48
NY,36
TX,48
CA,6
IL,17
LA,22
IL,17
IL,17
NY,36
MN,27
CA,6
NC,37
MO,29
NV,32
IL,17
CA,6
TX,48
IL,17
TN,47
VA,51
NJ,34
WA,53
TX,48
NV,32
CO,8
OR,41
NY,36
NY,36
TX,48
VA,51
VA,51
FL,12
CA,6
TX,48
NJ,34
GA,13
WA,53
TX,48
GA,13
IL,17
TX,48
OH,39
TX,48
AZ,4
ID,16
AR,5
CO,8
WA,53
TX,48
CA,6
MD,24
IL,17
IL,17
CO,8
CA,6
TX,48
FL,12
HI,15
MD,24
FL,12
GA,13
TX,48
NY,36
IL,17
IL,17
LA,22
WA,53
CA,6
MN,27
IL,17
GA,13
CA,6
ND,38
NC,37
NY,36
CA,6
FL,12
TX,48
NY,36
GA,13
FL,12
AR,5
IL,17
MA,25
TX,48
UT,49
AZ,4
WA,53
FL,12
CA,6
TX,48
AZ,4
VA,51
FL,12
OR,41
MO,29
MA,25
NC,37
AZ,4
OK,40
UT,49
NY,36
FL,12
FL,12
UT,49
GA,13
NJ,34
MO,29
NC,37
FL,12
MN,27
TX,48
GA,13
GA,13
FL,12
TX,48
FL,12
FL,12
PR,72
AR,5
TX,48
CA,6
VA,51
TX,48
NV,32
PA,42
TX,48
PA,42
CA,6
CO,8
CO,8
MI,26
CO,8
MN,27
MI,26
CA,6
CO,8
CO,8
NV,32
LA,22
LA,22
GA,13
NY,36
IL,17
OH,39
GA,13
TN,47
PR,72
MO,29
CA,6
WI,55
FL,12
CA,6
NC,37
ID,16
CA,6
FL,12
MD,24
AZ,4
CA,6
VA,51
CA,6
GA,13
GA,13
NY,36
CO,8
TN,47
TX,48
NY,36
CA,6
OR,41
CO,8
AZ,4
AR,5
NC,37
RI,44
TX,48
TX,48
FL,12
CA,6
TX,48
TX,48
OR,41
CO,8
TX,48
NY,36
VA,51
GA,13
MI,26
VA,51
MI,26
IL,17
TX,48
OH,39
MA,25
VA,51
GA,13
CA,6
TN,47
CA,6
TX,48
TX,48
CA,6
GA,13
NC,37
GA,13
NY,36
AZ,4
NY,36
TX,48
NY,36
TX,48
MN,27
TX,48
FL,12
MD,24
MI,26
IL,17
TX,48
LA,22
PA,42
VA,51
SC,45
TX,48
GA,13
SD,46
TX,48
TX,48
CA,6
CA,6
NY,36
MS,28
NY,36
CA,6
MA,25
IL,17
AZ,4
MA,25
MO,29
FL,12
GA,13
NC,37
WI,55
CA,6
GA,13
WA,53
IL,17
TX,48
CA,6
CO,8
GA,13
CA,6
MN,27
PA,42
IL,17
KY,21
NC,37
VA,51
FL,12
WA,53
FL,12
NV,32
CA,6
CA,6
IL,17
CA,6
VA,51
IL,17
OH,39
NC,37
FL,12
NC,37
MN,27
FL,12
NJ,34
CA,6
UT,49
NV,32
CA,6
NM,35
HI,15
CA,6
TX,48
CA,6
CA,6
GA,13
WI,55
CA,6
MA,25
NV,32
NC,37
SD,46
TX,48
CA,6
AK,2
OR,41
MA,25
TX,48
PA,42
CA,6
GA,13
CT,9
FL,12
OH,39
AZ,4
NY,36
TX,48
CA,6
CA,6
GA,13
OR,41
IL,17
MO,29
TX,48
CA,6
IL,17
CO,8
AZ,4
IL,17
HI,15
FL,12
NC,37
CA,6
AL,1
MO,29
MN,27
IL,17
CA,6
TX,48
AZ,4
IL,17
MA,25
UT,49
IL,17
NV,32
CA,6
ND,38
FL,12
OH,39
OK,40
ID,16
NV,32
VA,51
NY,36
FL,12
NV,32
MA,25
TX,48
CA,6
PA,42
CO,8
NE,31
CA,6
FL,12
IL,17
CO,8
TX,48
AK,2
MN,27
KS,20
NY,36
FL,12
MI,26
LA,22
VA,51
FL,12
NC,37
CO,8
CA,6
AZ,4
MI,26
MA,25
GA,13
IL,17
GA,13
CO,8
PA,42
TX,48
GA,13
MN,27
CA,6
PA,42
MI,26
TX,48
TX,48
PA,42
CA,6
VA,51
NJ,34
SD,46
GA,13
MO,29
NY,36
MO,29
MA,25
AZ,4
TX,48
TX,48
CA,6
GA,13
CA,6
GA,13
TX,48
VA,51
FL,12
MD,24
TX,48
LA,22
CA,6
WA,53
TX,48
TX,48
IA,19
MO,29
MD,24
NY,36
CA,6
GA,13
CA,6
TX,48
NY,36
FL,12
WA,53
IL,17
NY,36
NV,32
HI,15
TX,48
WA,53
OH,39
TX,48
MN,27
TX,48
CA,6
CO,8
CA,6
CA,6
NY,36
WI,55
UT,49
GA,13
ND,38
PA,42
CO,8
OK,40
MO,29
TX,48
CO,8
WY,56
VA,51
CO,8
VA,51
HI,15
UT,49
SC,45
IL,17
PA,42
TX,48
GA,13
FL,12
IN,18
CA,6
CO,8
TX,48
FL,12
TX,48
WI,55
NY,36
GA,13
FL,12
TX,48
FL,12
NJ,34
VA,51
PA,42
CO,8
CA,6
AR,5
AZ,4
MN,27
HI,15
FL,12
HI,15
FL,12
NC,37
HI,15
TX,48
MA,25
HI,15
CA,6
GA,13
TX,48
CA,6
IN,18
IL,17
NC,37
PA,42
MI,26
IL,17
NY,36
NY,36
WA,53
KY,21
OR,41
TN,47
TX,48
FL,12
TX,48
MO,29
GA,13
TX,48
FL,12
NV,32
MD,24
PA,42
FL,12
PA,42
CA,6
FL,12
OR,41
TX,48
TX,48
FL,12
NV,32
CA,6
CA,6
OH,39
TX,48
FL,12
CA,6
CA,6
FL,12
TX,48
CA,6
TX,48
UT,49
IL,17
OH,39
OR,41
LA,22
NC,37
TX,48
CO,8
MD,24
CO,8
TX,48
MI,26
CO,8
TX,48
IL,17
GA,13
VA,51
CA,6
CA,6
NV,32
CA,6
ID,16
OR,41
FL,12
NY,36
GA,13
NJ,34
NY,36
NH,33
SC,45
TX,48
CA,6
IL,17
NV,32
TN,47
AK,2
CA,6
FL,12
TX,48
IL,17
VA,51
WI,55
CA,6
IL,17
MI,26
IL,17
AZ,4
ID,16
MO,29
SD,46
NY,36
AZ,4
NE,31
CA,6
IL,17
WI,55
TN,47
WI,55
TX,48
MI,26
MA,25
NC,37
FL,12
CO,8
FL,12
CA,6
FL,12
NJ,34
CA,6
CA,6
OH,39
NC,37
TX,48
TX,48
TX,48
NV,32
IL,17
MI,26
VA,51
HI,15
UT,49
TX,48
FL,12
IL,17
TX,48
IL,17
TX,48
TX,48
IL,17
NC,37
LA,22
FL,12
WY,56
MN,27
NY,36
CA,6
NV,32
VA,51
FL,12
CA,6
NY,36
TX,48
OK,40
IL,17
OR,41
LA,22
NC,37
TX,48
LA,22
NY,36
CA,6
GA,13
IL,17
NC,37
IL,17
NJ,34
MI,26
NH,33
IL,17
TX,48
AZ,4
TX,48
NV,32
NC,37
FL,12
VA,51
NE,31
VA,51
TX,48
GA,13
AZ,4
TX,48
NC,37
AK,2
CA,6
GA,13
AZ,4
CA,6
TX,48
IL,17
ID,16
CA,6
FL,12
MI,26
CA,6
MT,30
AK,2
AZ,4
MA,25
MN,27
IL,17
VA,51
OH,39
CO,8
CA,6
NC,37
MO,29
VA,51
TN,47
CA,6
GA,13
MD,24
IN,18
CA,6
VA,51
VA,51
MO,29
FL,12
MO,29
TX,48
CA,6
VA,51
NJ,34
GA,13
FL,12
FL,12
TX,48
CO,8
GA,13
LA,22
FL,12
TX,48
CA,6
TX,48
OH,39
CA,6
CO,8
NM,35
CA,6
GA,13
CA,6
CO,8
IL,17
OK,40
HI,15
WA,53
PA,42
IL,17
WA,53
IL,17
TX,48
CA,6
RI,44
TX,48
AK,2
MA,25
CA,6
IL,17
WI,55
FL,12
MO,29
TX,48
IL,17
SC,45
MN,27
CA,6
FL,12
CA,6
IL,17
CA,6
NY,36
TX,48
CO,8
MN,27
IL,17
UT,49
GA,13
TN,47
TN,47
AZ,4
FL,12
VA,51
CA,6
CO,8
WA,53
TX,48
MN,27
HI,15
TX,48
WY,56
TX,48
NC,37
FL,12
IL,17
CA,6
IL,17
TX,48
NC,37
VA,51
TX,48
VA,51
NC,37
OH,39
NV,32
UT,49
CA,6
PA,42
FL,12
IL,17
IL,17
TX,48
HI,15
NC,37
FL,12
NC,37
TN,47
IL,17
VA,51
NE,31
MO,29
CA,6
TX,48
NV,32
TX,48
FL,12
CA,6
VA,51
NY,36
GA,13
GA,13
TX,48
UT,49
MO,29
TX,48
VA,51
CA,6
PA,42
IL,17
CA,6
IA,19
NJ,34
GA,13
CA,6
CA,6
CO,8
CA,6
AK,2
UT,49
OH,39
CA,6
MD,24
NY,36
IL,17
OR,41
TX,48
LA,22
NE,31
NY,36
CA,6
MA,25
LA,22
CA,6
WA,53
IL,17
WA,53
MS,28
IL,17
OH,39
TX,48
MI,26
TX,48
RI,44
GA,13
TX,48
IL,17
FL,12
LA,22
CA,6
VA,51
SD,46
NJ,34
FL,12
CA,6
IL,17
FL,12
NY,36
AK,2
TX,48
CT,9
UT,49
TX,48
FL,12
CO,8
GA,13
TX,48
CA,6
TX,48
IL,17
UT,49
TX,48
NC,37
IL,17
GA,13
GA,13
OK,40
AZ,4
LA,22
NV,32
CA,6
MN,27
NY,36
TX,48
CA,6
MA,25
ME,23
MN,27
TX,48
MN,27
FL,12
NY,36
IL,17
MO,29
CA,6
HI,15
FL,12
IA,19
IA,19
CA,6
GA,13
CA,6
AZ,4
NY,36
MT,30
NJ,34
GA,13
CA,6
IL,17
TX,48
GA,13
FL,12
MD,24
IN,18
CA,6
WA,53
AZ,4
VA,51
MI,26
IL,17
CA,6
MD,24
MN,27
CA,6
OH,39
GA,13
FL,12
VT,50
TN,47
CA,6
NE,31
CA,6
CA,6
NV,32
TX,48
CO,8
OK,40
NV,32
TN,47
TX,48
MD,24
PR,72
IL,17
TX,48
NC,37
VA,51
MI,26
NC,37
AZ,4
IL,17
GA,13
IL,17
TX,48
WY,56
CA,6
GA,13
FL,12
AK,2
VA,51
VA,51
TX,48
TX,48
TX,48
GA,13
OR,41
FL,12
UT,49
GA,13
SC,45
TX,48
GA,13
TX,48
NY,36
MN,27
AZ,4
MD,24
NJ,34
CA,6
LA,22
OH,39
CA,6
VA,51
NC,37
CA,6
MO,29
IN,18
MD,24
NV,32
KY,21
AZ,4
FL,12
NC,37
CA,6
CA,6
CO,8
FL,12
TX,48
IL,17
HI,15
CA,6
WI,55
TX,48
OR,41
CO,8
GA,13
TX,48
IL,17
NC,37
TX,48
NJ,34
OH,39
CA,6
TX,48
MN,27
CA,6
TX,48
AZ,4
FL,12
IL,17
MD,24
PA,42
MD,24
GA,13
MA,25
CO,8
MA,25
NV,32
FL,12
OK,40
NJ,34
OK,40
NV,32
CA,6
IL,17
FL,12
CA,6
FL,12
IL,17
IL,17
OR,41
MN,27
MO,29
37,North Carolina
MA,25
TX,48
GA,13
FL,12
FL,12
MN,27
CA,6
TX,48
AL,1
NC,37
NC,37
CA,6
FL,12
FL,12
TX,48
ID,16
FL,12
GA,13
NH,33
IL,17
CA,6
IL,17
CA,6
NV,32
TX,48
MA,25
FL,12
WI,55
TX,48
OK,40
MA,25
NY,36
GA,13
WA,53
TX,48
UT,49
NY,36
NV,32
CO,8
TX,48
IL,17
WI,55
GA,13
NY,36
VA,51
NC,37
GA,13
IL,17
MN,27
CA,6
TX,48
AZ,4
NY,36
MN,27
17,Illinois
MN,27
NV,32
CA,6
TX,48
TX,48
MD,24
TX,48
TX,48
NC,37
GA,13
TX,48
FL,12
FL,12
GA,13
NY,36
MN,27
GA,13
CO,8
AZ,4
NM,35
MD,24
AR,5
TX,48
CO,8
SC,45
CA,6
AZ,4
VA,51
CA,6
CA,6
OK,40
IL,17
UT,49
NY,36
CA,6
MA,25
TX,48
IL,17
FL,12
FL,12
CO,8
CA,6
OH,39
CO,8
NY,36
CA,6
TX,48
TX,48
VA,51
VA,51
GA,13
TX,48
VA,51
IN,18
WI,55
VA,51
FL,12
TN,47
NC,37
VA,51
FL,12
OH,39
IL,17
FL,12
WA,53
HI,15
FL,12
AZ,4
VA,51
MA,25
GA,13
TX,48
FL,12
CA,6
IL,17
TX,48
WI,55
UT,49
OK,40
TX,48
CO,8
WA,53
NV,32
NY,36
MI,26
UT,49
WA,53
MN,27
NJ,34
TX,48
AZ,4
NC,37
GA,13
MI,26
NY,36
FL,12
TN,47
VA,51
TN,47
TX,48
HI,15
CA,6
CO,8
WI,55
MD,24
IN,18
NY,36
IL,17
CA,6
MI,26
CA,6
MS,28
TX,48
CA,6
NY,36
MA,25
TX,48
FL,12
TX,48
IL,17
CA,6
NV,32
AZ,4
GA,13
MD,24
NJ,34
CA,6
TX,48
CO,8
GA,13
NC,37
OR,41
NV,32
IL,17
CA,6
MI,26
WA,53
IL,17
IL,17
AK,2
NY,36
CA,6
IL,17
ND,38
FL,12
TN,47
NY,36
MD,24
MD,24
GA,13
ME,23
TX,48
TX,48
GA,13
ND,38
FL,12
NV,32
NC,37
IL,17
GA,13
HI,15
MA,25
FL,12
AZ,4
GA,13
NY,36
NC,37
IL,17
AR,5
TX,48
CO,8
MD,24
MO,29
FL,12
TX,48
NM,35
CA,6
GA,13
NV,32
CO,8
TX,48
OR,41
MI,26
AZ,4
CA,6
CA,6
NJ,34
IL,17
CA,6
UT,49
MD,24
GA,13
OH,39
NY,36
NY,36
IL,17
CA,6
NY,36
TX,48
NV,32
AZ,4
FL,12
GA,13
UT,49
CA,6
AZ,4
TX,48
FL,12
CO,8
TX,48
GA,13
TX,48
MO,29
IL,17
MA,25
IL,17
VA,51
CA,6
CA,6
IL,17
IL,17
MD,24
CA,6
TX,48
UT,49
NJ,34
TN,47
PA,42
SD,46
CO,8
GA,13
AR,5
TX,48
CO,8
TX,48
NY,36
IL,17
IL,17
VA,51
CA,6
CA,6
NY,36
MD,24
VA,51
AZ,4
AZ,4
MD,24
TX,48
FL,12
WA,53
CO,8
FL,12
KY,21
IL,17
HI,15
IA,19
MD,24
TX,48
TX,48
NY,36
CO,8
NV,32
AZ,4
CO,8
NY,36
MT,30
NC,37
WA,53
IL,17
TX,48
WI,55
CA,6
TN,47
GA,13
CO,8
CO,8
TX,48
WA,53
FL,12
VA,51
MT,30
FL,12
WA,53
OH,39
FL,12
TX,48
FL,12
WA,53
VA,51
PR,72
NY,36
IL,17
MT,30
CA,6
AZ,4
WA,53
OR,41
HI,15
GA,13
CA,6
NM,35
TX,48
RI,44
WY,56
TN,47
CA,6
CA,6
AR,5
NY,36
HI,15
GA,13
FL,12
AZ,4
NC,37
CO,8
TX,48
CA,6
NC,37
FL,12
NM,35
GA,13
CA,6
AZ,4
FL,12
FL,12
GA,13
MO,29
CA,6
TX,48
AZ,4
NY,36
OH,39
IL,17
CA,6
TX,48
NV,32
OK,40
NY,36
FL,12
NY,36
TX,48
FL,12
NV,32
CA,6
NV,32
NJ,34
NV,32
FL,12
NC,37
AZ,4
MN,27
CA,6
TX,48
GA,13
IL,17
FL,12
AZ,4
IL,17
CA,6
GA,13
TX,48
NY,36
AZ,4
NV,32
WI,55
MD,24
MI,26
WY,56
GA,13
CA,6
CA,6
GA,13
CA,6
IL,17
IL,17
AZ,4
FL,12
MO,29
NM,35
OH,39
IL,17
NJ,34
TX,48
MI,26
CA,6
UT,49
NY,36
TX,48
AZ,4
CA,6
TX,48
IL,17
NH,33
MS,28
FL,12
NC,37
NE,31
CA,6
CT,9
UT,49
IN,18
GA,13
AZ,4
VA,51
UT,49
AL,1
AZ,4
AZ,4
TX,48
GA,13
TX,48
OH,39
NV,32
HI,15
KY,21
GA,13
CA,6
VA,51
TX,48
IL,17
GA,13
FL,12
AZ,4
AZ,4
HI,15
AZ,4
GA,13
NY,36
OK,40
CA,6
WA,53
TX,48
NY,36
NJ,34
TX,48
GA,13
TX,48
MA,25
FL,12
MD,24
GA,13
NY,36
CA,6
NV,32
CA,6
TN,47
OR,41
TX,48
GA,13
TX,48
CO,8
CA,6
KY,21
PA,42
ID,16
TX,48
FL,12
GA,13
TX,48
FL,12
VA,51
AK,2
PA,42
IL,17
NV,32
FL,12
IA,19
MD,24
FL,12
TX,48
TX,48
AZ,4
TX,48
AZ,4
WA,53
NY,36
CA,6
IL,17
GA,13
OK,40
GA,13
FL,12
CA,6
NV,32
TX,48
TX,48
AZ,4
CO,8
TX,48
NJ,34
IL,17
NH,33
TX,48
IL,17
FL,12
ME,23
MO,29
IL,17
CA,6
AZ,4
NC,37
WA,53
FL,12
NJ,34
TX,48
VA,51
VA,51
PA,42
AZ,4
CO,8
CA,6
MI,26
MN,27
CO,8
CA,6
TX,48
NY,36
MO,29
CA,6
MN,27
NC,37
TX,48
NV,32
CA,6
TX,48
VA,51
NE,31
TN,47
VA,51
CA,6
TX,48
CA,6
TX,48
IL,17
NC,37
CA,6
CA,6
MO,29
MN,27
ND,38
TX,48
HI,15
TN,47
WA,53
GA,13
TX,48
MO,29
CA,6
NY,36
UT,49
IN,18
GA,13
TX,48
NV,32
WA,53
FL,12
TN,47
OH,39
TX,48
GA,13
AK,2
CA,6
GA,13
VA,51
ID,16
CA,6
CA,6
CA,6
CA,6
KY,21
IL,17
TX,48
CO,8
IL,17
SC,45
MA,25
UT,49
PA,42
AZ,4
CA,6
OR,41
NV,32
TX,48
CA,6
MI,26
FL,12
PA,42
LA,22
HI,15
IL,17
TX,48
FL,12
GA,13
CA,6
MI,26
IL,17
CA,6
CO,8
IL,17
WA,53
OH,39
FL,12
CA,6
TX,48
TX,48
IL,17
OH,39
CA,6
GA,13
IN,18
NJ,34
AR,5
IL,17
CA,6
CO,8
ND,38
PA,42
CO,8
VA,51
CO,8
MN,27
FL,12
IL,17
HI,15
TN,47
TN,47
MO,29
CO,8
CA,6
TX,48
TX,48
CO,8
FL,12
IL,17
PR,72
TN,47
NV,32
MO,29
IL,17
TX,48
CA,6
NY,36
LA,22
TX,48
NV,32
WA,53
CA,6
CA,6
MD,24
OK,40
VA,51
NY,36
GA,13
MO,29
WV,54
NC,37
NC,37
MA,25
GA,13
MA,25
CA,6
FL,12
TX,48
UT,49
CA,6
TX,48
NV,32
OH,39
GA,13
CA,6
AZ,4
GA,13
IL,17
PA,42
FL,12
IL,17
TX,48
OH,39
MS,28
MI,26
MO,29
PA,42
NM,35
FL,12
FL,12
IL,17
NY,36
CA,6
MI,26
RI,44
TX,48
MO,29
CO,8
TX,48
GA,13
GA,13
IL,17
TX,48
TX,48
GA,13
IL,17
CO,8
TX,48
NC,37
GA,13
CA,6
CA,6
GA,13
IL,17
CA,6
AZ,4
MI,26
CA,6
GA,13
AZ,4
GA,13
IL,17
MN,27
FL,12
GA,13
NY,36
FL,12
TX,48
TX,48
CO,8
HI,15
AZ,4
FL,12
NC,37
GA,13
GA,13
FL,12
MO,29
CA,6
AR,5
NY,36
MA,25
IL,17
IL,17
AL,1
PA,42
SD,46
MI,26
GA,13
CO,8
CA,6
IL,17
CT,9
NH,33
ID,16
CA,6
OH,39
LA,22
IL,17
NM,35
TX,48
TX,48
MS,28
TX,48
OH,39
FL,12
AZ,4
CA,6
CA,6
NM,35
MT,30
GA,13
IL,17
IL,17
CO,8
CA,6
IL,17
NY,36
OR,41
GA,13
CA,6
FL,12
MN,27
TN,47
CA,6
WA,53
OH,39
CO,8
CO,8
CA,6
NC,37
VA,51
TN,47
MN,27
FL,12
NY,36
TX,48
VA,51
PR,72
NM,35
UT,49
MD,24
PA,42
GA,13
NC,37
MA,25
HI,15
VA,51
FL,12
HI,15
TX,48
VA,51
FL,12
AZ,4
CA,6
GA,13
CO,8
TX,48
TX,48
CO,8
NY,36
NY,36
MI,26
CO,8
UT,49
TX,48
TX,48
IL,17
VA,51
NV,32
NV,32
TX,48
NC,37
MD,24
AZ,4
OK,40
TX,48
MN,27
AR,5
CO,8
CO,8
FL,12
TX,48
NY,36
AL,1
IL,17
AZ,4
OH,39
GA,13
MA,25
TX,48
NY,36
FL,12
TX,48
MI,26
AZ,4
MO,29
TX,48
CA,6
PA,42
NE,31
HI,15
FL,12
TX,48
KY,21
CA,6
VA,51
TX,48
NV,32
GA,13
AZ,4
TX,48
CO,8
PA,42
MO,29
IL,17
MN,27
TX,48
IL,17
TX,48
UT,49
CA,6
PR,72
CO,8
WA,53
TX,48
AK,2
NY,36
NY,36
TX,48
MI,26
TX,48
CA,6
TX,48
CA,6
MO,29
GA,13
NV,32
WA,53
NC,37
GA,13
NY,36
FL,12
FL,12
CA,6
FL,12
CA,6
TX,48
MD,24
HI,15
OK,40
NJ,34
CT,9
NV,32
TX,48
VA,51
GA,13
IL,17
WA,53
MN,27
AZ,4
PA,42
TX,48
CA,6
CO,8
MA,25
GA,13
PA,42
FL,12
NC,37
IN,18
MA,25
TX,48
VA,51
CA,6
FL,12
FL,12
NY,36
FL,12
OK,40
CA,6
NC,37
FL,12
NY,36
CO,8
NC,37
FL,12
NC,37
NV,32
IL,17
UT,49
WI,55
RI,44
VA,51
FL,12
MN,27
TX,48
ID,16
WI,55
NY,36
CA,6
UT,49
FL,12
TX,48
UT,49
KY,21
IA,19
TX,48
TN,47
NJ,34
FL,12
NY,36
IL,17
FL,12
FL,12
HI,15
NY,36
MO,29
CO,8
UT,49
TX,48
MN,27
NJ,34
AL,1
GA,13
SC,45
CA,6
FL,12
WA,53
TX,48
CA,6
IL,17
AK,2
ND,38
CA,6
TX,48
NY,36
NV,32
TX,48
FL,12
NC,37
FL,12
IL,17
FL,12
GA,13
IL,17
NC,37
FL,12
CA,6
WA,53
IL,17
CA,6
AZ,4
MN,27
IL,17
AZ,4
OR,41
NJ,34
WA,53
IL,17
IL,17
NV,32
TX,48
NJ,34
AZ,4
CA,6
NV,32
GA,13
MI,26
IL,17
GA,13
RI,44
CA,6
TX,48
FL,12
HI,15
CA,6
TX,48
OK,40
NJ,34
GA,13
MD,24
IL,17
FL,12
CA,6
NY,36
TX,48
CO,8
CA,6
MT,30
UT,49
GA,13
GA,13
FL,12
IL,17
NC,37
WI,55
CA,6
AZ,4
WI,55
NV,32
GA,13
CA,6
NJ,34
PA,42
FL,12
CO,8
GA,13
VA,51
WA,53
CO,8
TX,48
NY,36
TX,48
CA,6
NM,35
HI,15
CA,6
VA,51
VA,51
TX,48
HI,15
PA,42
AZ,4
TX,48
ND,38
MA,25
IL,17
AK,2
FL,12
TX,48
NJ,34
NY,36
MN,27
MS,28
CA,6
UT,49
CA,6
OR,41
CA,6
OH,39
GA,13
FL,12
IL,17
FL,12
CA,6
IL,17
NC,37
TN,47
IL,17
CA,6
CA,6
TX,48
NM,35
TX,48
CO,8
PA,42
FL,12
MO,29
NC,37
IL,17
TX,48
IN,18
TN,47
TX,48
HI,15
TN,47
VA,51
TX,48
CA,6
OR,41
GA,13
MI,26
FL,12
CA,6
FL,12
MN,27
WA,53
FL,12
FL,12
UT,49
FL,12
TX,48
FL,12
FL,12
NC,37
TX,48
TN,47
GA,13
WI,55
TX,48
CA,6
TX,48
VA,51
VA,51
TX,48
FL,12
GA,13
GA,13
TX,48
CA,6
NC,37
MO,29
CA,6
PA,42
TX,48
PA,42
GA,13
UT,49
MD,24
HI,15
NC,37
CA,6
CO,8
CA,6
GA,13
MI,26
CO,8
CA,6
NY,36
CA,6
WA,53
NC,37
NC,37
CA,6
GA,13
RI,44
TX,48
CA,6
NJ,34
WA,53
NV,32
NV,32
CA,6
NJ,34
CA,6
PR,72
FL,12
OR,41
TN,47
WI,55
UT,49
FL,12
TX,48
IL,17
KY,21
CO,8
HI,15
NC,37
CA,6
IA,19
TX,48
GA,13
TX,48
WA,53
IL,17
CA,6
NJ,34
VA,51
TX,48
NY,36
TX,48
AZ,4
CA,6
CA,6
CA,6
FL,12
GA,13
OH,39
GA,13
PA,42
CA,6
CO,8
AZ,4
IL,17
CA,6
CA,6
TX,48
FL,12
TX,48
IL,17
TX,48
IL,17
IL,17
AZ,4
CA,6
NV,32
GA,13
TX,48
WA,53
IL,17
NC,37
IL,17
CO,8
CA,6
IL,17
NC,37
NC,37
FL,12
TX,48
TX,48
GA,13
TX,48
TN,47
CA,6
MO,29
IL,17
OK,40
NV,32
NJ,34
UT,49
SC,45
TX,48
HI,15
CO,8
AZ,4
CA,6
CA,6
OK,40
FL,12
MN,27
NY,36
OH,39
IL,17
VA,51
WI,55
CO,8
TX,48
IL,17
MN,27
TX,48
MO,29
NY,36
NJ,34
IL,17
CO,8
IL,17
AZ,4
FL,12
IL,17
TN,47
LA,22
FL,12
UT,49
WI,55
GA,13
MI,26
IL,17
WI,55
NJ,34
CO,8
IL,17
NJ,34
OH,39
FL,12
IL,17
MN,27
CA,6
TX,48
NV,32
TX,48
FL,12
OH,39
OR,41
MI,26
IL,17
CA,6
CA,6
NC,37
OH,39
TX,48
TX,48
TX,48
IL,17
GA,13
MO,29
FL,12
CA,6
MI,26
FL,12
VA,51
FL,12
NM,35
VA,51
FL,12
HI,15
IL,17
PA,42
MN,27
IA,19
MN,27
FL,12
MI,26
OH,39
NC,37
VA,51
NC,37
PA,42
TX,48
IL,17
GA,13
TX,48
AZ,4
AL,1
NE,31
TX,48
FL,12
PA,42
CA,6
HI,15
CO,8
OK,40
MA,25
CA,6
TX,48
TX,48
FL,12
MO,29
CA,6
NC,37
GA,13
TX,48
CO,8
FL,12
OH,39
SC,45
CA,6
FL,12
IL,17
VA,51
OH,39
CO,8
GA,13
OH,39
GA,13
IL,17
OK,40
UT,49
NC,37
CA,6
NV,32
MA,25
CA,6
NV,32
NY,36
TX,48
GA,13
KS,20
NC,37
MN,27
PA,42
NC,37
FL,12
NJ,34
TX,48
