meldug_1,foto_2,lai_3,lai_1,straaling_2,lai_4
1___2__,0_60_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_60_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
25___50__,0_50_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
2___6__,0_60_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
25___50__,0_30_kg_m2,0_5___1_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
25___50__,0_20_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
0_5___1__,0_60_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
6___10__,0_70_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
0_00___0_01__,0_65_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
2___6__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
1___2__,0_50_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,1_5___2_5
6___10__,0_55_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_70_kg_m2,4_5___5_5,___6_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_45_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_50_kg_m2,3_5___4_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
1___2__,0_60_kg_m2,3_5___4_5,4_5___5_5,____250_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_45_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,0_5___1_5,3_5___4_5,150___199_MJ_m2,0_0___0_5
2___6__,0_55_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
10___25__,0_75_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
50___100__,0_30_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
0_00___0_01__,0_55_kg_m2,4_5___5_5,___6_5,150___199_MJ_m2,1_5___2_5
0_5___1__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,2_5___3_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
2___6__,0_60_kg_m2,2_5___3_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_55_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
10___25__,0_35_kg_m2,0_5___1_5,4_5___5_5,200___249_MJ_m2,0_0___0_5
6___10__,0_40_kg_m2,0_5___1_5,2_5___3_5,150___199_MJ_m2,0_0___0_5
0_01___0_5__,0_55_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_65_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
6___10__,0_55_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,1_5___2_5,1_5___2_5,150___199_MJ_m2,0_5___1_5
2___6__,0_65_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
1___2__,0_50_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
50___100__,0_15_kg_m2,0_0___0_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
0_01___0_5__,0_65_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
1___2__,0_40_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
25___50__,0_45_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
6___10__,0_55_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
10___25__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
6___10__,0_65_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_45_kg_m2,2_5___3_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,4_5___5_5,4_5___5_5,200___249_MJ_m2,1_5___2_5
10___25__,0_45_kg_m2,0_5___1_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
25___50__,0_20_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
0_00___0_01__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
6___10__,0_45_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
6___10__,0_50_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,0_5___1_5,1_5___2_5,____250_MJ_m2,0_0___0_5
0_01___0_5__,0_65_kg_m2,3_5___4_5,___6_5,200___249_MJ_m2,0_5___1_5
50___100__,0_50_kg_m2,1_5___2_5,1_5___2_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_75_kg_m2,0_5___1_5,5_5___6_5,____250_MJ_m2,0_0___0_5
1___2__,0_45_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
25___50__,0_50_kg_m2,2_5___3_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,0_5___1_5,0_5___1_5,200___249_MJ_m2,0_0___0_5
1___2__,0_45_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_45_kg_m2,2_5___3_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
50___100__,0_15_kg_m2,0_0___0_5,0_0___0_5,____250_MJ_m2,0_0___0_5
0_01___0_5__,0_55_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_40_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
2___6__,0_45_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_60_kg_m2,2_5___3_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
50___100__,0_30_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
6___10__,0_35_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_0___0_5
50___100__,0_30_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
10___25__,0_45_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
6___10__,0_60_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
2___6__,0_45_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
2___6__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
50___100__,0_20_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
25___50__,0_45_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
1___2__,0_65_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
6___10__,0_30_kg_m2,2_5___3_5,3_5___4_5,___150_MJ_m2,0_5___1_5
2___6__,0_60_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
6___10__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
25___50__,0_50_kg_m2,0_0___0_5,2_5___3_5,____250_MJ_m2,0_0___0_5
25___50__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
0_5___1__,0_60_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,4_5___5_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_55_kg_m2,4_5___5_5,___6_5,200___249_MJ_m2,1_5___2_5
0_5___1__,0_40_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
50___100__,0_25_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
0_01___0_5__,0_60_kg_m2,1_5___2_5,4_5___5_5,____250_MJ_m2,0_5___1_5
2___6__,0_40_kg_m2,0_5___1_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
0_00___0_01__,0_45_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_40_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,4_5___5_5,5_5___6_5,150___199_MJ_m2,1_5___2_5
0_5___1__,0_55_kg_m2,3_5___4_5,___6_5,200___249_MJ_m2,0_5___1_5
6___10__,0_55_kg_m2,1_5___2_5,4_5___5_5,____250_MJ_m2,0_5___1_5
2___6__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
2___6__,0_50_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_00___0_01__,0_75_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
2___6__,0_45_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
10___25__,0_40_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
25___50__,0_30_kg_m2,1_5___2_5,2_5___3_5,___150_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
50___100__,0_00_kg_m2,0_0___0_5,0_0___0_5,200___249_MJ_m2,0_0___0_5
50___100__,0_20_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
0_5___1__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_60_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_45_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_35_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_80_kg_m2,4_5___5_5,5_5___6_5,____250_MJ_m2,1_5___2_5
0_01___0_5__,0_75_kg_m2,3_5___4_5,5_5___6_5,____250_MJ_m2,0_5___1_5
10___25__,0_65_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
50___100__,0_50_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
10___25__,0_35_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
6___10__,0_65_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_40_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
25___50__,0_40_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,5_5___6_5,___6_5,150___199_MJ_m2,1_5___2_5
0_01___0_5__,0_35_kg_m2,3_5___4_5,4_5___5_5,___150_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
25___50__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_40_kg_m2,4_5___5_5,___6_5,150___199_MJ_m2,1_5___2_5
25___50__,0_50_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_60_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
50___100__,0_40_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
0_5___1__,0_55_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_40_kg_m2,3_5___4_5,4_5___5_5,___150_MJ_m2,0_5___1_5
0_00___0_01__,0_50_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_65_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
50___100__,0_25_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
25___50__,0_45_kg_m2,0_5___1_5,1_5___2_5,200___249_MJ_m2,0_0___0_5
6___10__,0_60_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
0_5___1__,0_45_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
6___10__,0_60_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
25___50__,0_55_kg_m2,2_5___3_5,4_5___5_5,____250_MJ_m2,0_5___1_5
25___50__,0_20_kg_m2,0_5___1_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
50___100__,0_25_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
1___2__,0_55_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_0___0_5
50___100__,0_00_kg_m2,0_0___0_5,1_5___2_5,200___249_MJ_m2,0_0___0_5
25___50__,0_45_kg_m2,0_5___1_5,1_5___2_5,200___249_MJ_m2,0_0___0_5
0_00___0_01__,0_50_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
25___50__,0_35_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
0_00___0_01__,0_50_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_60_kg_m2,1_5___2_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_25_kg_m2,0_5___1_5,___6_5,200___249_MJ_m2,0_0___0_5
0_00___0_01__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_5___1_5
50___100__,0_05_kg_m2,0_0___0_5,0_0___0_5,200___249_MJ_m2,0_0___0_5
0_5___1__,0_55_kg_m2,0_5___1_5,4_5___5_5,200___249_MJ_m2,0_0___0_5
6___10__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
10___25__,0_40_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_40_kg_m2,0_5___1_5,2_5___3_5,150___199_MJ_m2,0_0___0_5
6___10__,0_50_kg_m2,1_5___2_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
1___2__,0_60_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
25___50__,0_35_kg_m2,0_5___1_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
50___100__,0_40_kg_m2,0_5___1_5,1_5___2_5,200___249_MJ_m2,0_0___0_5
1___2__,0_40_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
6___10__,0_35_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_30_kg_m2,0_5___1_5,2_5___3_5,150___199_MJ_m2,0_0___0_5
0_5___1__,0_65_kg_m2,5_5___6_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
2___6__,0_60_kg_m2,2_5___3_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_55_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_65_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
2___6__,0_55_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,2_5___3_5,3_5___4_5,____250_MJ_m2,0_5___1_5
0_01___0_5__,0_55_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
0_00___0_01__,0_55_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
6___10__,0_50_kg_m2,0_5___1_5,5_5___6_5,150___199_MJ_m2,0_0___0_5
6___10__,0_60_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_00___0_01__,0_55_kg_m2,3_5___4_5,4_5___5_5,____250_MJ_m2,0_5___1_5
50___100__,0_20_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
10___25__,0_45_kg_m2,1_5___2_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
1___2__,0_50_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
25___50__,0_65_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
10___25__,0_00_kg_m2,0_0___0_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
2___6__,0_55_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_45_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_65_kg_m2,3_5___4_5,___6_5,____250_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
6___10__,0_50_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
10___25__,0_50_kg_m2,3_5___4_5,___6_5,150___199_MJ_m2,0_5___1_5
2___6__,0_40_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_65_kg_m2,4_5___5_5,___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_80_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_50_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
50___100__,0_00_kg_m2,0_0___0_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
6___10__,0_45_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
6___10__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
2___6__,0_65_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_30_kg_m2,1_5___2_5,2_5___3_5,___150_MJ_m2,0_5___1_5
2___6__,0_50_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
10___25__,0_55_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
25___50__,0_30_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
25___50__,0_35_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
25___50__,0_65_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
50___100__,0_40_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_60_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
25___50__,0_45_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
10___25__,0_40_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
6___10__,0_60_kg_m2,2_5___3_5,3_5___4_5,____250_MJ_m2,0_5___1_5
2___6__,0_60_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
25___50__,0_35_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_35_kg_m2,3_5___4_5,5_5___6_5,___150_MJ_m2,0_5___1_5
50___100__,0_30_kg_m2,0_5___1_5,0_5___1_5,150___199_MJ_m2,0_0___0_5
0_01___0_5__,0_50_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
25___50__,0_30_kg_m2,0_5___1_5,2_5___3_5,150___199_MJ_m2,0_0___0_5
0_01___0_5__,0_50_kg_m2,4_5___5_5,5_5___6_5,150___199_MJ_m2,1_5___2_5
25___50__,0_40_kg_m2,2_5___3_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_60_kg_m2,1_5___2_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
25___50__,0_45_kg_m2,1_5___2_5,2_5___3_5,200___249_MJ_m2,0_0___0_5
2___6__,0_70_kg_m2,3_5___4_5,___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
50___100__,0_20_kg_m2,0_0___0_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
6___10__,0_35_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
50___100__,0_35_kg_m2,1_5___2_5,1_5___2_5,200___249_MJ_m2,0_5___1_5
1___2__,0_50_kg_m2,4_5___5_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
50___100__,0_30_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
1___2__,0_70_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
10___25__,0_45_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_50_kg_m2,3_5___4_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
6___10__,0_40_kg_m2,1_5___2_5,4_5___5_5,200___249_MJ_m2,0_0___0_5
6___10__,0_40_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
50___100__,0_10_kg_m2,0_0___0_5,1_5___2_5,200___249_MJ_m2,0_0___0_5
25___50__,0_50_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_55_kg_m2,2_5___3_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_00___0_01__,0_65_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
50___100__,0_15_kg_m2,0_0___0_5,0_5___1_5,200___249_MJ_m2,0_0___0_5
0_01___0_5__,0_55_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,1_5___2_5
1___2__,0_70_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
2___6__,0_45_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
2___6__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_45_kg_m2,4_5___5_5,___6_5,150___199_MJ_m2,0_5___1_5
10___25__,0_75_kg_m2,2_5___3_5,3_5___4_5,____250_MJ_m2,0_5___1_5
6___10__,0_45_kg_m2,1_5___2_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
1___2__,0_50_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
1___2__,0_60_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_50_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
50___100__,0_30_kg_m2,0_5___1_5,1_5___2_5,150___199_MJ_m2,0_0___0_5
10___25__,0_35_kg_m2,0_5___1_5,4_5___5_5,150___199_MJ_m2,0_0___0_5
50___100__,0_00_kg_m2,0_0___0_5,0_5___1_5,200___249_MJ_m2,0_0___0_5
10___25__,0_50_kg_m2,1_5___2_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_70_kg_m2,3_5___4_5,5_5___6_5,200___249_MJ_m2,0_5___1_5
1___2__,0_45_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
0_01___0_5__,0_55_kg_m2,3_5___4_5,5_5___6_5,150___199_MJ_m2,0_5___1_5
10___25__,0_45_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
6___10__,0_45_kg_m2,1_5___2_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_01___0_5__,0_50_kg_m2,2_5___3_5,3_5___4_5,150___199_MJ_m2,0_5___1_5
1___2__,0_60_kg_m2,2_5___3_5,3_5___4_5,200___249_MJ_m2,0_5___1_5
0_5___1__,0_45_kg_m2,4_5___5_5,___6_5,150___199_MJ_m2,1_5___2_5
2___6__,0_60_kg_m2,1_5___2_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,3_5___4_5,4_5___5_5,150___199_MJ_m2,0_5___1_5
0_5___1__,0_75_kg_m2,4_5___5_5,5_5___6_5,200___249_MJ_m2,1_5___2_5
25___50__,0_40_kg_m2,1_5___2_5,2_5___3_5,150___199_MJ_m2,0_5___1_5
50___100__,0_05_kg_m2,0_0___0_5,0_5___1_5,____250_MJ_m2,0_0___0_5
0_01___0_5__,0_60_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
2___6__,0_55_kg_m2,2_5___3_5,4_5___5_5,200___249_MJ_m2,0_5___1_5
