lai_3,middel_1,meldug_2,mikro_3,meldug_3,meldug_4
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,6___10__,V_dt_og_koldt,1___2__,0_00___0_01__
3_5___4_5,0_l_ha,6___10__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_5___1__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,6___10__,V_dt_og_varmt,0_5___1__,0_00___0_01__
3_5___4_5,0_l_ha,1___2__,V_dt_og_varmt,0_01___0_5__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,2___6__,T_rt_og_koldt,2___6__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,2___6__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,1___2__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_5___1__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_l_ha,25___50__,V_dt_og_varmt,50___100__,1___2__
0_5___1_5,0_50_l_ha,2___6__,V_dt_og_koldt,6___10__,0_5___1__
2_5___3_5,0_l_ha,10___25__,T_rt_og_varmt,0_5___1__,0_00___0_01__
4_5___5_5,0_l_ha,2___6__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,10___25__,V_dt_og_varmt,1___2__,2___6__
0_5___1_5,0_75_l_ha,1___2__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,6___10__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_01___0_5__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_l_ha,10___25__,V_dt_og_varmt,50___100__,2___6__
2_5___3_5,0_25_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,1___2__,V_dt_og_koldt,0_01___0_5__,0_00___0_01__
0_5___1_5,0_l_ha,6___10__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,25___50__,V_dt_og_varmt,0_5___1__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,1___2__,T_rt_og_varmt,0_5___1__,1___2__
1_5___2_5,0_75_l_ha,1___2__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,50___100__,T_rt_og_varmt,25___50__,50___100__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,2___6__,T_rt_og_varmt,0_01___0_5__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,1___2__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,25___50__,T_rt_og_varmt,50___100__,25___50__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_01___0_5__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_l_ha,50___100__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,2___6__,T_rt_og_varmt,0_00___0_01__,0_01___0_5__
1_5___2_5,0_l_ha,50___100__,V_dt_og_koldt,1___2__,0_01___0_5__
1_5___2_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,50___100__,V_dt_og_varmt,0_5___1__,2___6__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,6___10__,V_dt_og_varmt,0_00___0_01__,0_01___0_5__
2_5___3_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,0_5___1__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,10___25__,V_dt_og_koldt,0_5___1__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_01___0_5__
2_5___3_5,0_75_l_ha,0_01___0_5__,V_dt_og_varmt,1___2__,0_01___0_5__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,2___6__,T_rt_og_varmt,0_00___0_01__,0_01___0_5__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,2___6__,T_rt_og_varmt,0_5___1__,0_01___0_5__
1_5___2_5,0_25_l_ha,6___10__,V_dt_og_varmt,10___25__,1___2__
2_5___3_5,0_50_l_ha,0_01___0_5__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_00___0_01__,T_rt_og_varmt,0_01___0_5__,0_00___0_01__
0_0___0_5,0_l_ha,25___50__,V_dt_og_koldt,0_5___1__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,25___50__,T_rt_og_koldt,0_5___1__,0_00___0_01__
3_5___4_5,0_l_ha,0_5___1__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_5___1__,V_dt_og_koldt,0_5___1__,0_00___0_01__
0_0___0_5,0_50_l_ha,0_5___1__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_l_ha,50___100__,V_dt_og_varmt,2___6__,10___25__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,50___100__,V_dt_og_koldt,10___25__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_01___0_5__,V_dt_og_koldt,2___6__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_01___0_5__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_01___0_5__,0_00___0_01__
0_5___1_5,0_l_ha,25___50__,V_dt_og_varmt,2___6__,0_5___1__
1_5___2_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_01___0_5__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_01___0_5__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,1___2__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,10___25__,V_dt_og_koldt,25___50__,6___10__
0_0___0_5,0_25_l_ha,6___10__,T_rt_og_varmt,1___2__,0_00___0_01__
0_5___1_5,0_25_l_ha,6___10__,V_dt_og_varmt,0_01___0_5__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_01___0_5__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,2___6__,T_rt_og_koldt,6___10__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_5___1__,T_rt_og_varmt,2___6__,0_5___1__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,0_01___0_5__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_l_ha,1___2__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_01___0_5__,V_dt_og_varmt,1___2__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_5___1__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_01___0_5__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,2___6__,V_dt_og_koldt,0_5___1__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,6___10__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,0_01___0_5__,V_dt_og_varmt,0_5___1__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,6___10__,V_dt_og_koldt,50___100__,2___6__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,10___25__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_25_l_ha,0_01___0_5__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,1___2__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,6___10__,V_dt_og_varmt,0_01___0_5__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,1___2__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_l_ha,50___100__,V_dt_og_koldt,0_01___0_5__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,0_5___1__,V_dt_og_varmt,1___2__,0_00___0_01__
4_5___5_5,0_l_ha,2___6__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_75_l_ha,2___6__,V_dt_og_koldt,0_01___0_5__,0_00___0_01__
1_5___2_5,0_50_l_ha,2___6__,T_rt_og_koldt,10___25__,0_01___0_5__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_5___1__,V_dt_og_varmt,0_00___0_01__,0_01___0_5__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,6___10__,T_rt_og_koldt,0_5___1__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_75_l_ha,1___2__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,2___6__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_01___0_5__
0_5___1_5,0_l_ha,10___25__,T_rt_og_varmt,0_5___1__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_25_l_ha,2___6__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_25_l_ha,6___10__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,1___2__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,25___50__,V_dt_og_koldt,50___100__,2___6__
0_0___0_5,0_l_ha,25___50__,V_dt_og_varmt,2___6__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_01___0_5__,V_dt_og_koldt,0_5___1__,0_01___0_5__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_01___0_5__
1_5___2_5,0_50_l_ha,1___2__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,50___100__,V_dt_og_varmt,6___10__,0_01___0_5__
0_0___0_5,0_l_ha,50___100__,T_rt_og_koldt,25___50__,0_01___0_5__
2_5___3_5,0_l_ha,2___6__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_01___0_5__,T_rt_og_varmt,2___6__,0_00___0_01__
2_5___3_5,0_l_ha,25___50__,T_rt_og_varmt,0_01___0_5__,0_00___0_01__
1_5___2_5,0_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,1___2__,V_dt_og_varmt,1___2__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,0_5___1__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_01___0_5__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_25_l_ha,0_01___0_5__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
0_5___1_5,0_50_l_ha,0_5___1__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_5___1__,V_dt_og_koldt,6___10__,0_5___1__
0_5___1_5,0_25_l_ha,6___10__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_5___1__,T_rt_og_varmt,0_5___1__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_5___1__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,0_5___1__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,6___10__,V_dt_og_koldt,0_01___0_5__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_01___0_5__,0_00___0_01__
2_5___3_5,0_75_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,1___2__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,1___2__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_l_ha,0_01___0_5__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_75_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
0_0___0_5,0_l_ha,50___100__,V_dt_og_koldt,50___100__,10___25__
1_5___2_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_00___0_01__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
4_5___5_5,0_75_l_ha,0_01___0_5__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_75_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_50_l_ha,1___2__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
3_5___4_5,0_25_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_25_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_5___1__,T_rt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,2___6__,V_dt_og_varmt,0_01___0_5__,1___2__
0_0___0_5,0_50_l_ha,6___10__,V_dt_og_koldt,50___100__,0_01___0_5__
3_5___4_5,0_l_ha,0_00___0_01__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_50_l_ha,0_5___1__,V_dt_og_koldt,10___25__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_50_l_ha,0_00___0_01__,V_dt_og_koldt,0_00___0_01__,0_00___0_01__
2_5___3_5,0_l_ha,25___50__,T_rt_og_varmt,0_00___0_01__,0_00___0_01__
1_5___2_5,0_l_ha,25___50__,T_rt_og_varmt,0_01___0_5__,0_5___1__
4_5___5_5,0_50_l_ha,0_00___0_01__,V_dt_og_varmt,0_00___0_01__,0_00___0_01__
