Order ID,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
171-3792135-2368314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5420367-2549964,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3368866-4587547,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1107968-8879561,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2475583-8183519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5375726-7941140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6430962-9777157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3245692-8393131,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7431121-6001937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8311952-1491507,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3625245-3719503,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5821595-0977102,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9284638-3845913,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4423220-4246712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9515187-0403523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3202985-2692354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9831900-3273109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3213699-2885103,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1188024-2641160,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2004988-7291562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8037207-9365935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0677756-1550761,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2189952-7781129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9894979-7556306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1770610-8101107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6272909-4056355,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4539939-7507501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6152617-7933125,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6152617-7933125,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0948909-2645931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3221939-8599504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4092029-1173116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0264906-9397146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6541999-4490726,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1755977-4961160,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2075393-1538750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5555242-9325158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7616117-8146700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4186448-8707554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8554147-3303542,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6944064-3241935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5781224-6973114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7405214-6466750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7202247-4671554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2302585-3945952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8969799-5301161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8711915-1389146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7008765-4184313,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8635299-6649931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8267067-8437952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2720668-0043566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8579043-8677950,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1980298-9589969,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8977406-0227559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2985882-2903542,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1383703-8921162,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8016392-2170755,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5001551-7653128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5801478-1097936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3788790-0541951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8800560-0870748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3187749-8302700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1410246-9595563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9429395-5993948,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8919491-7181114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2264151-5594747,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4631608-1365912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9808866-6905106,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8517098-4517924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8671879-0440314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5815063-0287532,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7002009-5177967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5749181-5005952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5478753-6146752,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8672029-8969168,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2443028-3748367,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4150255-3910705,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6959888-3627567,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7043942-7098703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4384623-0464369,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0505770-0573167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4102061-0201935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9826705-9007501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7967189-1167516,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0213539-3634732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6025042-7745946,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4973310-5528348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7897181-1771510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0033528-7191572,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2594314-2019538,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8378646-4847515,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0330973-0523572,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5326442-1969166,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3688547-6780326,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4573380-6960333,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6784691-3175552,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0983065-1845966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0202006-1926761,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7191028-2581161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2759572-2082719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0778867-0332326,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5905366-5569911,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7017393-5592366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8285146-7381902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8285146-7381902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1873036-7777962,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4937583-8317118,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3558863-5148363,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8365968-7679552,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3823368-3093941,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0656042-1074712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3779128-4816330,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1332041-2942751,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6483941-8663531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6483941-8663531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6483941-8663531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1999078-5571553,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9650412-1819525,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2439697-3429902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0682841-9258706,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6386622-1423511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3309423-7768328,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2065671-9549908,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2686502-4680351,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3015435-2149112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9052591-6056307,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1209797-3869129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1788596-7165917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8792531-3053948,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1834306-2278760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2792809-7236312,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3404913-1163500,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1227970-5205138,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8697727-6261157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4611830-5026719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4611830-5026719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4611830-5026719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0808299-4966730,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9362532-9601100,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8812369-6782752,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4163233-0265123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4089185-2561167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4089185-2561167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4089185-2561167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5784045-9743539,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8127656-0412324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6027454-5593956,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7505078-7185905,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2678398-8295530,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2940620-2730769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5521974-5969930,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9946907-9109136,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8984581-9249967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0503857-2772307,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8342748-5435533,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0035673-8860358,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9875133-6675526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9280971-7985140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3188891-6410737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3483641-4130716,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2134744-2983560,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2134744-2983560,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8043730-1741107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3279099-6512340,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1914549-0961914,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6578759-3590746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6578759-3590746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7315678-6426723,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3777496-1243504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7947897-0657162,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6914201-1132315,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6527611-2620356,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9085654-3078701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5192384-3951567,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0941768-6858737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6954338-5421112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7936005-0288359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6111632-0922714,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6234605-5864362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7373723-8657945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7640336-7685932,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4820020-0470727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3377351-6975523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0774475-2264346,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2913100-9199523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1899830-7282769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0774070-6334744,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3934791-7160354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1455315-5726715,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2931172-0919527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3631858-9976333,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4121759-3803518,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9857645-8852308,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0191752-7852367,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0462669-0421903,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1610265-6433939,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7698979-0771504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5986155-8706729,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6234764-6194764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4464781-6945954,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2252614-9960322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5185798-2492330,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7846570-7048320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8083324-3698702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7696219-9552300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3992880-3810716,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2351401-7407519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6726118-7005952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0689159-0242757,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1340163-1532324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3650426-9428337,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6627078-9134717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1430589-2399506,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6797504-2297936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6195927-7625966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7266683-0259508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9372128-1582757,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9372128-1582757,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3764170-9501915,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4060761-0311540,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5838920-4513109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7193780-5649914,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6901387-4641964,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9734567-9770742,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9465907-8459534,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1069953-0733147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3194788-9908318,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2724074-8320314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6151541-3088362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6290168-9052301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6176168-9014715,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3639980-9358722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2627808-9588308,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0851403-5608326,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9033467-8363559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9943797-2776361,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0210921-4381918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6803565-5722735,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2248987-2923545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0888200-0895547,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4905610-8176350,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6441682-0965967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6441682-0965967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9950108-0957933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3433052-3212314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6730101-1397926,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5592916-1892327,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3332711-0088348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4354435-6301120,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2822610-6975562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2997009-7217956,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5549512-7211537,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3485810-3720311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2260156-3312359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5255431-3950715,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3950166-2240320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2359320-2076309,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4915151-9177147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4915151-9177147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2718777-8417144,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2155182-7741931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6755027-0321145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4857583-2209165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4561336-5452357,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2274713-4795536,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8109456-0220364,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8247847-9745912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4164287-1813115,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1414203-7335523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5629043-4653915,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2851845-8725956,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9862634-8333962,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6311254-6665965,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3220780-7151507,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6898603-4829903,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9069852-5669944,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4240716-7861942,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3910341-5405955,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6618890-4094717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4340684-7226747,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7403004-4341141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1267771-9901957,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8472224-3077137,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9048975-6181958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0662582-9807517,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5952713-9641123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2471373-9629954,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8161749-1861900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7255953-6044359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4471072-6506744,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0548067-5941968,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7093431-7841135,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7852146-0281908,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0272063-1718720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0100746-3044311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4661724-0746701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7319867-3350760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6922099-5375521,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6922099-5375521,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9440382-7244321,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2650106-7539514,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8458322-7081904,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6026635-3397963,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5226413-0261111,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5226413-0261111,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0125119-3973149,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8454211-3186722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4884454-6944358,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4243484-2895509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2814869-8196348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3479055-7158737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8519823-9785156,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7767825-6423510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7767825-6423510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0985720-1441158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1918970-3289132,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2271651-1481945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4892924-9545939,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0056474-2445940,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5598177-8402718,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9860302-3074713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1037267-2281937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3183512-9481123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0332988-5997122,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1303849-6671543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8029193-7894753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6168223-2053150,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7782802-0378760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6975362-9663554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5041633-3869917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7519291-2532300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5901107-0050727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2006659-7334713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8703041-1330720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4971463-4294716,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8730281-0124349,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8257180-6181965,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0074699-6427575,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8206898-5113140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0626510-4989901,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
