Fulfilment,Sales Channel ,ship-service-level,currency,ship-city,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SILIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PIMPRI CHINCHWAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JHANSI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGARI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BANGALORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RUDRAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RUDRAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BANGALORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nadiad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nadiad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MEHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVALLA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BELAGAVI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bhayandar (West),IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SIBSAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kollam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUPAKKAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kottarakara,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUCHERRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEDUVA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MAKRANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PITHORAGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,kanpur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KGF,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOIL PALAYAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,bangalore north vidyaranyapura post,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAMPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Rajkot,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KARIMNAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hosur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DAHIVADI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAJAHMUNDRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GAUTAM BUDDHA NAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Satara,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ernakulam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Visakhapaynam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,nirmal,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALAMASSERY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ALWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALAMASSERY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GOA VELHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Anakapalle,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BANGALORE RURAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALADHUNGI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,UDUPI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VARANASI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kottayam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KATIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATTI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,District Fatehabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SIDDIPET,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PORT BLAIR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NASHIK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BADDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Delhi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANNUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PAKHANJUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Coramendal Post KGF,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Coramendal Post KGF,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI VIRAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SURAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Panchkula,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMBALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Jammu,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SECUNDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANANTNAG,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Narsapur ; medak district,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DIMAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MURLIGANJ,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMRAVATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NANDED WAGHALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ONGOLE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VIJAYAWADA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAGDALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DIMAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Gurgaon,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Dombivali,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kolkata,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RATANGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TONK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TONK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAYAGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOZHIKODE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,IMPHAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDKOT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ASANSOL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SALEM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VENGOLA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA WEST,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MANGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SIDCUL HARIDWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MALAPPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUPPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SUSNER,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KAKINADA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DASUYA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAHANGIRABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DHANBAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI WEST,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BELAGAVI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SHILLONG,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Dombivli,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HOSUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AJMER,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ambarnath,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAICHUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SHAHJAHANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KARIYANNUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hosur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KUMARAPALAYAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Amritsar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Saharsa,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DOMBIVLI WEST,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AGRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANANTAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANANTAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KAPILESWARAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,anna Nagar west; chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JABALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SULTANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GORAKHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NORTH GOA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ZIRAKPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HOWRAH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KARIYANNUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HANUMAN JUNCTION,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thane,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GANDHIDHAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PAVARATTY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PAVARATTY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SIKAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,UDUPI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAWADA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AGRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,IMPHAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAE BARELI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SRI GANGANAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GANGTOK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VIJAYAWADA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VELLAKOIL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PAPANNAPET,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PAPANNAPET,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HUBBALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHHUTMALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOZHIKODE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHANDARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAGDALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BALLY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THODUPUZHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE WEST,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PIRANGUT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Coimbatore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Srinagar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLHAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAXAUL BAZAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bharuch,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BAMBOLIM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kolkata,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SRINAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PERAKAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AURANGABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DHENKANAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAINITAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
