temp_4,mikro_2,middel_2,nedboer_2,middel_1
13_0___14_9_C,V_dt_og_varmt,0_l_ha,0___1,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,____4,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,0___1,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_50_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_l_ha
____17_0_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,____4,0_50_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_25_l_ha
13_0___14_9_C,T_rt_og_koldt,0_l_ha,0___1,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
13_0___14_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_25_l_ha
____17_0_C,T_rt_og_koldt,0_50_l_ha,2___3,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_l_ha,0___1,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_50_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
____17_0_C,T_rt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_25_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,____4,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,0___1,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_25_l_ha
13_0___14_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_25_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_25_l_ha,2___3,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_l_ha,2___3,0_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_koldt,0_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_25_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,____4,0_75_l_ha
____17_0_C,T_rt_og_koldt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_koldt,0_25_l_ha,0___1,0_75_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
____17_0_C,V_dt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,2___3,0_l_ha
____17_0_C,T_rt_og_varmt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,0___1,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_75_l_ha
____17_0_C,V_dt_og_varmt,0_50_l_ha,____4,0_50_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
____17_0_C,T_rt_og_koldt,0_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_50_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_l_ha
____17_0_C,T_rt_og_koldt,0_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,2___3,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_25_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_l_ha,0___1,0_75_l_ha
____17_0_C,T_rt_og_varmt,0_25_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
____17_0_C,V_dt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
____17_0_C,T_rt_og_varmt,0_50_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_l_ha
____17_0_C,T_rt_og_koldt,0_50_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,2___3,0_75_l_ha
____17_0_C,T_rt_og_koldt,0_l_ha,0___1,0_l_ha
____17_0_C,V_dt_og_varmt,0_25_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_25_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,____4,0_75_l_ha
____17_0_C,T_rt_og_varmt,0_75_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_25_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,0___1,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_l_ha,0___1,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_l_ha,____4,0_75_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_l_ha
15_0___16_9_C,T_rt_og_koldt,0_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,0___1,0_25_l_ha
____17_0_C,T_rt_og_varmt,0_75_l_ha,2___3,0_50_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,0___1,0_25_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,0___1,0_l_ha
____17_0_C,T_rt_og_koldt,0_25_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,0___1,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_75_l_ha,____4,0_25_l_ha
13_0___14_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_l_ha
____17_0_C,V_dt_og_koldt,0_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,____4,0_50_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,2___3,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_l_ha,2___3,0_75_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,T_rt_og_koldt,0_l_ha,2___3,0_25_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
13_0___14_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,2___3,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_75_l_ha
____17_0_C,T_rt_og_varmt,0_25_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,2___3,0_25_l_ha
____17_0_C,T_rt_og_varmt,0_50_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_l_ha,____4,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_50_l_ha
____17_0_C,T_rt_og_varmt,0_l_ha,2___3,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_75_l_ha
____17_0_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_50_l_ha,____4,0_75_l_ha
____17_0_C,V_dt_og_varmt,0_l_ha,2___3,0_50_l_ha
____17_0_C,T_rt_og_koldt,0_50_l_ha,0___1,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
15_0___16_9_C,T_rt_og_varmt,0_l_ha,2___3,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_25_l_ha,0___1,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,2___3,0_75_l_ha
15_0___16_9_C,T_rt_og_koldt,0_50_l_ha,0___1,0_50_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,2___3,0_50_l_ha
____17_0_C,T_rt_og_varmt,0_75_l_ha,0___1,0_25_l_ha
15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_75_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,____4,0_50_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_l_ha
15_0___16_9_C,V_dt_og_varmt,0_75_l_ha,2___3,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_50_l_ha
13_0___14_9_C,T_rt_og_koldt,0_50_l_ha,2___3,0_25_l_ha
13_0___14_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_25_l_ha
13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,2___3,0_75_l_ha
____17_0_C,V_dt_og_koldt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,____4,0_25_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,2___3,0_75_l_ha
15_0___16_9_C,V_dt_og_koldt,0_25_l_ha,____4,0_25_l_ha
13_0___14_9_C,T_rt_og_koldt,0_25_l_ha,0___1,0_25_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_l_ha,0___1,0_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,2___3,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,0___1,0_75_l_ha
13_0___14_9_C,T_rt_og_varmt,0_l_ha,0___1,0_25_l_ha
15_0___16_9_C,T_rt_og_koldt,0_l_ha,0___1,0_25_l_ha
____17_0_C,T_rt_og_koldt,0_75_l_ha,0___1,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,T_rt_og_varmt,0_25_l_ha,0___1,0_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_50_l_ha
15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,____4,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,2___3,0_l_ha
____17_0_C,V_dt_og_varmt,0_50_l_ha,____4,0_l_ha
15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,2___3,0_25_l_ha
15_0___16_9_C,V_dt_og_varmt,0_l_ha,____4,0_75_l_ha
____17_0_C,T_rt_og_koldt,0_l_ha,0___1,0_l_ha
____17_0_C,V_dt_og_varmt,0_75_l_ha,____4,0_25_l_ha
____17_0_C,T_rt_og_varmt,0_25_l_ha,2___3,0_l_ha
13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,____4,0_l_ha
