index,Order ID,Date,Style,SKU,ASIN,ship-city,ship-state
108674,402-2176599-4734703,06-14-22,JNE3334,JNE3334-KR-L,B07S8VQ9Y4,BENGALURU,KARNATAKA
108679,403-3478971-0586750,06-14-22,JNE3721,JNE3721-KR-M,B099FC9KR1,BENGALURU,KARNATAKA
108680,405-3328623-0558763,06-14-22,JNE3817,JNE3817-KR-XS,B09LTZKSVQ,FARIDABAD,HARYANA
108681,171-1718171-6001105,06-14-22,JNE3801,JNE3801-KR-M,B09SDZ4FH9,BARMER,RAJASTHAN
108684,404-3471696-2158728,06-14-22,JNE3407,JNE3407-KR-XXL,B0893FS7QX,VISAKHAPATNAM,ANDHRA PRADESH
108700,407-5805881-3609937,06-14-22,JNE3776,JNE3776-KR-XL,B09K3YYJP5,Kolkata,WEST BENGAL
108707,404-3290511-5665110,06-14-22,SET319,SET319-KR-NP-M,B09KXVG37D,MAPUSA,GOA
108709,171-9502525-5968305,06-14-22,JNE3797,JNE3797-KR-XS,B09SDY9SQ6,HYDERABAD,TELANGANA
108714,403-9935194-3873945,06-14-22,BL103,BL103-XXL,B085G9RB4Z,Shirur,MAHARASHTRA
108727,404-0292934-4214774,06-14-22,JNE3703,JNE3703-KR-XS,B099NP224P,Haldwani,UTTARAKHAND
108730,406-1254695-1657904,06-14-22,SET293,SET293-KR-NP-L,B09K39CKVP,JABALPUR,MADHYA PRADESH
108731,402-0712265-4477900,06-14-22,JNE3798,JNE3798-KR-XL,B09SDXG1CP,CHENNAI,TAMIL NADU
108746,171-0162509-9033179,06-14-22,JNE3798,JNE3798-KR-S,B09SDXPCRB,CHENNAI,TAMIL NADU
108756,408-4401710-1745142,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,INDORE,MADHYA PRADESH
108769,171-1723776-1027514,06-14-22,SET275,SET275-KR-NP-S,B0983GKFV1,CHENNAI,TAMIL NADU
108770,171-1723776-1027514,06-14-22,JNE3787,JNE3787-KR-S,B09RKBXM5B,CHENNAI,TAMIL NADU
108780,402-5171056-9236348,06-14-22,SET271,SET271-KR-NP-XXL,B09BQJ9J1X,NEW DELHI,DELHI
108781,407-6484811-4888369,06-14-22,JNE2014,JNE2014-KR-178-XL,B077MM3LFJ,AHMEDABAD,Gujarat
108782,407-6484811-4888369,06-14-22,SET345,SET345-KR-NP-XL,B09KXWW582,AHMEDABAD,Gujarat
108783,407-6484811-4888369,06-14-22,JNE3697,JNE3697-KR-XL,B098112V2V,AHMEDABAD,Gujarat
108790,403-1038900-3557962,06-14-22,JNE3456,JNE3456-KR-XL,B09CTBPP9F,COIMBATORE,TAMIL NADU
108794,404-7016073-0889107,06-14-22,J0101,J0101-DR-XXL,B08VRMD8TQ,GURUGRAM,HARYANA
108798,404-8249375-4653967,06-14-22,JNE3709,JNE3709-DR-S,B091T1N5WV,UTTAR LATABARI,WEST BENGAL
108800,171-2168479-7826731,06-14-22,BTM037,BTM037-PP-XL,B08KRYMGNM,Bengaluru,KARNATAKA
108801,406-7185961-2386768,06-14-22,JNE2014,JNE2014-KR-178-XXXL,B07G2CSMX9,TIRUNELVELI,TAMIL NADU
108811,407-6431761-1205164,06-14-22,SET357,SET357-KR-NP-S,B09Y3GBB15,AIZAWL,MIZORAM
108816,402-2078963-2319567,06-14-22,JNE3543,JNE3543-KR-S,B08HHJP41L,MORENA,MADHYA PRADESH
108818,403-8482959-6055526,06-14-22,JNE3797,JNE3797-KR-XS,B09SDY9SQ6,NEW DELHI,DELHI
108825,404-1239020-7594741,06-14-22,JNE3869,JNE3869-DR-S,B09RK67Y51,CHILAKALURIPET,ANDHRA PRADESH
108849,171-6939189-1726725,06-14-22,J0379,J0379-SKD-XS,B09M6VPHJY,MUMBAI,MAHARASHTRA
108852,404-1852755-3321115,06-14-22,J0335,J0335-DR-XS,B0982ZB89B,BENGALURU,KARNATAKA
108859,402-0347610-4609926,06-14-22,SET345,SET345-KR-NP-XL,B09KXWW582,HSIIDC SOHNA,HARYANA
108861,404-6767936-7227520,06-14-22,JNE3468,JNE3468-KR-XL,B08RP67NGB,BAHRAICH,UTTAR PRADESH
108885,406-5350907-4539512,06-14-22,JNE3603,JNE3603-KR-XXL,B08RYNBTRN,BHUBANESWAR,ODISHA
108886,406-5350907-4539512,06-14-22,BTM042,BTM042-PP-XXXL,B08L3SQMDS,BHUBANESWAR,ODISHA
108890,407-4731329-2633143,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,SECUNDERABAD,TELANGANA
108893,404-5052417-8501119,06-14-22,JNE3468,JNE3468-KR-XXL,B08RP3TP66,JAUNPUR,UTTAR PRADESH
108895,406-1927483-8889904,06-14-22,SET145,SET145-KR-NP-L,B0822SX9WB,NEW DELHI,DELHI
108898,405-9972625-8761142,06-14-22,JNE3671,JNE3671-TU-L,B0986RYVDW,NEW DELHI,DELHI
108901,403-6400197-6345130,06-14-22,JNE3836,JNE3836-KR-XXL,B09RKB4VDD,Greater FARIDABAD,HARYANA
108903,404-0282844-7840364,06-14-22,JNE3807,JNE3807-KR-XXXL,B09RKC6J4R,GUWAHATI,ASSAM
108905,406-5319158-4288316,06-14-22,J0091,J0091-TP-M,B092CZQ156,CHENNAI,TAMIL NADU
108911,171-1558240-7181958,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,THANE west,MAHARASHTRA
108917,407-9425540-5974720,06-14-22,JNE3619,JNE3619-KR-L,B091Q8GQLG,NAGPUR,MAHARASHTRA
108936,405-9125017-3368314,06-14-22,SET375,SET375-KR-NP-XXL,B09RKDDLL2,BENGALURU,KARNATAKA
108959,408-9124766-1641146,06-14-22,JNE3721,JNE3721-KR-L,B099FBM4FZ,Kundrathur,TAMIL NADU
108961,402-4174962-0392312,06-14-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,CHENNAI,TAMIL NADU
108963,407-6668685-5502703,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,HYDERABAD,TELANGANA
108975,408-5583628-0103536,06-14-22,J0117,J0117-TP-M,B08N4TGTRV,BENGALURU,KARNATAKA
108979,408-5294915-4865945,06-14-22,SET351,SET351-KR-NP-S,B09KXV1B67,PATNA,BIHAR
108983,171-6055394-2356316,06-14-22,MEN5025,MEN5025-KR-XXXL,B08YYQS8FH,BENGALURU,KARNATAKA
109000,406-5218967-4214751,06-14-22,J0230,J0230-SKD-XXXL,B08XNH9MJL,NEW DELHI,DELHI
109002,408-8354550-8298725,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,GURUVAYUR,KERALA
109012,403-0407025-3769144,06-14-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,GOPALGANJ,BIHAR
109015,408-6476380-1573915,06-14-22,J0337,J0337-TP-XXL,B0986ZB8FM,MUMBAI,MAHARASHTRA
109016,408-1411709-6044330,06-14-22,JNE3721,JNE3721-KR-L,B099FBM4FZ,GUNTUR,ANDHRA PRADESH
109026,171-2496798-3098704,06-14-22,JNE3787,JNE3787-KR-XS,B09RKDTPRF,PIMPRI CHINCHWAD,MAHARASHTRA
109027,404-5827044-0363557,06-14-22,JNE3261,JNE3261-KR-XS,B07R51QXZD,INDORE,MADHYA PRADESH
109030,405-6135741-4409929,06-14-22,JNE3786,JNE3786-KR-XXL,B09M71C67N,BENGALURU,KARNATAKA
109033,403-0245303-6270730,06-14-22,J0379,J0379-SKD-XS,B09M6VPHJY,HYDERABAD,TELANGANA
109037,402-4340568-5471522,06-14-22,J0336,J0336-TP-XL,B098731WQ8,HYDERABAD,TELANGANA
109038,403-7122432-8506706,06-14-22,JNE3465,JNE3465-KR-XXL,B08BFT4ZKX,BAPATLA,ANDHRA PRADESH
109039,406-6095496-7609940,06-14-22,JNE3800,JNE3800-KR-A-XL,B09TH33GBM,THIRUVALLA,KERALA
109050,402-6128688-7522708,06-14-22,J0203,J0203-TP-XS,B0965LB1LZ,BENGALURU,KARNATAKA
109074,403-5812404-5024362,06-14-22,JNE2014,JNE2014-KR-178-M,B077M6KWYJ,Mysore,KARNATAKA
109076,408-6895320-2911517,06-14-22,JNE1998,JNE1998-KR-311-XXL,B078NTPQHT,GURUGRAM,HARYANA
109077,403-2969025-2648337,06-14-22,JNE2014,JNE2014-KR-178-M,B077M6KWYJ,ATTAYAMPATTI,TAMIL NADU
109078,403-2969025-2648337,06-14-22,JNE3534,JNE3534-KR-M,B08BK6CNDS,ATTAYAMPATTI,TAMIL NADU
109083,408-5057139-5128350,06-14-22,JNE2049,JNE2049-KR-351-XL,B076HH2K35,HYDERABAD,TELANGANA
109088,408-7932794-3893938,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,BAHADURGARH,HARYANA
109092,403-1901990-1235565,06-14-22,JNE2014,JNE2014-KR-178-M,B077M6KWYJ,LONAVALA,MAHARASHTRA
109093,407-1344657-5550704,06-14-22,JNE3721,JNE3721-KR-XL,B099FDMD6T,INDORE,MADHYA PRADESH
109097,403-7803400-0032342,06-14-22,SET278,SET278-KR-NP-XL,B0983GGFYD,Obedullahganj,MADHYA PRADESH
109109,402-2530853-4420325,06-14-22,JNE3807,JNE3807-KR-S,B09RKD6B6T,BENGALURU,KARNATAKA
109111,403-9724596-0249149,06-14-22,SET341,SET341-KR-NP-XL,B09NPX3HG3,DIMAPUR,NAGALAND
109124,404-8163873-7050769,06-14-22,SET323,SET323-KR-NP-XS,B09NDKSD4G,KOLHAPUR,MAHARASHTRA
109130,404-8597700-7665900,06-14-22,JNE3837,JNE3837-KR-S,B09RKC6YGB,GUWAHATI,ASSAM
109136,404-5760866-2850764,06-14-22,J0389,J0389-TP-XL,B09YP18KJQ,singrauli,MADHYA PRADESH
109139,404-4827994-0745949,06-14-22,JNE3797,JNE3797-KR-A-XS,B09TH43SGS,HYDERABAD,TELANGANA
109143,403-1872423-8228361,06-14-22,J0185,J0185-DR-XS,B091YF6SWP,GUWAHATI,ASSAM
109148,408-0781433-9244300,06-14-22,SET325,SET325-KR-NP-L,B09K3X1ZY1,KARAMADAI,TAMIL NADU
109149,171-7291124-8435547,06-14-22,MEN5011,MEN5011-KR-L,B08YZ243V6,NEW DELHI,DELHI
109152,171-1623820-6277148,06-14-22,J0216,J0216-BL-S,B09PBXT93F,VADODARA,Gujarat
109153,403-6945925-4885963,06-14-22,PJNE3068,PJNE3068-KR-4XL,B09M75YGQF,KOLKATA,WEST BENGAL
109168,404-2811798-2357935,06-14-22,JNE3797,JNE3797-KR-XXXL,B09SDY4VDC,Hyderabad,TELANGANA
109170,171-8852210-8906763,06-14-22,J0285,J0285-SKD-L,B08QGHTFWF,MUMBAI,MAHARASHTRA
109171,408-3684423-2763528,06-14-22,JNE3454,JNE3454-KR-XXL,B08B3YMS62,SAHARANPUR,UTTAR PRADESH
109176,403-5014373-7969117,06-14-22,SET333,SET333-KR-DPT-S,B09RKF9RSW,VISAKHAPATNAM,ANDHRA PRADESH
109184,171-2455582-6125104,06-14-22,J0301,J0301-TP-M,B099S9DTR2,Chennai,TAMIL NADU
109188,408-8032910-4541125,06-14-22,JNE3468,JNE3468-KR-S,B08RP3YXBX,TAKHATPUR;Dist - Bilaspur,CHHATTISGARH
109203,402-9459385-6100322,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,Narsapur ; medak district,TELANGANA
109204,171-4882137-2746754,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,LUCKNOW,UTTAR PRADESH
109211,408-1636311-5689118,06-14-22,J0041,J0041-SET-XS,B089G2JV7X,BENGALURU,KARNATAKA
109217,406-7625224-6568369,06-14-22,JNE3784,JNE3784-KR-S,B09K3ZT165,MUMBAI,MAHARASHTRA
109233,408-5249462-5157954,06-14-22,J0376,J0376-SKD-S,B09QJ3BDVW,BENGALURU,KARNATAKA
109237,404-3055609-1588329,06-14-22,JNE3659,JNE3659-TP-N-L,B08ZHT1PKK,BENGALURU,KARNATAKA
109246,171-4056560-6133120,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,RANCHI,JHARKHAND
109248,406-4808436-5674719,06-14-22,SET392,SET392-KR-NP-L,B09RKD8NGR,VIJAYAWADA,ANDHRA PRADESH
109255,408-8785838-5711507,06-14-22,SET435,SET435-KR-NP-XXL,B09Y2Z6W12,Vadodara,Gujarat
109260,402-1782076-5073153,06-14-22,JNE3797,JNE3797-KR-A-XXL,B09TH3MNW7,JAMMU,JAMMU & KASHMIR
109263,403-1538618-8397900,06-14-22,SET327,SET327-KR-DPT-M,B09PN41YXK,BHIMAVARAM,ANDHRA PRADESH
109264,402-6329738-4842751,06-14-22,JNE3546,JNE3546-KR-XL,B08HK5JSM1,KAYAMKULAM,KERALA
109266,402-1889842-8753143,06-14-22,J0089,J0089-TP-XL,B092CZP97K,Durgapur,WEST BENGAL
109268,404-7692663-9602760,06-14-22,SET401,SET401-KR-NP-XXL,B09VC7M7Y4,THANE,MAHARASHTRA
109273,407-7366284-2013162,06-14-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,KOZHIKODE,KERALA
109277,405-9874000-2337929,06-14-22,JNE3906,JNE3906-KR-L,B0B3MR8GR2,THANE,MAHARASHTRA
109279,403-7809817-5665148,06-14-22,BTM038,BTM038-PP-XXXL,B08KR9JYNQ,Indore,MADHYA PRADESH
109280,406-0840645-7681148,06-14-22,NW037,NW037-TP-SR-L,B099NPC16D,GURUGRAM,HARYANA
109281,404-0013621-4162753,06-14-22,JNE3611,JNE3611-KR-L,B08XVQMSJV,CHITTOOR,ANDHRA PRADESH
109287,405-3212209-6283566,06-14-22,JNE3703,JNE3703-KR-S,B099FDNFFV,Kottakkal,KERALA
109291,403-0658030-9331563,06-14-22,JNE3799,JNE3799-KR-XL,B09SDYHWLX,GHAZIABAD,UTTAR PRADESH
109292,171-5036541-0706747,06-14-22,JNE3601,JNE3601-KR-M,B08QJL3RQ5,MADURAI,TAMIL NADU
109302,407-7097579-1508313,06-14-22,JNE2014,JNE2014-KR-178-XL,B077MM3LFJ,CHENNAI,TAMIL NADU
109303,408-6894153-9625910,06-14-22,JNE3659,JNE3659-TP-N-L,B08ZHT1PKK,LONAVALA,MAHARASHTRA
109305,171-7669880-1491550,06-14-22,JNE3465,JNE3465-KR-XL,B08BF4PWCT,NEW DELHI,DELHI
109317,407-5339274-0933959,06-14-22,SET279,SET279-LC-S,B09CT6L67S,SHOPIAN,JAMMU & KASHMIR
109328,406-8577941-4185105,06-14-22,JNE3670,JNE3670-TU-XXXL,B0943H2M4C,BENGALURU,KARNATAKA
109334,403-1002429-5581105,06-14-22,JNE3389,JNE3389-KR-XS,B081X163ZC,VIJAPURA,KARNATAKA
109355,408-6727022-9223532,06-14-22,SET327,SET327-KR-DPT-L,B09PN4P12Y,HYDERABAD,TELANGANA
109356,403-1381765-9518701,06-14-22,SET365,SET365-KR-NP-XXL,B09QJ46PYP,NEW DELHI,DELHI
109358,402-3206422-8400340,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,curchorem,GOA
109364,171-0188369-9101952,06-14-22,JNE3822,JNE3822-KR-XXXL,B09LV2KH5Z,GURUGRAM,HARYANA
109376,406-5798635-5205163,06-14-22,JNE3837,JNE3837-KR-L,B09RKCSJQ5,KARNAL,HARYANA
109377,406-8961956-2972367,06-14-22,SET397,SET397-KR-NP  -M,B09RKD6KWL,NEW DELHI,DELHI
109378,407-2078553-8410726,06-14-22,JNE3797,JNE3797-KR-XL,B09SDXRYBG,VARKALA,KERALA
109379,405-3733039-0840314,06-14-22,J0386,J0386-KR-XXL,B09YYKWZJS,YAMUNANAGAR,HARYANA
109384,408-5590003-0463522,06-14-22,J0137,J0137-SET-XXL,B091Z4VV68,Chennai,TAMIL NADU
109394,408-9917150-1769115,06-14-22,SET357,SET357-KR-NP-XXL,B09Y3H5PY8,SECUNDERABAD,TELANGANA
109395,402-2111701-6777108,06-14-22,SET183,SET183-KR-DH-M,B08B3Z2YY3,CUTTACK,ODISHA
109400,408-4523037-9702748,06-14-22,JNE3807,JNE3807-KR-XXXL,B09RKC6J4R,HYDERABAD,TELANGANA
109409,407-6038855-2330750,06-14-22,SET392,SET392-KR-NP-S,B09RKD9PDZ,CHANDIGARH,CHANDIGARH
109411,406-7898019-1321160,06-14-22,J0239,J0239-SKD-XXXL,B0925X12DQ,Rangaareddy,TELANGANA
109418,405-7083887-5560344,06-14-22,JNE3797,JNE3797-KR-A-L,B09TH2ZFSY,THIRUVANANTHAPURAM,KERALA
109431,404-7017442-8845154,06-14-22,J0379,J0379-SKD-L,B09M6WZX2J,UDAIPUR,RAJASTHAN
109435,408-1009410-2866701,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,KALAMASSERY,KERALA
109438,406-0105812-3513168,06-14-22,JNE3797,JNE3797-KR-XL,B09SDXRYBG,BENGALURU,KARNATAKA
109443,407-7651825-2225142,06-14-22,JNE3837,JNE3837-KR-S,B09RKC6YGB,BENGALURU,KARNATAKA
109446,406-0115091-4598721,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,KHARGONE,MADHYA PRADESH
109449,405-4525693-4826715,06-14-22,J0117,J0117-TP-M,B08N4TGTRV,HOWRAH,WEST BENGAL
109450,171-0713494-7230701,06-14-22,JNE3431,JNE3431-KR-XL,B08KS7M7F7,PUNE,MAHARASHTRA
109451,404-7440649-0016306,06-14-22,SET377,SET377-KR-NP-XS,B09TZV58PW,DEBAGARH,ODISHA
109454,403-1630327-5470759,06-14-22,JNE3440,JNE3440-KR-N-XXXL,B09HMTKV2L,ERNAKULAM,KERALA
109455,405-7209879-2174754,06-14-22,JNE3491,JNE3491-KR-S,B08BK4TN3K,GURUGRAM,HARYANA
109469,404-8858955-3393954,06-14-22,JNE3487,JNE3487-KR-XL,B08RNPK8FX,NELLORE,ANDHRA PRADESH
109484,407-5503642-7757954,06-14-22,SET393,SET393-KR-NP-L,B09QJ51J2K,MUVATTUPUZHA,KERALA
109494,404-6907659-9916333,06-14-22,JNE3721,JNE3721-KR-XL,B099FDMD6T,ZIRAKPUR,PUNJAB
109500,402-4078015-3375550,06-14-22,JNE3797,JNE3797-KR-XXXL,B09SDY4VDC,Mohali,Punjab
109502,402-2649362-0864363,06-14-22,SET293,SET293-KR-NP-XL,B09K3DQZ66,DELHI,DELHI
109503,171-1582823-1044359,06-14-22,SET239,SET239-KR-NP-XS,B08TZWD17Q,chikamagalur,KARNATAKA
109515,407-9373711-3407516,06-14-22,SET386,SET386-KR-NP-XXL,B09K3LL5SD,TALAJA,Gujarat
109516,404-2022132-0915513,06-14-22,J0341,J0341-DR-L,B099NRCT7B,LUCKNOW,UTTAR PRADESH
109517,402-3675074-3363519,06-14-22,JNE2014,JNE2014-KR-178-M,B077M6KWYJ,KANCHRAPARA,WEST BENGAL
109518,402-3675074-3363519,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,KANCHRAPARA,WEST BENGAL
109523,405-8012769-2418721,06-14-22,J0196,J0196-TP-M,B094FJXS28,anjangaon Surji,MAHARASHTRA
109525,402-6559967-7901108,06-14-22,SET357,SET357-KR-NP-M,B09Y3MWCDM,LUCKNOW,UTTAR PRADESH
109526,406-8030058-2455523,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,KOCH BIHAR,WEST BENGAL
109529,171-7825161-3730745,06-14-22,SET288,SET288-KR-NP-XXXL,B09M6STTBC,Srinagar,JAMMU & KASHMIR
109532,404-7487835-6071549,06-14-22,SET305,SET305-KR-DPT-L,B09K3FZQFT,HOSUR,TAMIL NADU
109534,404-0183529-2563505,06-14-22,JNE3721,JNE3721-KR-XL,B099FDMD6T,KAKINADA,ANDHRA PRADESH
109536,406-2221054-3365953,06-14-22,JNE3399,JNE3399-KR-XXL,B082W891PY,ERNAKULAM,KERALA
109550,408-3390720-4388348,06-14-22,J0416,J0416-DR-S,B09TXYX9Y8,BENGALURU,KARNATAKA
109559,402-0821297-7216324,06-14-22,JNE3834,JNE3834-KR-S,B09Q3JJCB6,HYDERABAD,TELANGANA
109562,407-1653761-8420348,06-14-22,SET203,SET203-KR-DPT-XXXL,B08MYTBL9T,KANCHEEPURAM,TAMIL NADU
109565,404-2608331-0974720,06-14-22,SET369,SET369-KR-NP-L,B09QJ3YHCS,PANCHKULA,HARYANA
109567,405-7745838-9549926,06-14-22,PJNE3068,PJNE3068-KR-6XL,B09M76SVFW,AHMEDABAD,Gujarat
109569,405-0223384-8606746,06-14-22,JNE3721,JNE3721-KR-XS,B099FCBF34,GHAZIABAD,UTTAR PRADESH
109573,406-1315742-5041162,06-14-22,JNE3760,JNE3760-KR-XL,B099NLQDRK,CHENNAI,TAMIL NADU
109574,405-4639281-7611561,06-14-22,SET350,SET350-KR-NP-S,B09RKCWL9Z,ROHTAK,HARYANA
109575,405-4639281-7611561,06-14-22,SET435,SET435-KR-NP-S,B09Y3G8KC7,ROHTAK,HARYANA
109587,408-5701341-1195544,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,KOLKATA,WEST BENGAL
109594,402-3662112-8353146,06-14-22,J0041,J0041-SET-L,B089G28YYW,CHITGOPPA,KARNATAKA
109596,405-0416980-7285951,06-14-22,SET144,SET144-KR-NP-M,B0822VVHCN,MEERUT,UTTAR PRADESH
109603,403-2478441-6390734,06-14-22,JNE3431,JNE3431-KR-XL,B08KS7M7F7,KALYAN,MAHARASHTRA
109628,408-0214619-6592308,06-14-22,J0341,J0341-DR-S,B099NR7612,lucknow,UTTAR PRADESH
109629,403-8140712-3758704,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,BENGALURU,KARNATAKA
109635,406-4262423-6977935,06-14-22,SET293,SET293-KR-NP-XXL,B09K3QVXBS,ERNAKULAM,KERALA
109645,406-8597744-8958701,06-14-22,JNE3837,JNE3837-KR-S,B09RKC6YGB,JEYPUR,ODISHA
109650,402-0131424-5839548,06-14-22,SET380,SET380-KR-NP-M,B09QJ3WXB4,Jhansi,UTTAR PRADESH
109656,171-6501929-4843508,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,THIRUVANANTHAPURAM,KERALA
109664,402-8700167-4276346,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,BENGALURU,KARNATAKA
109665,407-5756218-0183539,06-14-22,JNE3468,JNE3468-KR-S,B08RP3YXBX,NOIDA,UTTAR PRADESH
109671,408-0344112-5329931,06-14-22,JNE3783,JNE3783-KR-XXXL,B09K3VLZDG,BHARUCH,Gujarat
109684,408-9027450-7817157,06-14-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,VADODARA,Gujarat
109687,404-3286913-7185109,06-14-22,JNE3652,JNE3652-TP-N-XXL,B08ZHHR63S,AHMEDABAD,Gujarat
109689,403-1779596-4907566,06-14-22,SET392,SET392-KR-NP-S,B09RKD9PDZ,SIRSI,KARNATAKA
109690,403-4475355-7995560,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,VISAKHAPATNAM,ANDHRA PRADESH
109693,408-0441344-3083517,06-14-22,JNE3797,JNE3797-KR-A-L,B09TH2ZFSY,KATHGODAM,UTTARAKHAND
109697,407-6017405-1946712,06-14-22,J0379,J0379-SKD-L,B09M6WZX2J,CUTTACK,ODISHA
109698,406-0808319-3371538,06-14-22,JNE3800,JNE3800-KR-XS,B09SDXPHNC,BERHAMPUR,ODISHA
109700,171-0036605-7601963,06-14-22,SET342,SET342-KR-NP-N-L,B09Q18BBWR,NEW DELHI,DELHI
109701,171-0036605-7601963,06-14-22,SET402,SET402-KR-NP-L,B09VC63Y2N,NEW DELHI,DELHI
109706,406-6386223-8049933,06-14-22,J0347,J0347-SET-L,B09DYCPNJP,BENGALURU,KARNATAKA
109712,405-9102249-1788357,06-14-22,JNE3869,JNE3869-DR-M,B09RK7Q644,KURNOOL,ANDHRA PRADESH
109713,406-4216539-0253923,06-14-22,SET363,SET363-KR-NP-XXL,B09TH61GMF,BANGALORE,KARNATAKA
109716,407-3485522-8337961,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,NOIDA,UTTAR PRADESH
109734,405-9525806-2893942,06-14-22,J0239,J0239-SKD-XXXL,B0925X12DQ,NOIDA,UTTAR PRADESH
109735,403-2705197-0789935,06-14-22,SET266,SET266-KR-NP-XL,B09BQF612S,THANE,MAHARASHTRA
109736,403-2705197-0789935,06-14-22,SET266,SET266-KR-NP-XXL,B09BQL8Q93,THANE,MAHARASHTRA
109738,403-0231176-4577162,06-14-22,JNE3797,JNE3797-KR-XS,B09SDY9SQ6,UDUMBANCHOLA,KERALA
109741,402-4346994-0295550,06-14-22,J0379,J0379-SKD-M,B09M6SF2XW,BENGALURU,KARNATAKA
109744,403-9968062-2954707,06-14-22,J0334,J0334-TP-S,B0986Y2KBV,GHAZIABAD,UTTAR PRADESH
109750,408-0418245-4400301,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,MUMBAI,MAHARASHTRA
109764,408-7082727-5385103,06-14-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,PARBHANI,MAHARASHTRA
109766,402-6030240-0126739,06-14-22,JNE3674,JNE3674-TU-XS,B09432J11D,NEW TOWN; Rajarhat,WEST BENGAL
109774,404-3879886-2293943,06-14-22,JNE3701,JNE3701-KR-XXL,B094FPG9YS,THIRUVANANTHAPURAM,KERALA
109787,408-0733183-6848317,06-14-22,JNE3800,JNE3800-KR-A-S,B09TH5VZK6,TADPATRI,ANDHRA PRADESH
109801,403-0129227-3506773,06-14-22,NW005,NW005-ST-PJ-L,B0922TCTTB,PALAKKAD,KERALA
109812,405-0849235-2053911,06-14-22,J0152,J0152-DR-M,B08V1KSHHQ,CHENNAI,TAMIL NADU
109816,407-1876705-0032362,06-14-22,JNE3440,JNE3440-KR-N-L,B081X7JHBC,Bangalore,KARNATAKA
109825,407-3133541-5952330,06-14-22,SET398,SET398-KR-PP-S,B09RP8VTX6,RANCHI,JHARKHAND
109832,407-2534476-4514733,06-14-22,JNE3753,JNE3753-KR-XXXL,B09K3XM19N,Dist una,HIMACHAL PRADESH
109834,404-3406219-2404337,06-14-22,JNE3797,JNE3797-KR-XXL,B09SDXSQ33,PALASA KASIBUGGA,ANDHRA PRADESH
109835,402-7053045-1499516,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,CHENNAI,TAMIL NADU
109839,408-5664290-2593111,06-14-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,HYDERABAD,TELANGANA
109840,407-7001947-3745152,06-14-22,SET264,SET264-KR-NP-M,B08YN44FZJ,BANGALORE,KARNATAKA
109841,407-7001947-3745152,06-14-22,SET268,SET268-KR-NP-M,B08XQ8R6GW,BANGALORE,KARNATAKA
109844,405-5788259-5212367,06-14-22,JNE3601,JNE3601-KR-L,B08QJM4J9Z,PIMPRI CHINCHWAD,MAHARASHTRA
109846,402-3658211-5286749,06-14-22,JNE3903,JNE3903-KR-XXL,B0B3MR86JV,KALAMESHWAR,MAHARASHTRA
109848,406-8312800-3901941,06-14-22,SET349,SET349-KR-NP-M,B09QJ4QF63,Gandhinagar,Gujarat
109850,405-5538819-6225105,06-14-22,JNE3659,JNE3659-TP-N-L,B08ZHT1PKK,NEW DELHI,DELHI
109873,406-8758332-0820344,06-13-22,J0350,J0350-SET-XL,B0983GD1BK,JAMSHEDPUR,JHARKHAND
109876,171-1750548-2898715,06-13-22,J0386,J0386-KR-XL,B09YYL9FK7,KALABURGI,KARNATAKA
109877,403-2922550-7832357,06-13-22,JNE3363,JNE3363-KR-1032-XL,B07T542WY1,CHIRALA,ANDHRA PRADESH
109878,403-2922550-7832357,06-13-22,JNE3363,JNE3363-KR-1032-M,B07T655XGF,CHIRALA,ANDHRA PRADESH
109882,407-2526563-7022735,06-13-22,JNE3797,JNE3797-KR-M,B09SDY8DCT,PATNA,BIHAR
