index,Order ID,Date,SKU,ASIN,ship-city
121668,408-8395130-4389109,2006/6/22,SET392-KR-NP-M,B09RKFDT7Q,KHARAGPUR
121670,408-7711911-2801919,2006/6/22,JNE3797-KR-S,B09SDYQ3WG,PANCHKULA
121672,406-6118460-6371534,2006/6/22,JNE3399-KR-XS,B082W8DNQX,AIZAWL
121675,406-7123409-0941901,2006/6/22,SET374-KR-NP-M,B09NDKJKPN,MYSURU
121680,406-7590530-3053106,2006/6/22,JNE3376-KR-L,B082W8M4CZ,PRODDATUR
121684,404-7104760-2331509,2006/6/22,JNE3160-KR-G-XL,B07K4C1KTB,KANPUR
121687,406-7188468-9917917,2006/6/22,SET219-KR-PP-M,B08B414Z8Y,CHENNAI
121695,402-9803492-6989920,2006/6/22,JNE3797-KR-XXL,B09SDXSQ33,HOSUR
121698,406-5850099-7223564,2006/5/22,SET392-KR-NP-M,B09RKFDT7Q,THANE
121700,406-2633321-1971537,2006/5/22,SET329-KR-NP-XXXL,B09K36SNZ6,CHENNAI
121705,407-5228774-3973158,2006/5/22,JNE3905-DR-XS,B09YYRHFQ1,MUMBAI
121709,406-8840038-3145140,2006/5/22,JNE3800-KR-XL,B09SDYWXDS,LUCKNOW
121721,407-7199479-2109140,2006/5/22,SET319-KR-NP-M,B09KXVG37D,MOHALI
121725,406-6681144-7184369,2006/5/22,JNE3160-KR-G-M,B07K41S1J4,BENGALURU
121726,171-8235762-7594727,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,MULKI
121737,406-0144120-9988327,2006/5/22,SET305-KR-DPT-L,B09K3FZQFT,PAPANASAM
121739,406-3184711-6037968,2006/5/22,SET384-KR-NP-M,B09K3TSBJX,PATNA
121742,402-9307973-1145116,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,BENGALURU
121754,407-7520446-7367553,2006/5/22,J0005-DR-XS,B08B3YVCK3,CUTTACK
121761,406-3580819-5121919,2006/5/22,JNE3476-KR-XXL,B08B3XRK43,COIMBATORE
121770,406-8157343-7003567,2006/5/22,J0350-SET-M,B0983DPSZK,BENGALURU
121799,403-6757052-6615526,2006/5/22,JNE3800-KR-A-L,B09TH43NW5,JHUNJHUNUN
121801,404-5978557-9554702,2006/5/22,JNE2032-KR-205-XXL,B0768HCX12,THIRUNAGESWARAM
121810,404-3885267-4373956,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,PUNE
121812,404-7311439-0933940,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,VADODARA
121813,407-4481425-0021966,2006/5/22,JNE3730-KR-M,B09HMK3P9S,SURAT
121827,408-6809440-0286737,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,INDORE
121830,406-0686993-9487529,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,RANCHI
121835,403-5302518-6193907,2006/5/22,JNE3862-TU-M,B09Y3CBT63,VIJAYAWADA
121846,407-4709327-4842711,2006/5/22,SET293-KR-NP-XS,B09K3938KW,CHENNAI
121854,403-6112908-0388357,2006/5/22,JNE3782-KR-XL,B09K3Y39WX,ERNAKULAM
121864,408-1189455-4433166,2006/5/22,SET329-KR-NP-XXL,B09K3JK4P9,MUMBAI
121865,408-5640987-6069130,2006/5/22,MEN5011-KR-XL,B08YZ1RHHJ,NOIDA
121866,406-0482753-4217952,2006/5/22,SET044-KR-NP-XL,B07Q2MWDYN,AMBALA CITY
121867,408-0755827-6030767,2006/5/22,BL057-65BLACK-A,B07D36SKBD,Tripunithura
121868,403-1563415-8897117,2006/5/22,JNE3633-KR-XXL,B094FL7XWR,Bangalore
121882,402-9453615-4129124,2006/5/22,JNE3800-KR-XL,B09SDYWXDS,BENGALURU
121885,171-4347712-9273931,2006/5/22,J0230-SKD-S,B08XNJ19QH,Rangapara
121889,405-5972701-1210719,2006/5/22,JNE3384-KR-XXXL,B084KJFN62,lucknow
121890,405-5972701-1210719,2006/5/22,JNE3797-KR-XXXL,B09SDY4VDC,lucknow
121894,405-4436610-6545904,2006/5/22,J0157-DR-S,B098P3LXT1,RAIGARH
121905,408-2544451-8621121,2006/5/22,SET357-KR-NP-S,B09Y3GBB15,Bengaluru
121906,405-6379513-0927509,2006/5/22,SET291-KR-PP-M,B099NK55YG,Nagpur
121920,403-0667089-7101115,2006/5/22,JNE3160-KR-G-S,B07K3YQLF1,VIJAYAWADA
121928,407-4777415-1449147,2006/5/22,JNE3160-KR-G-S,B07K3YQLF1,CHANDIGARH
121931,406-5721319-4917168,2006/5/22,SET392-KR-NP-XS,B09RKBXV4Z,NEW DELHI
121934,404-3884668-2293903,2006/5/22,JNE3399-KR-XS,B082W8DNQX,PUDUCHERRY
121941,407-0779719-0069113,2006/5/22,SET392-KR-NP-M,B09RKFDT7Q,Chennai
121945,403-2317715-6051516,2006/5/22,JNE3735-KR-XXXL,B09LV1Q3DT,PUNE
121953,408-2875760-0024316,2006/5/22,J0005-DR-B-M,B08B3YQPFP,TALLADA
121956,402-9471386-0005911,2006/5/22,JNE3797-KR-A-L,B09TH2ZFSY,BENGALURU
121957,402-9471386-0005911,2006/5/22,JNE3800-KR-A-L,B09TH43NW5,BENGALURU
121958,407-3567045-9664343,2006/5/22,JNE3797-KR-XXXL,B09SDY4VDC,Chennai
121960,403-6221872-1915502,2006/5/22,JNE3797-KR-A-XXL,B09TH3MNW7,HYDERABAD
121968,406-1048627-7672349,2006/5/22,JNE3797-KR-XXXL,B09SDY4VDC,Greater Noida
121977,402-9051659-4367515,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,Perumbavoor
121979,404-5182822-5031533,2006/5/22,JNE3608-KR-M,B08TGX4J2J,DURGAPUR
121980,404-7922251-1913944,2006/5/22,J0008-SKD-S,B0894XGJ83,DIAMOND HARBOUR
121985,408-5410588-0240308,2006/5/22,SET291-KR-PP-XXL,B099NJQ8JQ,VIJAYAWADA
121990,403-1145336-1796339,2006/5/22,J0230-SKD-S,B08XNJ19QH,RANGPO
121991,406-0044298-4754739,2006/5/22,JNE3373-KR-XXXL,B082W7MZVQ,BENGALURU
121994,405-4660321-6458764,2006/5/22,JNE3641-TP-N-XXL,B08ZH7L9CZ,DEHRADUN
121997,408-7248245-5252337,2006/5/22,J0331-KR-L,B09PD1X86Q,BENGALURU
122006,403-2094918-9652311,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,KANNAMANGALAM ALAPPUZHA DISTRICT
122012,404-8235654-2998744,2006/5/22,SET291-KR-PP-L,B099NJKJ54,MADURAI
122014,407-0167436-4557908,2006/5/22,J0352-KR-L,B098114JLC,NELLORE
122016,407-0859267-8881115,2006/5/22,JNE2032-KR-205-XL,B0768J7VQ1,BENGALURU
122022,408-4068504-2925123,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,FARIDABAD
122026,403-9658027-5118734,2006/5/22,JNE3712-TP-N-L,B08ZJ56M9M,VISAKHAPATNAM
122029,408-7568178-6587510,2006/5/22,JNE3838-KR-L,B09TH6TF19,HYDERABAD
122030,402-4690686-5449946,2006/5/22,J0117-TP-XL,B08N4H7B3Y,Mumbai
122031,408-5474821-9217158,2006/5/22,J0301-TP-XS,B099S9DRFV,MUMBAI
122038,406-7396960-3053127,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,NIZAMABAD
122039,404-0755553-4893962,2006/5/22,JNE3609-KR-XXL,B08W1HC76G,BENGALURU
122042,407-3817475-2031549,2006/5/22,JNE3518-KR-XS,B08XVTQHLF,BENGALURU
122046,403-9740493-8321943,2006/5/22,SET333-KR-DPT-XXL,B09RKDZ461,LUDHIANA
122051,407-1626591-7462765,2006/5/22,JNE2171-KR-437-XS,B07FTL9GTF,Pune
122052,407-7314040-0462768,2006/5/22,SET187-KR-DH-XL,B08B415N6S,NEW DELHI
122056,403-8529721-8657963,2006/5/22,JNE3800-KR-A-XL,B09TH33GBM,VASAI VIRAR
122057,406-7984437-7987544,2006/5/22,JNE3396-KR-L,B083ZZ3996,LUCKNOW
122058,406-7984437-7987544,2006/5/22,SET171-KR-NP-L,B0822SS99K,LUCKNOW
122059,402-6188672-2225126,2006/5/22,JNE3838-KR-L,B09TH6TF19,NEW DELHI
122062,405-0032671-3333906,2006/5/22,SET398-KR-PP-M,B09RPRS8JL,Seawood east navi Mumbai
122068,405-7081162-8047503,2006/5/22,SET291-KR-PP-L,B099NJKJ54,KOTHAMANGALAM
122081,403-7657800-7601919,2006/5/22,SET327-KR-DPT-XL,B09PN1HZ58,CHANDIGARH
122083,171-1037924-7097135,2006/5/22,JNE1998-KR-311-XL,B074XD94GB,SHENKOTTAI
122096,405-7632214-6697117,2006/5/22,SET327-KR-DPT-L,B09PN4P12Y,BHAVNAGAR
122099,406-2069687-9824334,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,EDAVANAKAD
122102,407-7412916-3019520,2006/5/22,JNE3620-KR-M,B091Q9FQ4B,BENGALURU
122106,171-7855373-3785154,2006/5/22,JNE3836-KR-XXL,B09RKB4VDD,KALABURGI
122108,171-9802225-5257938,2006/5/22,J0077-SKD-XS,B08YNRHNTR,Burhanpur
122115,408-3496301-9097169,2006/5/22,JNE3534-KR-XL,B08BK6GM1P,SAMUDRAPUR
122118,408-0250420-3036376,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,BADGAM
122123,171-4509652-5713146,2006/5/22,SET185-KR-NP-M,B082Z3KF7J,PATNA
122127,406-4094320-0779537,2006/5/22,SET172-KR-PP-B-L,B0822TF519,Guwahati
122131,408-0332688-3833914,2006/5/22,J0379-SKD-XXXL,B09M6TF1K5,HOJAI
122132,403-7701694-1282760,2006/5/22,JNE3797-KR-XS,B09SDY9SQ6,Nahan
122133,402-3304672-3785151,2006/5/22,JNE3751-KR-L,B09KXRZLQ4,HYDERABAD
122140,405-7310894-6402720,2006/5/22,JNE3160-KR-G-XL,B07K4C1KTB,RAICHUR
122142,408-8411622-3828327,2006/5/22,JNE3753-KR-XXXL,B09K3XM19N,ROURKELA
122145,405-3341876-0956338,2006/5/22,J0041-SET-L,B089G28YYW,PERUMBAVOOR
122156,404-2817265-3833161,2006/5/22,JNE3160-KR-G-S,B07K3YQLF1,NAVI MUMBAI
122163,407-5384199-8392336,2006/5/22,JNE2291-KR-602-XXL,B07GRV8MPD,TUNDLA KHAM
122172,407-2871259-5773143,2006/5/22,SET343-KR-NP-XXXL,B09NDL4F2Y,NOIDA
122180,404-3568486-8549152,2006/5/22,SET291-KR-PP-XXL,B099NJQ8JQ,VISAKHAPATNAM
122183,171-9856764-0125120,2006/5/22,JNE3790-KR-L,B09KXR4JZC,KALYANI
122197,405-7626830-7011529,2006/5/22,JNE3795-KR-XL,B09HMY74F6,WARANGAL
122218,402-7924179-2121102,2006/5/22,JNE1977-KR-237-S,B074SN4P8D,VASCO DA GAMA
122222,404-1529307-2890761,2006/5/22,JNE3160-KR-G-XL,B07K4C1KTB,BENGALURU
122228,403-5630033-4644303,2006/5/22,J0389-TP-XXL,B09YP11Q7X,HYDERABAD
122231,406-1075698-1893121,2006/5/22,SET240-KR-PP-XXL,B08N4TT7CH,SOHNA
122237,407-7950971-2765154,2006/5/22,SET398-KR-PP-M,B09RPRS8JL,DIMAPUR
122239,405-2120836-7117151,2006/5/22,JNE3459-KR-XXL,B08BFCB1KR,CHENNAI
122241,404-4644516-2241149,2006/5/22,JNE3793-KR-XXL,B09NQ8GLM5,CHENNAI
122244,407-3538412-7298758,2006/5/22,J0096-KR-XL,B089G2K69F,TIRUPATI
122257,406-3787227-9009900,2006/5/22,J0283-SET-XL,B08QGKHDN3,MARAIMALAINAGAR
122259,408-6777770-2841105,2006/5/22,SET363-KR-NP-S,B09TH6N4N9,JALPAIGURI
122265,408-4711617-3086734,2006/5/22,J0244-SKD-XS,B0925X7FMC,BENGALURU
122266,407-6525316-9417911,2006/5/22,JNE3601-KR-XXL,B08QJLQ16K,MUMBAI
122269,405-2003200-4788353,2006/5/22,JNE2014-KR-178-M,B077M6KWYJ,TIRUNELVELI
122277,407-9501738-7847559,2006/5/22,SET329-KR-NP-L,B09K3S1BWQ,BUHANA
122280,404-1710236-0596326,2006/5/22,JNE3627-KR-XL,B08W2JV979,Kalyan
122281,404-7549053-8883525,2006/5/22,SET044-KR-NP-XXL,B07Q2M14ZC,KANCHIPURAM
122293,408-0092422-3557165,2006/5/22,JNE3885-KR-XL,B09TZWX43X,JAMSHEDPUR
122296,404-2829937-2664309,2006/5/22,JNE3160-KR-G-XXL,B07K44CD3P,BENGALURU
122299,407-0146728-6270750,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,Aroor
122306,171-3115209-0014704,2006/5/22,JNE3543-KR-M,B08HHJQ3F4,HYDERABAD
122317,404-5497640-1821124,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,Vellore
122323,403-4157625-0899547,2006/5/22,JNE3797-KR-XS,B09SDY9SQ6,CHENNAI
122327,405-4991668-8038749,2006/5/22,JNE3887-KR-M,B09TZX82WT,MANGALURU
122329,408-0419501-3735529,2006/5/22,J0118-TP-XL,B08N4RDVZP,Ghaziabad
122331,405-5174967-5874769,2006/5/22,MEN5008-KR-XXXL,B08YZ1SZZS,THANE
122332,403-3676844-3209954,2006/5/22,SET401-KR-NP-XL,B09VC68QLJ,BENGALURU
122334,171-2476072-4922729,2006/5/22,JNE3697-KR-S,B09812G7DK,LATUR
122343,404-0904221-5485165,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,Bangalore
122347,403-9535004-5765149,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,HYDERABAD
122356,408-9667184-5654709,2006/5/22,SET323-KR-NP-L,B09NDKDH96,HYDERABAD
122362,171-7655639-6272321,2006/5/22,NW003-TP-PJ-XS,B0928XLFKC,BANSWARA
122363,403-5606235-5248368,2006/5/22,SAR113,B09NDC94XY,KANPUR
122364,403-5606235-5248368,2006/5/22,J0351-SET-L,B09CSSQY4F,KANPUR
122373,408-6613569-8165146,2006/5/22,JNE3697-KR-M,B098136DNF,BENGALURU
122374,407-6367348-7521153,2006/5/22,JNE2291-KR-602-M,B07GRSW1NT,MANUGUR
122378,405-3229766-3802755,2006/5/22,JNE3576-KR-XXL,B08MX5F39T,ANAND
122385,403-5854814-1538740,2006/5/22,J0113-TP-XL,B08V1N2D45,PUTTUR
122390,407-4513569-7523512,2006/5/22,JNE1977-KR-237-XS,B07FXGWSHQ,LATUR
122392,403-5992687-4837924,2006/5/22,MEN5020-KR-XXXL,B08YYSKBSS,UDAIPUR
122407,408-5368230-9984306,2006/5/22,SET327-KR-DPT-L,B09PN4P12Y,BENGALURU
122409,403-3865043-9888354,2006/5/22,JNE3487-KR-XL,B08RNPK8FX,BENGALURU
122415,405-2875789-8131540,2006/5/22,SET363-KR-NP-M,B09TH8L9PW,PUNE
122434,406-8577836-6099505,2006/5/22,JNE3797-KR-A-XXXL,B09TH2YML8,Hyderabad
122435,405-1350792-1053115,2006/5/22,JNE3776-KR-XL,B09K3YYJP5,HOWRAH
122444,171-2464732-8290756,2006/5/22,JNE3797-KR-XXXL,B09SDY4VDC,RAJAHMUNDRY
122445,171-2464732-8290756,2006/5/22,PJNE1906-KR-N-4XL,B09LD4PKWG,RAJAHMUNDRY
122449,407-4362311-4411502,2006/5/22,SET366-KR-NP-XS,B09QJLTPH8,CURCHOREM
122450,406-5106971-3469140,2006/5/22,JNE3836-KR-XXL,B09RKB4VDD,TRIBENI
122462,406-5694913-6248367,2006/5/22,SET392-KR-NP-XL,B09RKF8L5N,RAMPUR BUSHAHR
122465,407-6888082-5370702,2006/5/22,SET098-KR-PP-L,B07X3M5KLQ,Palampur
122470,403-1307963-4643503,2006/5/22,JNE3749-KR-XXL,B09K3R6L8S,NEW DELHI
122480,407-5675033-6204316,2006/5/22,SET357-KR-NP-XXL,B09Y3H5PY8,SRIKALAHASTI
122491,171-0133148-0911552,2006/5/22,J0371-SKD-XS,B09K3Z3VK4,PRODDATUR
122493,406-6363215-4089161,2006/5/22,SET288-KR-NP-L,B09M6SCRZ6,MUMBAI
122504,405-8706123-0407555,2006/5/22,JNE3865-TP-XL,B09TZSJMGG,VIKASNAGAR
122510,408-8944026-3577901,2006/5/22,J0207-DR-XS,B0967RFH4C,GURUGRAM
122511,405-3332941-1880312,2006/5/22,JNE2305-KR-533-XL,B07GRQVB2G,MEERUT
122512,407-4402561-5332354,2006/5/22,SET392-KR-NP-S,B09RKD9PDZ,MUMBAI
122513,171-4961649-0900349,2006/5/22,SET087-KR-PP-XL,B07SLYHBWC,GUWAHATI
122519,406-9038204-5857918,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,VISSANNAPET
122522,403-3061540-7203554,2006/5/22,JNE3797-KR-M,B09SDY8DCT,HYDERABAD
122529,408-6157019-1842727,2006/5/22,JNE3334-KR-M,B07S8WG31H,BALLARI
122533,402-3216798-7690708,2006/5/22,SET385-KR-NP-XXL,B09K3MMPJX,SHAMGARH
122534,402-3216798-7690708,2006/5/22,JNE3465-KR-XXL,B08BFT4ZKX,SHAMGARH
122543,171-3004384-5133108,2006/5/22,SET293-KR-NP-XXXL,B09K3CNYF5,Ghaziabad
122547,171-1706634-8740365,2006/5/22,SET293-KR-NP-XXL,B09K3QVXBS,NEW DELHI
122556,402-6180722-3261117,2006/5/22,SET415-KR-NP-L,B09Y3K45P4,CHENNAI
122558,406-1753409-8412362,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,SANGAMNER
122560,405-7217095-2894742,2006/5/22,JNE3160-KR-G-M,B07K41S1J4,AURANGABAD
122571,171-5670733-5625947,2006/5/22,SET392-KR-NP-S,B09RKD9PDZ,YAVATMAL
122583,402-0929654-0828352,2006/5/22,JNE3546-KR-XXXL,B09B2F5N2H,PALAKKAD
122584,407-3804148-3181110,2006/5/22,J0041-SET-L,B089G28YYW,NEW DELHI
122586,402-7303406-9705953,2006/5/22,JNE3869-DR-S,B09RK67Y51,NEW DELHI
122587,402-7303406-9705953,2006/5/22,JNE3870-DR-M,B09RK67T5V,NEW DELHI
122592,403-7080140-5158717,2006/5/22,J0230-SKD-M,B08XNJG8B1,FARIDABAD
122597,402-4756265-7309962,2006/5/22,JNE3698-KR-XL,B09811DF4K,LUCKNOW
122600,405-0366999-9737907,2006/5/22,SET393-KR-NP-XS,B09QJ3RGB6,SATNA
122605,407-3739234-7070711,2006/5/22,JNE3160-KR-G-S,B07K3YQLF1,HYDERABAD
122607,402-9764639-2045107,2006/5/22,J0230-SKD-S,B08XNJ19QH,Purnea
122610,408-3403539-2654747,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,BENGALURU
122612,408-0707808-0893110,2006/5/22,NW016-ST-SR-S,B099NQKVD6,NEW DELHI
122613,407-2719095-6501952,2006/5/22,JNE3487-KR-XL,B08RNPK8FX,CHENNAI
122616,406-8629049-2957912,2006/5/22,JNE1977-KR-237-XS,B07FXGWSHQ,HOSAPETE
122618,404-5349035-3696364,2006/5/22,JNE3801-KR-L,B09SDY51NS,BENGALURU
122629,407-2422345-2548334,2006/5/22,SET291-KR-PP-L,B099NJKJ54,CHENNAI
122634,402-2845642-3705921,2006/5/22,SET408-KR-NP-XXXL,B09RKF7PZB,Haroa
122650,402-4311352-8592359,2006/5/22,SET198-KR-NP-A-XXL,B08L92YWPH,VARANASI
122653,408-6749179-9310741,2006/5/22,SET291-KR-PP-M,B099NK55YG,MUMBAI
122668,403-0725972-1809914,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,CHENNAI
122670,171-8267163-9184321,2006/5/22,JNE3818-KR-XXL,B09LTY88GR,KARJAT RAIGARH DISTRICT
122673,406-1537901-5883530,2006/5/22,SET374-KR-NP-XXXL,B09NDHQMKC,NEW DELHI
122676,406-1051067-9257138,2006/5/22,J0386-KR-L,B09YYLPNWY,NELLORE
122681,405-3951862-4324344,2006/5/22,JNE3823-KR-XXL,B09LV1ZJWN,NOIDA
122685,407-3951961-0960344,2006/5/22,JNE3797-KR-XS,B09SDY9SQ6,Gurugram
122686,171-7497249-4097117,2006/5/22,JNE3866-KR-XXL,B09TZY9XYL,AHMEDABAD
122689,407-2195909-0087524,2006/5/22,JNE1233-BLUE-KR-031-XXL,B071VG5FH4,MOHALI
122692,408-5773110-9089930,2006/5/22,JNE3261-KR-M,B07R5X3499,WARANGAL
122695,408-9355080-1393157,2006/5/22,JNE3459-KR-XXL,B08BFCB1KR,PANAJI
122703,407-7483467-1334735,2006/5/22,SET327-KR-DPT-L,B09PN4P12Y,Guntur
122709,407-1783162-0277944,2006/5/22,JNE3797-KR-A-XXXL,B09TH2YML8,GUNTUR
122710,407-1783162-0277944,2006/5/22,SET293-KR-NP-XXXL,B09K3CNYF5,GUNTUR
122713,404-7615266-1012346,2006/5/22,SET302-KR-PP-XXL,B09RKCQ3VW,KASARAGOD
122716,402-3620518-6557955,2006/5/22,JNE3454-KR-XL,B08B3YGPBZ,JABALPUR
122723,171-9295850-3519520,2006/5/22,JNE3468-KR-L,B08RP69C9N,BENGALURU
122724,171-9295850-3519520,2006/5/22,SET335-KR-NP-L,B09Y3FF9K3,BENGALURU
122726,407-5862387-9211501,2006/5/22,J0095-SET-XL,B08CMN1K86,Panipat road
122738,405-9155423-7509150,2006/5/22,SET282-KR-PP-XXL,B09CTF82YW,HUZURABAD
122739,403-6501365-8243522,2006/5/22,J0295-DR-S,B099NRKGV5,NOIDA
122743,404-2658163-0390754,2006/5/22,PJNE3068-KR-6XL,B09M76SVFW,DARJEELING
122752,171-2912615-8629914,2006/5/22,SET257-KR-PP-XS,B0983GWPF1,COIMBATORE
122753,407-2904622-6105901,2006/5/22,SET232-KR-PP-XL,B08MYTB92L,KOZHIKODE
122755,404-5813247-5777902,2006/5/22,JNE3461-KR-XL,B08B3YPXKZ,CHENNAI
122757,171-2405628-0895559,2006/5/22,J0148-SET-XS,B0929DPT8L,COIMBATORE
122761,408-6060835-4083561,2006/5/22,JNE3797-KR-XS,B09SDY9SQ6,CHENNAI
122762,405-7037947-4707544,2006/5/22,J0396-DR-XXL,B09SDYLJZ5,BENGALURU
122766,408-2271544-4567505,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,PUNE
122767,406-2334163-9931523,2006/5/22,SET402-KR-NP-XL,B09VC53FQW,BENGALURU
122770,403-8781486-0525135,2006/5/22,SET239-KR-NP-XS,B08TZWD17Q,HYDERABAD
122787,403-5116967-1611521,2006/5/22,JNE3865-TP-XXXL,B09TZSJVFX,GHAZIABAD
122803,405-7025027-8901900,2006/5/22,JNE3776-KR-XL,B09K3YYJP5,ERNAKULAM
122819,406-4299107-2805124,2006/5/22,SET392-KR-NP-M,B09RKFDT7Q,BAREILLY
122827,408-4050392-7682707,2006/5/22,SET239-KR-NP-S,B08TZD8JD6,PATNA
122830,403-5763945-4736368,2006/5/22,MEN5008-KR-S,B08YYZJX1Z,Chennai
122840,408-8380880-2068349,2006/5/22,SET278-KR-NP-XL,B0983GGFYD,SIWAN
122847,403-6493153-4413161,2006/5/22,SET402-KR-NP-XS,B09VC5W6KP,CHENNAI
122857,404-7456352-4904352,2006/5/22,JNE3721-KR-XL,B099FDMD6T,THANE
122858,402-3726795-3063566,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,MEDAK
122868,407-2890421-4344345,2006/5/22,JNE3797-KR-A-L,B09TH2ZFSY,BOISAR
122871,402-2691681-7501163,2006/5/22,SET291-KR-PP-M,B099NK55YG,Ranchi
122879,171-8590619-2725960,2006/5/22,JNE3797-KR-M,B09SDY8DCT,BENGALURU
122882,404-5091565-6379555,2006/5/22,J0008-SKD-S,B0894XGJ83,HYDERABAD
122886,405-1125109-3819565,2006/5/22,JNE3838-KR-XXL,B09TH6L9KF,Kanke; Ranchi
122892,407-0893014-8081159,2006/5/22,JNE3807-KR-XXL,B09RKCMCJS,NAGAPATTINAM
122900,403-4184448-8506739,2006/5/22,J0399-DR-XL,B09SDZ7948,BENGALURU
122906,408-3521893-1353926,2006/5/22,SET358-KR-NP-L,B09QJLSY9C,DOWLESWARAM
122909,171-5214824-7010746,2006/5/22,J0234-SKD-M,B08WHW7BLW,BENGALURU
122910,406-5511575-6633904,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,MADURAI
122921,408-7765766-5818765,2006/5/22,JNE3730-KR-XL,B09HMG9NV1,Ongole
122926,407-4356812-0346709,2006/5/22,JNE3797-KR-XXXL,B09SDY4VDC,PUNE
122934,407-7398770-3570765,2006/5/22,J0121-TP-S,B08MYN1QTZ,BENGALURU
122938,404-8655651-4707546,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,BENGALURU
122946,402-0362838-6981179,2006/5/22,J0088-TP-M,B092D2GLW2,CHENNAI
122949,404-2859383-3804321,2006/5/22,JNE3797-KR-M,B09SDY8DCT,ASANSOL
122953,402-6556900-6097906,2006/5/22,JNE3838-KR-M,B09TH7F8WY,THRISSUR
122956,402-6975745-2191512,2006/5/22,JNE3800-KR-S,B09SDXB141,RANGIA
122957,402-6975745-2191512,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,RANGIA
122959,407-9968155-9141968,2006/5/22,JNE3459-KR-XL,B08BFX1YN6,BENGALURU
122965,402-1881890-2663517,2006/5/22,J0236-SKD-XL,B08ZYPQ3XV,BENGALURU
122967,405-7130505-2400353,2006/5/22,JNE3619-KR-XXL,B091Q97C9S,MUMBAI
122970,405-1676224-5225162,2006/5/22,JNE3437-KR-XXXL,B085HH6VWN,NASHIK
122973,171-2481935-8861113,2006/5/22,JNE3801-KR-S,B09SDY68JK,BENGALURU
122984,408-5650733-2647501,2006/5/22,JNE3256-KR-XXXL,B07RSWN1C4,Vasai
122986,407-9209939-1161124,2006/5/22,SET218-KR-NP-XL,B08B3ZDG3H,GURUGRAM
122990,405-5738063-8785953,2006/5/22,SET402-KR-NP-L,B09VC63Y2N,NEW DELHI
123000,171-5114202-0305139,2006/5/22,JNE3797-KR-S,B09SDYQ3WG,HYDERABAD
123004,405-4862061-4306736,2006/5/22,JNE3799-KR-S,B09SDZ78G7,TALIKKULAM
123010,406-1544467-0532359,2006/5/22,JNE3510-KR-L,B08WPR181B,Nagpur
123013,408-5484309-5381964,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,THIRUVANANTHAPURAM
123018,171-4327562-0474764,2006/5/22,JNE3619-KR-S,B091Q8JXX9,NAVI MUMBAI
123022,404-7026345-4705939,2006/5/22,JNE3468-KR-L,B08RP69C9N,Havelock
123030,406-8336313-0026763,2006/5/22,JNE3797-KR-XXL,B09SDXSQ33,VIZIANAGARAM
123034,405-9485205-1569901,2006/5/22,J0151-KR-A-XXXL,B08N1CY61L,GURUGRAM
123045,408-2341136-0437960,2006/5/22,JNE3652-TP-N-L,B08ZHKRV5F,ALONG
123054,407-1198014-9874734,2006/5/22,SET293-KR-NP-XXXL,B09K3CNYF5,CHENNAI
123059,405-7534736-1670700,2006/5/22,JNE3619-KR-L,B091Q8GQLG,KOLKATA
123060,402-8744167-2601931,2006/5/22,SET058-KR-NP-XL,B07R59TDM1,HYDERABAD
123062,402-0338101-4334746,2006/5/22,JNE3658-TP-XS,B094381R8G,GURUGRAM
123078,404-0305078-8810735,2006/5/22,J0334-TP-M,B0986ZWRKD,THANE
123081,405-3483619-5744359,2006/5/22,SET246-KR-PP-M,B08W9JNFXM,Surat
123093,406-3123358-3184338,2006/5/22,J0147-SET-XL,B091Z8TV5Q,KURUKSHETRA
123098,402-9677847-4203500,2006/5/22,JNE3797-KR-A-S,B09TH4H7T2,BIKANER
123104,406-8854688-7829968,2006/5/22,JNE3749-KR-L,B09K41PGGB,KOLKATA
123105,406-3148120-8377109,2006/5/22,JNE3797-KR-L,B09SDXFFQ1,MUMBAI
123106,408-0160711-0268331,2006/5/22,J0157-DR-L,B09831FVYR,PUNE
123118,171-1689736-9354752,2006/5/22,J0150-KR-S,B08N19XG53,NAGAUR
