INTUBATION,EXPCO2,MINVOL,VENTALV,VENTLUNG,ARTCO2
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,LOW,HIGH,NORMAL,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,LOW,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,HIGH,LOW,LOW
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,ZERO,ZERO,ZERO,NORMAL,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,HIGH,LOW,LOW
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,NORMAL,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,ZERO,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,HIGH,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,LOW,HIGH,NORMAL,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,HIGH,ZERO,ZERO,LOW,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,LOW,HIGH,LOW,LOW
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,HIGH,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
