ANAPHYLAXIS,CO,TPR,ARTCO2,CATECHOL,BP
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,NORMAL,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,NORMAL,HIGH,NORMAL,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,LOW,NORMAL,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,NORMAL,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,LOW,HIGH,LOW,NORMAL,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,NORMAL,LOW,HIGH,LOW
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,LOW,LOW,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,LOW,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
True,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,LOW,NORMAL,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,LOW,NORMAL,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
True,LOW,LOW,LOW,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,LOW
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,NORMAL,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,HIGH,LOW,NORMAL,LOW
False,LOW,HIGH,HIGH,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,NORMAL,NORMAL,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,LOW
False,LOW,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,NORMAL,HIGH,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,NORMAL
True,HIGH,LOW,HIGH,HIGH,NORMAL
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,NORMAL,HIGH,HIGH
False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,NORMAL,LOW,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,HIGH,NORMAL,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,HIGH,LOW,NORMAL,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,HIGH,LOW,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,NORMAL,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,LOW,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,LOW,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,LOW,HIGH,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,NORMAL,NORMAL,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,LOW,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,LOW,NORMAL,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,LOW
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,LOW,NORMAL,LOW,HIGH,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,LOW,NORMAL,HIGH
False,HIGH,HIGH,HIGH,NORMAL,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,LOW,LOW,HIGH,LOW
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,LOW,LOW,LOW,HIGH,LOW
False,HIGH,LOW,NORMAL,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,NORMAL,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,LOW,NORMAL,HIGH
False,HIGH,LOW,NORMAL,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,NORMAL,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,HIGH,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL
False,HIGH,LOW,LOW,HIGH,LOW
True,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,NORMAL,LOW,HIGH,LOW
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,NORMAL,HIGH,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,LOW,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
True,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,NORMAL,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,LOW,NORMAL,LOW,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,LOW,NORMAL,LOW,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,NORMAL,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,LOW
False,LOW,HIGH,LOW,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,LOW,LOW,LOW,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,LOW,HIGH,HIGH,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,LOW,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,LOW,NORMAL,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,LOW,HIGH,HIGH,LOW
False,HIGH,NORMAL,LOW,HIGH,HIGH
False,HIGH,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,NORMAL
False,LOW,HIGH,NORMAL,NORMAL,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,LOW,HIGH,LOW,NORMAL,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,LOW,HIGH,HIGH,LOW
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,HIGH,LOW,HIGH,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,LOW,HIGH,LOW
False,NORMAL,LOW,HIGH,HIGH,LOW
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,LOW,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,HIGH,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,LOW,NORMAL,HIGH,HIGH,LOW
