RUQO2,HypoxiaInO2,BirthAsphyxia,Disease,CO2Report,ChestXray,Grunting,LowerBodyO2,DuctFlow,HypDistrib,Sick,LVHreport,CardiacMixing,LungParench
5-12,Mild,no,PAIVS,<7.5,Asy/Patch,yes,<5,Lt_to_Rt,Equal,yes,yes,Complete,Abnormal
5-12,Moderate,no,Fallot,>=7.5,Normal,yes,12+,Lt_to_Rt,Equal,no,no,Complete,Abnormal
5-12,Moderate,no,Lung,>=7.5,Oligaemic,yes,<5,,Equal,yes,no,,Abnormal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Unequal,yes,yes,Complete,Normal
12+,Severe,no,TGA,<7.5,Plethoric,yes,<5,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,TGA,>=7.5,Grd_Glass,yes,5-12,,Equal,yes,yes,Transp.,Abnormal
5-12,Severe,yes,TGA,<7.5,Normal,no,<5,,Equal,yes,no,Transp.,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,yes,no,Transp.,Normal
5-12,Severe,no,TGA,>=7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,TGA,>=7.5,Normal,no,<5,,Equal,no,no,Transp.,Abnormal
5-12,Moderate,no,PAIVS,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Mild,Normal
<5,Moderate,no,TAPVD,>=7.5,Plethoric,yes,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
12+,Mild,no,Fallot,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PFC,<7.5,Asy/Patch,yes,5-12,Rt_to_Lt,Unequal,yes,yes,Mild,Abnormal
5-12,Severe,yes,PFC,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,no,Mild,Normal
5-12,Severe,no,TGA,>=7.5,Plethoric,no,<5,,Equal,no,yes,Transp.,Normal
12+,Mild,no,PAIVS,<7.5,Oligaemic,no,12+,Lt_to_Rt,Unequal,yes,yes,Complete,Normal
12+,Mild,no,Lung,<7.5,Plethoric,no,5-12,,Equal,yes,no,Mild,Abnormal
5-12,Moderate,no,Fallot,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
12+,Moderate,no,Fallot,<7.5,Normal,no,5-12,,Equal,no,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
12+,Moderate,yes,TAPVD,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Normal
12+,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Moderate,no,TGA,<7.5,Oligaemic,no,5-12,,Equal,no,no,Transp.,Normal
<5,Severe,no,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,yes,Fallot,<7.5,Oligaemic,no,<5,,Equal,no,no,Complete,Normal
<5,Severe,no,TGA,<7.5,Grd_Glass,no,<5,,Equal,no,no,Complete,Abnormal
5-12,Mild,no,TAPVD,<7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,yes,no,Complete,Abnormal
<5,Severe,yes,TGA,>=7.5,Plethoric,yes,5-12,,Equal,no,no,Transp.,Normal
<5,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Abnormal
12+,Moderate,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Abnormal
<5,Moderate,no,Fallot,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Grd_Glass,yes,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Congested
<5,Moderate,no,PAIVS,>=7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
<5,Severe,no,TGA,<7.5,Normal,no,5-12,,Equal,no,no,Transp.,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,12+,,Equal,no,yes,Transp.,Normal
5-12,Mild,no,Fallot,<7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,yes,no,Mild,Normal
12+,Moderate,no,TGA,<7.5,Normal,no,5-12,,Equal,yes,no,Transp.,Normal
<5,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,12+,Lt_to_Rt,Equal,no,no,Complete,Abnormal
<5,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Unequal,no,yes,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Complete,Normal
<5,Moderate,no,PAIVS,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Mild,no,TGA,<7.5,Plethoric,no,<5,Rt_to_Lt,Unequal,no,no,,Normal
5-12,Severe,no,PAIVS,>=7.5,Plethoric,yes,5-12,Lt_to_Rt,Unequal,no,yes,Complete,Abnormal
<5,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,,Equal,no,yes,Complete,Normal
<5,Moderate,no,TAPVD,<7.5,Oligaemic,yes,12+,,Equal,yes,no,Complete,Congested
<5,Moderate,no,Fallot,>=7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Mild,Normal
12+,Moderate,no,PAIVS,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Severe,no,TGA,<7.5,Normal,no,12+,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Moderate,no,TGA,<7.5,Plethoric,no,5-12,,Equal,yes,no,Transp.,Normal
<5,Moderate,no,TGA,<7.5,Normal,no,<5,,Equal,no,no,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,no,no,Mild,Congested
5-12,Severe,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Mild,no,TAPVD,<7.5,Plethoric,no,5-12,Lt_to_Rt,Unequal,yes,no,Complete,Congested
5-12,Moderate,no,Fallot,<7.5,Normal,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,no,no,Transp.,Normal
<5,Moderate,no,PAIVS,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
12+,Mild,no,PFC,<7.5,Asy/Patch,yes,<5,Lt_to_Rt,Unequal,yes,no,,Abnormal
5-12,Moderate,no,Fallot,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PFC,<7.5,Oligaemic,no,5-12,Rt_to_Lt,Equal,no,no,Mild,Normal
12+,Severe,no,TGA,<7.5,Grd_Glass,no,<5,,Equal,no,no,Transp.,Abnormal
5-12,Severe,no,Fallot,<7.5,Asy/Patch,no,<5,,Equal,no,no,Complete,Normal
<5,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,no,no,Complete,Abnormal
<5,Moderate,no,TGA,<7.5,Normal,no,12+,,Equal,yes,no,Mild,Normal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,no,PAIVS,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Transp.,Congested
5-12,Moderate,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Mild,Normal
5-12,Moderate,yes,PFC,<7.5,Asy/Patch,yes,<5,Rt_to_Lt,Equal,yes,no,Transp.,Abnormal
5-12,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,TGA,<7.5,Plethoric,no,12+,,Equal,yes,yes,Mild,Normal
12+,Mild,no,PAIVS,<7.5,Normal,yes,12+,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Severe,no,TAPVD,<7.5,Plethoric,no,5-12,,Equal,yes,yes,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Severe,no,TGA,<7.5,Normal,no,5-12,Rt_to_Lt,Unequal,no,no,Transp.,Normal
5-12,Moderate,no,Fallot,>=7.5,Normal,no,<5,,Equal,no,no,Complete,Normal
<5,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Mild,no,Fallot,>=7.5,Grd_Glass,no,12+,,Equal,no,no,,Abnormal
5-12,Severe,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Moderate,no,Fallot,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,TAPVD,>=7.5,Plethoric,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Congested
5-12,Severe,no,TGA,<7.5,Normal,yes,5-12,Rt_to_Lt,Equal,yes,no,Transp.,Normal
12+,Moderate,no,Lung,>=7.5,Grd_Glass,no,5-12,,Equal,no,no,Mild,Congested
5-12,Severe,yes,Fallot,<7.5,Oligaemic,no,<5,,Equal,no,no,Complete,Normal
12+,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,12+,Lt_to_Rt,Equal,no,no,Mild,Abnormal
5-12,Severe,no,TAPVD,<7.5,Grd_Glass,no,<5,Rt_to_Lt,Equal,no,no,Complete,Congested
<5,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,yes,<5,,Equal,no,no,Transp.,Normal
<5,Moderate,no,PAIVS,<7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
<5,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Normal
<5,Severe,no,TGA,<7.5,Oligaemic,no,<5,,Equal,no,no,Transp.,Abnormal
<5,Moderate,yes,TGA,>=7.5,Normal,no,<5,,Equal,no,no,Mild,Normal
<5,Moderate,no,TGA,<7.5,Oligaemic,yes,<5,,Equal,no,yes,Mild,Abnormal
5-12,Moderate,no,PAIVS,>=7.5,Normal,no,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Mild,no,Fallot,<7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,no,no,Complete,Abnormal
5-12,Moderate,no,TGA,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,no,no,Transp.,Normal
5-12,Severe,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,yes,Fallot,<7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,no,no,Mild,Normal
5-12,Moderate,no,PAIVS,<7.5,Normal,no,12+,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,>=7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,no,Fallot,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
<5,Moderate,no,Fallot,<7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Plethoric,yes,12+,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
12+,Mild,no,Lung,>=7.5,Asy/Patch,yes,12+,Lt_to_Rt,Equal,yes,no,,Abnormal
5-12,Moderate,no,PAIVS,<7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
5-12,Moderate,no,PAIVS,>=7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,yes,Mild,Normal
<5,Severe,no,PAIVS,<7.5,Normal,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Mild,no,PFC,<7.5,Oligaemic,no,5-12,Rt_to_Lt,Unequal,no,no,,Normal
<5,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Severe,yes,TGA,<7.5,Normal,no,<5,,Equal,yes,no,Transp.,Normal
5-12,Moderate,no,Lung,<7.5,Asy/Patch,yes,5-12,Rt_to_Lt,Equal,yes,yes,Mild,Abnormal
5-12,Severe,no,TGA,<7.5,Normal,no,5-12,,Equal,yes,no,Transp.,Normal
<5,Severe,yes,TGA,<7.5,Grd_Glass,yes,<5,,Equal,yes,no,Transp.,Abnormal
5-12,Mild,no,PFC,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,yes,no,Mild,Normal
5-12,Severe,yes,PAIVS,>=7.5,Grd_Glass,yes,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Congested
12+,Moderate,no,Lung,<7.5,Grd_Glass,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Congested
<5,Severe,no,Fallot,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,no,Fallot,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,no,Mild,Normal
12+,Moderate,no,TGA,>=7.5,Normal,no,<5,,Equal,no,no,Transp.,Normal
5-12,Severe,no,TGA,>=7.5,Plethoric,no,12+,,Equal,no,no,Transp.,Normal
<5,Moderate,no,Fallot,<7.5,Grd_Glass,no,<5,Lt_to_Rt,Equal,no,no,Mild,Congested
5-12,Moderate,no,PAIVS,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
12+,Mild,no,TGA,>=7.5,Oligaemic,no,<5,,Equal,yes,no,Mild,Abnormal
<5,Severe,no,TGA,<7.5,Asy/Patch,yes,5-12,,Equal,no,no,Transp.,Abnormal
5-12,Moderate,no,TAPVD,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
12+,Mild,no,PFC,>=7.5,Normal,no,5-12,Rt_to_Lt,Unequal,no,no,,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,,Equal,yes,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
<5,Severe,yes,PFC,>=7.5,Normal,no,<5,Rt_to_Lt,Unequal,no,no,Mild,Normal
5-12,Moderate,no,Fallot,<7.5,Grd_Glass,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
5-12,Moderate,no,PAIVS,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,no,TAPVD,<7.5,Grd_Glass,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Congested
<5,Severe,no,PAIVS,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,yes,TGA,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,yes,no,Mild,Normal
<5,Moderate,no,Fallot,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
12+,Moderate,no,Fallot,<7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,no,yes,Mild,Normal
<5,Severe,no,TGA,>=7.5,Plethoric,yes,<5,Lt_to_Rt,Equal,yes,no,Transp.,Congested
5-12,Moderate,no,TAPVD,<7.5,Normal,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Abnormal
12+,Mild,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
<5,Severe,no,Fallot,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,yes,PFC,<7.5,Oligaemic,no,5-12,Rt_to_Lt,Equal,no,no,Mild,Normal
<5,Severe,yes,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
<5,Moderate,no,PAIVS,<7.5,Normal,no,12+,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,no,Lung,<7.5,Grd_Glass,no,5-12,Rt_to_Lt,Equal,yes,no,Mild,Congested
5-12,Moderate,no,PFC,<7.5,Normal,no,<5,Rt_to_Lt,Equal,no,no,Mild,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,yes,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,yes,PFC,<7.5,Oligaemic,no,<5,Rt_to_Lt,Equal,no,no,Mild,Normal
12+,Mild,yes,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,TAPVD,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,TGA,<7.5,Plethoric,yes,5-12,,Equal,yes,no,Mild,Normal
5-12,Severe,no,Fallot,<7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Asy/Patch,yes,<5,Lt_to_Rt,Equal,no,no,Complete,Abnormal
5-12,Moderate,yes,TGA,<7.5,Plethoric,no,5-12,,Equal,yes,yes,Transp.,Normal
5-12,Severe,yes,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Severe,yes,Fallot,<7.5,Normal,no,<5,,Equal,yes,yes,Complete,Normal
<5,Severe,no,Fallot,>=7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Normal
<5,Severe,yes,Fallot,>=7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,yes,no,Complete,Abnormal
<5,Moderate,no,TGA,<7.5,Normal,no,5-12,,Equal,yes,yes,Mild,Normal
12+,Mild,yes,Fallot,<7.5,Normal,no,<5,,Equal,no,no,Complete,Normal
<5,Moderate,no,Fallot,>=7.5,Plethoric,yes,5-12,,Equal,yes,no,Complete,Abnormal
12+,Moderate,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
<5,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,yes,no,Mild,Normal
<5,Severe,no,TGA,>=7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
12+,Severe,no,Fallot,>=7.5,Grd_Glass,yes,<5,Lt_to_Rt,Equal,yes,yes,Complete,Congested
12+,Mild,no,PFC,>=7.5,Plethoric,yes,5-12,Lt_to_Rt,Equal,yes,no,,Abnormal
<5,Severe,no,PAIVS,>=7.5,Asy/Patch,yes,5-12,Lt_to_Rt,Equal,no,no,Complete,Abnormal
5-12,Moderate,yes,Fallot,<7.5,Oligaemic,no,5-12,,Equal,no,no,Complete,Normal
<5,Severe,no,TGA,>=7.5,Normal,no,<5,,Equal,no,no,Transp.,Normal
12+,Mild,no,PFC,<7.5,Oligaemic,no,12+,Rt_to_Lt,Equal,yes,no,,Normal
<5,Severe,yes,TGA,<7.5,Plethoric,yes,5-12,,Equal,yes,yes,Transp.,Normal
<5,Moderate,no,TGA,<7.5,Normal,no,<5,,Unequal,no,yes,Transp.,Normal
5-12,Moderate,no,PAIVS,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
<5,Moderate,no,Fallot,>=7.5,Asy/Patch,yes,<5,Lt_to_Rt,Equal,no,no,Complete,Abnormal
<5,Severe,no,Fallot,<7.5,Asy/Patch,yes,<5,,Equal,no,no,Complete,Abnormal
<5,Moderate,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
12+,Moderate,yes,Fallot,<7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,no,no,Complete,Congested
5-12,Moderate,no,PAIVS,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Severe,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Moderate,no,TGA,>=7.5,Plethoric,no,12+,,Equal,no,no,Mild,Normal
5-12,Moderate,no,PAIVS,>=7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,yes,no,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Moderate,no,TGA,<7.5,Normal,no,12+,,Equal,no,no,Transp.,Abnormal
<5,Severe,no,Fallot,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,yes,no,Complete,Normal
12+,Moderate,no,Fallot,<7.5,Plethoric,no,12+,Lt_to_Rt,Equal,yes,no,Mild,Normal
5-12,Mild,no,Lung,<7.5,Grd_Glass,no,<5,,Equal,no,no,,Abnormal
5-12,Moderate,no,TGA,<7.5,Normal,no,<5,,Equal,no,no,Mild,Normal
<5,Severe,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,yes,no,Mild,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,no,Transp.,Normal
<5,Moderate,no,PAIVS,<7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,yes,yes,Complete,Normal
12+,Mild,no,PFC,<7.5,Oligaemic,no,5-12,Rt_to_Lt,Unequal,no,no,,Normal
5-12,Moderate,yes,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Unequal,no,no,Complete,Normal
<5,Moderate,no,Fallot,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
12+,Mild,no,PAIVS,<7.5,Asy/Patch,no,12+,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,yes,PAIVS,>=7.5,Asy/Patch,yes,<5,Lt_to_Rt,Equal,no,yes,Complete,Abnormal
<5,Severe,no,Fallot,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,no,Complete,Normal
<5,Severe,no,TGA,>=7.5,Grd_Glass,no,5-12,Rt_to_Lt,Equal,no,no,Transp.,Abnormal
5-12,Severe,no,Lung,<7.5,Oligaemic,no,5-12,Rt_to_Lt,Unequal,no,no,Mild,Abnormal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,yes,yes,Complete,Normal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Plethoric,no,<5,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Moderate,no,Fallot,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Congested
5-12,Moderate,no,Fallot,<7.5,Normal,no,<5,Lt_to_Rt,Equal,no,no,Mild,Normal
5-12,Mild,yes,Lung,>=7.5,Asy/Patch,yes,12+,Lt_to_Rt,Equal,yes,yes,,Abnormal
<5,Severe,yes,PAIVS,>=7.5,Oligaemic,yes,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Severe,yes,TAPVD,<7.5,Grd_Glass,no,<5,Lt_to_Rt,Equal,no,no,Complete,Congested
<5,Moderate,yes,Fallot,<7.5,Oligaemic,no,12+,Lt_to_Rt,Equal,no,no,Complete,Normal
<5,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
<5,Severe,no,TGA,>=7.5,Normal,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,Fallot,>=7.5,Oligaemic,yes,<5,Lt_to_Rt,Equal,no,no,Mild,Normal
5-12,Severe,no,TGA,>=7.5,Oligaemic,yes,<5,,Equal,no,no,Transp.,Abnormal
<5,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
12+,Moderate,no,Fallot,>=7.5,Asy/Patch,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Abnormal
5-12,Severe,no,TGA,<7.5,Plethoric,no,5-12,,Equal,no,no,Transp.,Normal
5-12,Moderate,no,Fallot,>=7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
12+,Moderate,no,Lung,<7.5,Asy/Patch,no,<5,Rt_to_Lt,Unequal,no,yes,Mild,Abnormal
5-12,Moderate,yes,TGA,<7.5,Asy/Patch,no,5-12,,Equal,no,no,Transp.,Normal
<5,Moderate,no,PAIVS,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,,Equal,no,yes,Mild,Normal
12+,Mild,no,PFC,<7.5,Normal,no,5-12,Rt_to_Lt,Unequal,no,no,Mild,Normal
<5,Severe,no,PAIVS,<7.5,Oligaemic,yes,<5,Lt_to_Rt,Equal,yes,yes,Complete,Abnormal
<5,Severe,no,PAIVS,<7.5,Oligaemic,no,<5,Lt_to_Rt,Unequal,no,yes,Complete,Normal
5-12,Moderate,no,Fallot,<7.5,Oligaemic,no,5-12,Lt_to_Rt,Equal,no,no,Complete,Normal
5-12,Severe,no,TGA,<7.5,Plethoric,no,<5,,Equal,no,yes,Transp.,Normal
5-12,Moderate,no,PAIVS,<7.5,Normal,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Normal
5-12,Moderate,no,PAIVS,<7.5,Plethoric,no,5-12,Lt_to_Rt,Equal,yes,no,Complete,Normal
5-12,Severe,no,TAPVD,>=7.5,Grd_Glass,no,5-12,Lt_to_Rt,Equal,no,yes,Complete,Congested
